	dušezpyt–N	dušezpytný–A						
	přípřež–N	přípřežný–A						
	záraz–N	zárazný–A						
	výčet–N	výčetný–A						
	zlatoplod–N	zlatoplodný–AC	%					
	úklon–N	úklonný–A						
	přívrat–N	přívratný–A						
	přísun–N	přísunný–A						
	zdroj–N	zdrojný–A						
	ústřel–N	ústřelný–A						
	lov–N	lovný–A						
	výdej–N	výdejný–A						
	zlatojas–N	zlatojasný–A						
	podmět–N	podmětný–A						
	vsyp–N	vsypný–A						
	výmol–N	výmolný–A						
	záhvozd–N	záhvozda–N						
	šlak–N	šlaka–N						
	Vlastislav–NC	Vlastislava–N						
	komponent–N	komponenta–N						
	Ladislav–N	Ladislava–N						
	mutr–N	mutra–N						
	Bohdan–N	Bohdana–N						
	zor–N	zora–N						
	šanson–N	šansona–N						
	brambor–N	brambora–N						
	kmotr–N	kmotra–N						
	braun–N	brauna–N						
	šprot–N	šprota–N						
	šup–N	šupa–N						
	vrap–N	vrapa–N						
	Michael–N	Michaela–N						
	Rafael–N	Rafaela–N						
	Petr–N	Petra–N						
	nop–N	nopa–N						
	Jan–N	Jana–N						
	hřad–N	hřada–N						
	čakan–N	čakana–N						
	bárin–N	bárina–N						
	Jaroslav–N	Jaroslava–N						
	lusk–N	luska–N						
	Johan–N	Johana–N						
	atak–N	ataka–N						
	Jaromír–N	Jaromíra–N						
	teorém–N	teoréma–N						
	výpros–N	výprosa–N						
	Fred–N	Freda–N						
	nard–N	narda–N						
	Leopold–N	Leopolda–N						
	Marcel–N	Marcela–N						
	Svatoslav–N	Svatoslava–N						
	fuks–N	fuksa–N						
	dožer–N	dožera–N						
	štuk–N	štuka–N						
	epopej–N	epopeja–N						
	spahi–N	spahia–N						
	Daniel–N	Daniela–N						
	prostor–N	prostora–N						
	mul–N	mula–N						
	zárod–N	zároda–N						
	pohov–N	pohova–N						
	nepřehledný–None	nepřehledno–N						
	jsoucný–A	jsoucno–N						
	slaný–A	slano–N						
	prašný–A	prašno–N						
	měkký–A	měkko–N						
	současný–A	současno–N						
	oblačný–A	oblačno–N						
	modročerný–A	modročerno–N						
	vlídný–A	vlídno–N						
	hustý–A	husto–N						
	zelenavý–A	zelenavo–N						
	bezvětrný–A	bezvětrno–N						
	nadskutečný–A	nadskutečno–N						
	přehluboký–A	přehluboko–N						
	řídký–A	řídko–N						
	nedozírný–A	nedozírno–N						
	vábivý–A	vábivo–N						
	bezedný–A	bezedno–N						
	mělký–A	mělko–N						
	čtverý–A	čtvero–N						
	desaterý–A	desatero–N						
	teskný–A	teskno–N						
	volný–A	volno–N						
	červený–A	červeno–N						
	nepamětný–A	nepamětno–N						
	vzdušný–A	vzdušno–N						
	soumračný–A	soumračno–N						
	bezmezný–A	bezmezno–N						
	prudký–A	prudko–N						
	vnadný–A	vnadno–N						
	teplý–A	teplo–N						
	nadreálný–A	nadreálno–N						
	vyprahlý–A	vyprahlo–N						
	tajný–A	tajno–N						
	užitečný–A	užitečno–N						
	vlhký–A	vlhko–N						
	éterný–A	éterno–N						
	zářivý–A	zářivo–N						
	tlustý–A	tlusto–N						
\	rybniční–A	rybničný–A						
\	výhostní–A	výhostný–A						
\	věčnostní–A	věčnostný–A						
\	zápecní–A	zápecný–A						
\	zápětní–A	zápětný–A						
\	výložní–A	výložný–A						
\	slovní–A	slovný–A						
\	průvodní–A	průvodný–A						
\	bezpohlavní–A	bezpohlavný–A						
\	výplatní–A	výplatný–A						
\	cvičební–A	cvičebný–A						
\	zkušební–A	zkušebný–A						
\	zárovní–A	zárovný–A						
\	čtvereční–A	čtverečný–A						
\	výuční–A	výučný–A						
\	hrdelní–A	hrdelný–A						
\	jednopohlavní–AC	jednopohlavný–AC						
\	návratní–A	návratný–A						
\	ženní–A	ženný–A						
\	ideální–A	ideálný–A						
\	pokrevní–A	pokrevný–A						
\	výjezdní–A	výjezdný–A						
\	zrcadelní–A	zrcadelný–A						
\	zásvětní–A	zásvětný–A						
\	výmazní–A	výmazný–A						
\	viniční–A	viničný–A						
\	výražní–A	výražný–A						
\	klenební–A	klenebný–A						
\	nástupní–A	nástupný–A						
\	námezdní–A	námezdný–A						
\	lesní–A	lesný–A						
\	vrstevní–A	vrstevný–A						
\	vazební–A	vazebný–A						
\	výpadní–A	výpadný–A						
\	učební–A	učebný–A						
\	výčepní–A	výčepný–A						
\	boční–A	bočný–A						
\	jateční–A	jatečný–A						
\	zákupní–A	zákupný–A						
\	zápisní–A	zápisný–A						
\	smuteční–A	smutečný–A						
\	těžní–A	těžný–A						
\	třicetiletí–NC	třicetiletý–AC						
\	žalářní–A	žalářný–A						
\	úložní–A	úložný–A						
\	poboční–A	pobočný–A						
\	čajní–A	čajný–A						
\	tržní–A	tržný–A						
	moták–N	motáček–N						
	úvodník–N	úvodníček–N						
	křižák–N	křižáček–N						
	vrtulník–N	vrtulníček–N						
	květák–N	květáček–N						
	moučník–N	moučníček–N						
	ručník–N	ručníček–N						
	řezník–N	řezníček–N						
	plátek–N	pláteček–N						
	trávník–N	trávníček–N						
	květník–N	květníček–N						
	Mirek–N	Mireček–N						
	kriminálník–N	kriminálníček–N						
	krvák–N	krváček–N						
	naviják–N	navijáček–N						
	jaderník–N	jaderníček–N						
	vínek–N	víneček–N						
	domovník–N	domovníček–N						
	krápník–N	krápníček–N						
	slepák–N	slepáček–N						
	Jiřík–N	Jiříček–N						
	měďák–N	měďáček–N						
	grošák–N	grošáček–N						
	bochánek–N	bocháneček–N						
	biják–N	bijáček–N						
	Toník–N	Toníček–N						
	březňák–N	březňáček–N						
	makovník–N	makovníček–N						
	Karlík–N	Karlíček–N						
	klínek–N	klíneček–N						
	ležák–N	ležáček–N						
	malík–N	malíček–N						
	bouřlivák–N	bouřliváček–N						
	oblek–N	obleček–N						
	Janek–N	Janeček–N						
	svítek–N	svíteček–N						
	Kubík–N	Kubíček–N						
	brok–N	broček–N						
	vítání–N	vítáníčko–N						
	závětří–N	závětříčko–N						
	zůstávání–N	zůstáváníčko–N						
	poležení–N	poleženíčko–N						
	zátiší–N	zátišíčko–N						
	pojednání–N	pojednáníčko–N						
	podloubí–N	podloubíčko–N						
	pohoří–N	pohoříčko–N						
	bydlení–N	bydleníčko–N						
	chmýří–N	chmýříčko–N						
	ústí–N	ústíčko–N						
	hnutí–N	hnutíčko–N						
	čepení–N	čepeníčko–N						
	žebroví–N	žebrovíčko–N						
	panství–N	panstvíčko–N						
	království–N	královstvíčko–N						
	úskalí–N	úskalíčko–N						
	čtení–N	čteníčko–N						
	vyražení–N	vyraženíčko–N						
	utkání–N	utkáníčko–N						
	veršování–N	veršováníčko–N						
	řízení–N	řízeníčko–N						
	nábřeží–N	nábřežíčko–N						
	políbení–N	políbeníčko–N						
	uhlí–N	uhlíčko–N						
	vyspání–N	vyspáníčko–N						
	oddělení–N	odděleníčko–N						
	škrábnutí–N	škrábnutíčko–N						
	vysvětlení–N	vysvětleníčko–N						
	vzkázání–N	vzkázáníčko–N						
	umění–N	uměníčko–N						
	zápecí–N	zápecíčko–N						
	obočí–N	obočíčko–N						
	vyživení–N	vyživeníčko–N						
	zdání–N	zdáníčko–N						
	cukroví–N	cukrovíčko–N						
	veselí–N	veselíčko–N						
	zákampí–N	zákampíčko–N						
	říkání–N	říkáníčko–N						
	osení–N	oseníčko–N						
\	námezdný–A	námezdní–A						
\	obstarožný–A	obstarožní–A						
\	ústrojný–A	ústrojní–A						
\	směnečný–A	směneční–A						
\	památečný–A	památeční–A						
\	výložný–A	výložní–A						
\	čivný–A	čivní–A						
\	závětný–A	závětní–A						
\	bezprizorný–A	bezprizorní–A						
\	úmluvný–A	úmluvní–A						
\	záslibný–A	záslibní–A						
\	příčný–A	příční–A						
\	výtažný–A	výtažní–A						
\	morný–A	morní–A						
\	zárovný–A	zárovní–A						
\	vážný–A	vážní–A						
\	obilný–A	obilní–A						
\	vzdušný–A	vzdušní–A						
\	niterný–A	niterní–A						
\	stavebný–A	stavební–A						
\	podnebný–A	podnební–A						
\	záštný–A	záštní–A						
\	skladebný–A	skladební–A						
\	zavýučný–A	zavýuční–A						
\	reálný–A	reální–A						
\	zmatečný–A	zmateční–A						
\	lezný–A	lezní–A						
\	vrátný–N	vrátní–A						
\	větevný–A	větevní–A						
\	nadreálný–A	nadreální–A						
\	fabričný–A	fabriční–A						
\	oválný–A	ovální–A						
\	úbočný–A	úboční–A						
\	hnojný–A	hnojní–A						
\	zákonný–A	zákonní–A						
	úžlabí–N	úžlabní–A						
	obmýtí–N	obmýtní–A						
	zásvětí–N	zásvětní–A						
	zánártí–N	zánártní–A						
	poprsí–N	poprsní–A						
	záprstí–N	záprstní–A						
	zádveří–N	zádveřní–A						
	úpatí–N	úpatní–A						
	okvětí–N	okvětní–A						
	poříčí–N	poříční–A						
	zákulisí–N	zákulisní–A						
	zápolí–N	zápolní–A						
	zázemí–N	zázemní–A						
	zákoutí–N	zákoutní–A						
\	šestinedělí–NC	šestinedělní–AC						
	potrubí–N	potrubní–A						
	osení–N	osenní–A						
	záhrobí–N	záhrobní–A						
	popluží–N	poplužní–A						
\	vdoví–A	vdovní–A						
\	šikmolící–A	šikmolícní–A						
	záhlaví–N	záhlavní–A						
	pondělí–N	pondělní–A						
	štěpnice–N	štěpnička–N						
	večernice–N	večernička–N						
	smolnice–N	smolnička–N						
	klenotnice–N	klenotnička–N						
	zaječice–N	zaječička–N						
	bahnice–N	bahnička–N						
	vaznice–N	vaznička–N						
	přednice–N	přednička–N						
	větrnice–N	větrnička–N						
	děvčice–N	děvčička–N						
	plodnice–N	plodnička–N						
	zřítelnice–N	zřítelnička–N						
	kulovnice–N	kulovnička–N						
	raznice–N	raznička–N						
	řízkovnice–N	řízkovnička–N						
\	družice–N	družička–N						
	kostelnice–N	kostelnička–N						
	řemenice–N	řemenička–N						
	záušnice–N	záušnička–N						
	vábnice–N	vábnička–N						
	voskovice–N	voskovička–N						
\	bohorodice–N	bohorodička–NC						
	bukvice–N	bukvička–N						
	jehnice–N	jehnička–N						
	chmelnice–N	chmelnička–N						
	peckovice–N	peckovička–N						
\	spodnice–N	spodnička–N						
	čočovice–N	čočovička–N						
	žranice–N	žranička–N						
	číslice–N	číslička–N						
	pásnice–N	pásnička–N						
	štempl–N	štemplík–N						
	závoj–N	závojík–N						
	děd–N	dědík–N						
	cvikl–N	cviklík–N						
	štucl–N	štuclík–N						
	chrt–N	chrtík–N						
	účel–N	účelík–N						
	Jánoš–N	Jánošík–N						
	páv–N	pávík–N						
	čmel–N	čmelík–N						
	hraboš–N	hrabošík–N						
	chromajzl–N	chromajzlík–N						
	štepsl–N	štepslík–N						
	vous–N	vousík–N						
	vuřt–N	vuřtík–N						
	lacl–N	laclík–N						
	flirt–N	flirtík–N						
	sokl–N	soklík–N						
	šteft–N	šteftík–N						
	šakal–N	šakalík–N						
	veksl–N	vekslík–N						
	úhoř–N	úhořík–N						
	kvelb–N	kvelbík–N						
	čtvrtlán–N	čtvrtláník–N						
	lokaj–N	lokajík–N						
	kolchoz–N	kolchozní–A						
	obskurant–N	obskurantní–A						
	presbyter–N	presbyterní–A						
	živnost–N	živnostní–A						
\	konsens–N	konsensní–A						
\	kup–N	kupní–A						
	rozvoz–N	rozvozní–A						
	žurnál–N	žurnální–A						
\	obouruč–D	obouruční–A						
\	zhost–N	zhostní–A						
\	aerob–N	aerobní–A						
	zákaz–N	zákazní–A						
	perón–N	perónní–A						
	porub–N	porubní–A						
	pivovar–NC	pivovarní–A						
	akord–N	akordní–A						
	urbariát–N	urbariátní–A						
	terciér–N	terciérní–A						
	zákup–N	zákupní–A						
	kout–V	koutní–A						
\	anaerob–N	anaerobní–A						
	koncil–N	koncilní–A						
	prapor–N	praporní–A						
	posesor–N	posesorní–A						
	čaj–N	čajní–A						
	pramen–N	pramenní–A						
\	rustikál–N	rustikální–A						
	plec–N	plecní–A						
	videat–N	videatní–A						
	črta–N	črtička–N						
	palma–N	palmička–N						
	pravda–N	pravdička–N						
	Magda–N	Magdička–N						
	šála–N	šálička–N						
\	Pepa–N	Pepička–N						
\	rolna–N	rolnička–N						
	vlna–N	vlnička–N						
	Ema–N	Emička–N						
	Vendula–N	Vendulička–N						
	oprava–N	opravička–N						
	Hilda–N	Hildička–N						
	banda–N	bandička–N						
	řezba–N	řezbička–N						
	kukla–N	kuklička–N						
	bašta–N	baštička–N						
	vojna–N	vojnička–N						
	balada–N	baladička–N						
	křivda–N	křivdička–N						
	horna–N	hornička–N						
	krůta–N	krůtička–N						
	vila–N	vilička–N						
	záložna–N	záložnička–N						
	Anča–N	Ančička–N						
	záda–N	zádička–N						
	kušna–N	kušnička–N						
	zátěrka–N	zátěrečka–N						
	dívka–N	dívečka–N						
	zásuvka–N	zásuvečka–N						
	várka–N	várečka–N						
	záklopka–N	záklopečka–N						
	láska–N	lásečka–N						
	vyhlídka–N	vyhlídečka–N						
	zátka–N	zátečka–N						
	loutka–N	loutečka–N						
	zlatka–N	zlatečka–N						
	lebka–N	lebečka–N						
	štipka–N	štipečka–N						
	trnka–N	trnečka–N						
	známka–N	známečka–N						
	látka–N	látečka–N						
	kmotřenka–N	kmotřenečka–N						
	obálka–N	obálečka–N						
	volavka–N	volavečka–N						
	pohádka–N	pohádečka–N						
	vzpomínka–N	vzpomínečka–N						
	žárovka–N	žárovečka–N						
\	podrážka–N	podrážečka–N						
	čičorka–N	čičorečka–N						
	vložka–N	vložečka–N						
	růženec–N	růženeček–N						
	šedivec–N	šediveček–N						
	zajatec–N	zajateček–N						
	pulec–N	puleček–N						
	vyslanec–N	vyslaneček–N						
	kojenec–N	kojeneček–N						
	špinavec–N	špinaveček–N						
	vlastenec–N	vlasteneček–N						
	kmotřenec–N	kmotřeneček–N						
	zaměstnanec–N	zaměstnaneček–N						
	korec–N	koreček–N						
	cizinec–N	cizineček–N						
	kotrmelec–N	kotrmeleček–N						
	nalezenec–N	nalezeneček–N						
	kostlivec–N	kostliveček–N						
	ustrašenec–N	ustrašeneček–N						
	zbabělec–N	zbaběleček–N						
	poslanec–N	poslaneček–N						
	sobec–N	sobeček–N						
	zplozenec–N	zplozeneček–N						
	kopanec–N	kopaneček–N						
	žabec–N	žabeček–N						
	štipec–N	štipeček–N						
	zadumanec–N	zadumaneček–N						
	mazanec–N	mazaneček–N						
	hvězda–N	hvězdka–N						
	slíva–N	slívka–N						
	črta–N	črtka–N						
	opera–N	operka–N						
	Liduna–N	Lidunka–N						
	roba–N	robka–N						
	karikatura–N	karikaturka–N						
	Lota–N	Lotka–N						
	karta–N	kartka–N						
	balzamína–N	balzamínka–N						
	spálenina–N	spáleninka–N						
	sraženina–N	sraženinka–N						
	Karolína–N	Karolínka–N						
	kupa–N	kupka–N						
	Jenůfa–N	Jenůfka–N						
	oblina–N	oblinka–N						
	reklama–N	reklamka–N						
	bouda–N	boudka–N						
	četina–N	četinka–N						
	Dorota–N	Dorotka–N						
	hora–N	horka–N						
	bagatela–N	bagatelka–N						
	vlastnost–N	vlastnůstka–NC						
	pochybnost–N	pochybnůstka–N						
	vědomost–N	vědomůstka–N						
	podivnost–N	podivnůstka–N						
	známost–N	známůstka–N						
	umělost–N	umělůstka–N						
	osobnost–N	osobnůstka–N						
	jemnost–N	jemnůstka–N						
	událost–N	událůstka–N						
	zvyklost–N	zvyklůstka–N						
	zpozdilost–N	zpozdilůstka–N						
	žárlivost–N	žárlivůstka–N						
	záležitost–N	záležitůstka–N						
	výstřednost–N	výstřednůstka–N						
	řevnivost–N	řevnivůstka–N						
	zdvořilost–N	zdvořilůstka–N						
	drobnost–N	drobnůstka–N						
	veselost–N	veselůstka–N						
	usedlost–N	usedlůstka–N						
	pošetilost–N	pošetilůstka–N						
	pitomost–N	pitomůstka–N						
	zvláštnost–N	zvláštnůstka–N						
	roztomilost–N	roztomilůstka–N						
	hloupost–N	hloupůstka–N						
	špatnost–N	špatnůstka–N						
	vášnivost–N	vášnivůstka–N						
	koncese–N	koncesní–A						
	konfese–N	konfesní–A						
	dekomprese–N	dekompresní–A						
	píce–N	pícní–A						
	lože–N	ložní–A						
	palmáre–N	palmární–A						
	role–N	rolní–A						
	perkuse–N	perkusní–A						
	dveře–N	dveřní–A						
	inflexe–N	inflexní–A						
	recese–N	recesní–A						
	řehole–N	řeholní–A						
	neděle–N	nedělní–A						
	anexe–N	anexní–A						
	diskuse–N	diskusní–A						
	bouře–N	bouřní–A						
	deprese–N	depresní–A						
	admise–N	admisní–A						
	precese–N	precesní–A						
	štědrý–A	štědře–D						
	šedomodrý–A	šedomodře–D						
	žlutomodrý–A	žlutomodře–D						
	ponurý–A	ponuře–D						
	ostrý–A	ostře–D						
	přechytrý–A	přechytře–D						
	přepestrý–A	přepestře–D						
	chytrý–A	chytře–D						
	bodrý–A	bodře–D						
	mokrý–A	mokře–D						
	sporý–A	spoře–D						
	zlatomodrý–A	zlatomodře–D						
	červenomodrý–AC	červenomodře–DC						
	starý–A	staře–D						
	bujarý–A	bujaře–D						
	přemoudrý–A	přemoudře–D						
	zelenomodrý–AC	zelenomodře–DC						
	chorý–A	choře–D						
	kyprý–A	kypře–D						
\	předobrý–A	předobře–D						
\	pragmatista–N	pragmatistický–A						
\	prakticista–N	prakticistický–A						
\	konstruktivista–N	konstruktivistický–A						
\	presystola–N	presystolický–A						
\	iracionalista–N	iracionalistický–A						
\	avantgardista–N	avantgardistický–A						
\	orgiasta–N	orgiastický–A						
\	pogromista–N	pogromistický–A						
\	karlista–N	karlistický–A						
\	karikaturista–N	karikaturistický–A						
\	subjektivista–N	subjektivistický–A						
\	analista–N	analistický–A						
\	suprematista–N	suprematistický–A						
\	maximalista–N	maximalistický–A						
\	evolucionista–N	evolucionistický–A						
\	existencialista–N	existencialistický–A						
\	chiliasta–N	chiliastický–A						
\	syndikalista–N	syndikalistický–A						
\	objektivista–N	objektivistický–A						
\	filumenista–N	filumenistický–A						
\	kolonialista–N	kolonialistický–A						
\	voluntarista–N	voluntaristický–A						
\	stín–N	stíneček–N						
\	stát–N	státeček–N						
\	škvor–N	škvoreček–N						
\	podíl–N	podíleček–N						
\	výhled–N	výhledeček–N						
\	cit–N	citeček–N						
\	máj–N	máječek–N						
\	ústav–N	ústaveček–N						
\	houf–N	houfeček–N						
\	štof–N	štofeček–N						
\	rum–N	rumeček–N						
\	zápal–N	zápaleček–N						
\	záměr–N	záměreček–N						
\	závěr–N	závěreček–N						
\	flám–N	flámeček–N						
\	ráj–N	ráječek–N						
\	tón–N	tóneček–N						
\	chlum–N	chlumeček–N						
\	příklad–N	příkladeček–N						
	kříž–N	křížek–N						
	pohrabáč–N	pohrabáček–N						
	stříž–N	střížek–N						
	pagáč–N	pagáček–N						
\	špán–N	špánek–N						
	křemenáč–N	křemenáček–N						
	poříz–N	pořízek–N						
	huňáč–N	huňáček–N						
	břicháč–N	břicháček–N						
	zástup–N	zástupek–N						
	karabáč–N	karabáček–N						
	bolestín–N	bolestínek–N						
	šál–N	šálek–N						
	kopáč–N	kopáček–N						
	trus–N	trusek–N						
	kořenáč–N	kořenáček–N						
\	příměs–N	příměsek–N						
	bor–N	borek–N						
	kafáč–N	kafáček–N						
	oddíl–N	oddílek–N						
	responsorium–N	responsoriální–A						
	patrimonium–N	patrimoniální–A						
	septum–N	septální–A						
	trivium–N	triviální–A						
	mediastinum–N	mediastinální–A						
	rektum–N	rektální–A						
\	kolegium–N	kolegiální–A						
	aluvium–N	aluviální–A						
	prepucium–N	prepuciální–A						
	neutrum–N	neutrální–A						
	eluvium–N	eluviální–A						
	diluvium–N	diluviální–A						
	verbum–N	verbální–A						
	skrotum–N	skrotální–A						
	sympodium–N	sympodiální–A						
	dedukce–N	deduktivní–A						
	sugesce–N	sugestivní–A						
	imitace–N	imitativní–A						
	ilustrace–N	ilustrativní–A						
	konsekuce–N	konsekutivní–A						
	indukce–N	induktivní–A						
	purgace–N	purgativní–A						
	evoluce–N	evolutivní–A						
	evokace–N	evokativní–A						
	deklarace–N	deklarativní–A						
	imaginace–N	imaginativní–A						
	elekce–N	elektivní–A						
	konfederace–N	konfederativní–A						
	demonstrace–N	demonstrativní–A						
	rekognoskace–N	rekognoskativní–A						
	preparace–N	preparativní–A						
	Paříž–N	Pařížan–N						
	Vídeň–N	Vídeňan–N						
	Sibiř–N	Sibiřan–N						
	Texas–N	Texasan–N						
	Žižkov–N	Žižkovan–N						
	Halič–N	Haličan–N						
	Tunis–N	Tunisan–N						
	Habeš–N	Habešan–N						
	Řím–N	Říman–N						
	Kavkaz–N	Kavkazan–N						
	Vyškov–N	Vyškovan–N						
	Janov–N	Janovan–N						
	Smíchov–N	Smíchovan–N						
	Plzeň–N	Plzeňan–N						
	Pšov–N	Pšovan–N						
	volavče–N	volavčátko–N						
	nedochůdče–N	nedochůdčátko–N						
	vlaštovče–N	vlaštovčátko–N						
	zelenče–N	zelenčátko–N						
	vrabče–N	vrabčátko–N						
	jezevče–N	jezevčátko–N						
	dobytče–N	dobytčátko–N						
	štruple–N	štruplátko–N						
	ďouče–N	ďoučátko–N						
	čunče–N	čunčátko–N						
	myše–N	myšátko–N						
	štíhle–D	štíhlátko–N						
	lišče–N	liščátko–N						
	pískle–N	písklátko–N						
	zemče–N	zemčátko–N						
