\	vozovka–N	vozovna–N						
\	pracka–N	pracna–N						
\	šmakat–V	šmáknout–V						
\	semeno–N	símě–N						
\	břemeno–N	břímě–N						
\	zajisté–D	zajisto–D						
\	začasté–D	začasto–D						
\	Záporožec–N	Záporoží–N						
\	bohoslovec–N	bohosloví–NC						
\	Juno–N	Junona–N						
	půdorys–N	půdorysna–N						
	patronymikon–N	patronymický–A						
	proklitikon–N	proklitický–A						
\	Apollo–N	Apollón–N						
\	Pluto–N	Plutón–N						
	vůně–N	vůnička–N						
	škorně–N	škornička–N						
	Stuartovec–N	Stuartovna–N						
	Přemyslovec–N	Přemyslovna–N						
	vlasostřih–N	vlasostřižna–NC						
	koželuh–N	koželužna–N						
	nekalý–None	nekale–D						
	malý–A	male–D						
	krásný–A	krásňoučký–A						
	volný–A	volňoučký–A						
	rozum–N	rozoumek–N						
	chlum–N	chloumek–N						
	čičorka–N	čičorenka–N						
\	viklefista–N	viklefovec–N						
\	darwinista–N	darwinovec–N						
\	zpředu–D	zepředu–D						
\	vpředu–D	vepředu–D						
\	plucha–N	pluška–N						
\	bor–N	bór–N						
\	lavor–N	lavór–N						
	prach–N	prašný–A						
	krychle–N	krychelný–A						
	vochle–N	vochelný–A						
\	reeskont–N	reeskompt–N						
\	eskont–N	eskompt–N						
	Sparta–N	Sparťan–N						
	Kréta–N	Kréťan–N						
\	čmáranice–N	čmáranina–N						
\	motanice–N	motanina–N						
	mžít–V	mživý–A						
\	solitérní–A	solitární–A						
\	regulérní–A	regulární–A						
	program–N	prográmek–N						
\	hrádek–N	hrádecký–A						
	košerák–N	košerácký–A						
\	vestibul–N	vestibulum–N						
\	fakt–N	faktum–N						
\	vpozdáli–D	vpovzdáli–D						
\	zpozdáli–D	zpovzdáli–D						
\	přízemí–N	přízemek–N						
\	zástřeší–N	zástřešek–N						
\	oceloryt–N	ocelorytectví–NC						
\	stávkokaz–N	stávkokazectví–NC						
\	komposice–N	kompozice–N						
\	disposice–N	dispozice–N						
	ústavodárce–NC	ústavodárný–A						
\	šepmistr–N	šeptmistr–N						
\	vachmistr–N	vachtmistr–N						
	Peru–N	Peruánec–N						
\	Velkobrit–N	Velkobritánec–N						
\	záhumek–N	záhumeň–N						
\	záhrobek–N	záhrobeň–N						
	rynk–N	rynek–N						
	herynk–N	herynek–N						
	vtipkálek–N	vtipkálský–A						
	tichošlápek–NC	tichošlápský–A						
	flexe–N	flekční–A						
	profylaxe–N	profylakční–A						
\	zálesí–N	záleský–A						
	podlesí–N	podleský–A						
	zpěvohra–N	zpěvohříčka–NC						
	veselohra–NC	veselohříčka–NC						
	urosepse–N	uroseptický–A						
\	asepse–N	aseptický–A						
	štos–N	štůsek–N						
	Fénicie–N	Féničan–N						
\	okoukat–V	okukovat–V						
\	obkoukat–V	obkukovat–V						
	Polák–N	Polka–N						
\	šesták–N	šestka–N						
	naposled–D	naposledy–D						
\	bohudík–D	bohudíky–D						
\	přídatek–N	přídavek–N						
\	zůstatek–N	zůstavek–N						
	společenstvo–N	společenstevní–A						
	družstvo–N	družstevní–A						
