*	míněný	měnění	A-ý --> N-í	CHANGE: í -> ě	
*	měněný	měnění	A-ý --> N-í		
					
*	mířený	měření	A-ý --> N-í	CHANGE: í -> ě	
*	měřený	měření	A-ý --> N-í		
					
*	nakoupený	nakupení	A-ý --> N-í	CHANGE: ou -> u	
*	nakupený	nakupení	A-ý --> N-í		
					
*	namířený	naměření	A-ý --> N-í	CHANGE: í -> ě	
*	naměřený	naměření	A-ý --> N-í		
					
*	potopený	potupení	A-ý --> N-í	CHANGE: o -> u	
*	potupený	potupení	A-ý --> N-í		
					
*	předložený	předlužení	A-ý --> N-í	CHANGE: o -> u	
*	předlužený	předlužení	A-ý --> N-í		
					
*	snížený	sněžení	A-ý --> N-í	CHANGE: í -> ě	
*	sněžený	sněžení	A-ý --> N-í		
					
*	topený	tupení	A-ý --> N-í	CHANGE: o -> u	
*	tupený	tupení	A-ý --> N-í		
					
*	tísněný	těsnění	A-ý --> N-í	CHANGE: í -> ě	
*	těsněný	těsnění	A-ý --> N-í		
					
*	vybílený	vybělení	A-ý --> N-í	CHANGE: í -> ě	
*	vybělený	vybělení	A-ý --> N-í		
					
*	vyholený	vyhulení	A-ý --> N-í	CHANGE: o -> u	
*	vyhulený	vyhulení	A-ý --> N-í		
					
*	vykolený	vykulení	A-ý --> N-í	CHANGE: o -> u	
*	vykulený	vykulení	A-ý --> N-í		
					
*	vytížený	vytěžení	A-ý --> N-í	CHANGE: í -> ě	
*	vytěžený	vytěžení	A-ý --> N-í		
					
*	vířený	věření	A-ý --> N-í	CHANGE: í -> ě	
*	věřený	věření	A-ý --> N-í		
					
*	zamířený	zaměření	A-ý --> N-í	CHANGE: í -> ě	
*	zaměřený	zaměření	A-ý --> N-í		
					
*	zmíněný	změnění	A-ý --> N-í	CHANGE: í -> ě	
*	změněný	změnění	A-ý --> N-í		
					
*	Hodek	Hudeček	N-ek --> N-eček	CHANGE: o -> u	
*	Hodek	Hudeček	N-k --> N-ček	CHANGE: o -> u	
*	Houdek	Hudeček	N-ek --> N-eček	CHANGE: ou -> u	
*	Houdek	Hudeček	N-k --> N-ček	CHANGE: ou -> u	
	Hudec	Hudeček	N-c --> N-ček		
	Hudec	Hudeček	N-ec --> N-eček		
					
*	Koubek	Kubeček	N-ek --> N-eček	CHANGE: ou -> u	
*	Koubek	Kubeček	N-k --> N-ček	CHANGE: ou -> u	
	Kubec	Kubeček	N-c --> N-ček		
	Kubec	Kubeček	N-ec --> N-eček		
	Kubek	Kubeček	N-ek --> N-eček		LINK ALREADY PRESENT
	Kubek	Kubeček	N-k --> N-ček		LINK ALREADY PRESENT
					
*	vínek	věneček	N-ek --> N-eček	CHANGE: í -> ě	
*	vínek	věneček	N-k --> N-ček	CHANGE: í -> ě	
	věnec	věneček	N-c --> N-ček		
	věnec	věneček	N-ec --> N-eček		
					
*	štítek	štěteček	N-ek --> N-eček	CHANGE: í -> ě	
*	štítek	štěteček	N-k --> N-ček	CHANGE: í -> ě	
	štětec	štěteček	N-c --> N-ček		
	štětec	štěteček	N-ec --> N-eček		
					
*	Hola	Hulák	N-a --> N-ák	CHANGE: o -> u	
*	Hula	Hulák	N-a --> N-ák		
*	Hulka	Hulák	N-ka --> N-ák		
					
*	Housa	Husák	N-a --> N-ák	CHANGE: ou -> u	
*	Houska	Husák	N-ka --> N-ák	CHANGE: ou -> u	
*	Huska	Husák	N-ka --> N-ák		
					
*	Rosa	Rusák	N-a --> N-ák	CHANGE: o -> u	
*	Ruska	Rusák	N-ka --> N-ák		
					
*	konzola	konzulka	N-a --> N-ka	CHANGE: o -> u	
*	konzulský	konzulka	A-ský --> N-ka		
					
*	soma	sumka	N-a --> N-ka	CHANGE: o -> u	
	suma	sumka	N-a --> N-ka		
*	sumský	sumka	A-ský --> N-ka		
					
*	soma	sumátor	N-a --> N-átor	CHANGE: o -> u	
*	suma	sumátor	N-a --> N-átor		
	sumace	sumátor	N-ace --> N-átor		
					
*	dotírat	dotěra	V-at --> N-a	CHANGE: í -> ě	
	dotěrný	dotěra	A-ný --> N-a		
					
*	hvízdat	hvězda	V-at --> N-a	CHANGE: í -> ě	
*	hvězdný	hvězda	A-ný --> N-a		
					
*	korat	kura	V-at --> N-a	CHANGE: o -> u	
*	korný	kura	A-ný --> N-a	CHANGE: o -> u	
					
	opírat	opěra	V-at --> N-a	CHANGE: í -> ě	
*	opěrný	opěra	A-ný --> N-a		
					
	podpírat	podpěra	V-at --> N-a	CHANGE: í -> ě	
*	podpěrný	podpěra	A-ný --> N-a		
					
	vzpírat	vzpěra	V-at --> N-a	CHANGE: í -> ě	
*	vzpěrný	vzpěra	A-ný --> N-a		
					
*	vítat	věta	V-at --> N-a	CHANGE: í -> ě	
*	větný	věta	A-ný --> N-a		
					
	zužít	zúžení	V-ít --> N-ení	CHANGE: u -> ú	
*	zúžený	zúžení	A-ý --> N-í		
					
*	bourák	buráček	N-k --> N-ček	CHANGE: ou -> u	
	burák	buráček	N-k --> N-ček		LINK ALREADY PRESENT
					
*	chroupat	chrupavka	V-at --> N-avka	CHANGE: ou -> u	
	chroupavý	chrupavka	A-avý --> N-avka	CHANGE: ou -> u	
	chroupavý	chrupavka	A-ý --> N-ka	CHANGE: ou -> u	
*	chrupat	chrupavka	V-at --> N-avka		
*	chrupavý	chrupavka	A-avý --> N-avka		
*	chrupavý	chrupavka	A-ý --> N-ka		
					
*	zkoumat	zkumavka	V-at --> N-avka	CHANGE: ou -> u	
	zkoumavý	zkumavka	A-avý --> N-avka	CHANGE: ou -> u	
	zkoumavý	zkumavka	A-ý --> N-ka	CHANGE: ou -> u	
					
*	zvídat	zvědavka	V-at --> N-avka	CHANGE: í -> ě	
*	zvídavý	zvědavka	A-avý --> N-avka	CHANGE: í -> ě	
*	zvídavý	zvědavka	A-ý --> N-ka	CHANGE: í -> ě	
*	zvědavý	zvědavka	A-avý --> N-avka		
*	zvědavý	zvědavka	A-ý --> N-ka		
					
	houba	hubka	N-a --> N-ka	CHANGE: ou -> u	
	huba	hubka	N-a --> N-ka		
*	hubit	hubka	V-it --> N-ka		
					
*	kropit	krupka	V-it --> N-ka	CHANGE: o -> u	
*	kroupa	krupka	N-a --> N-ka	CHANGE: ou -> u	
					
*	obloudit	obludka	V-it --> N-ka	CHANGE: ou -> u	
	obluda	obludka	N-a --> N-ka		LINK ALREADY PRESENT
					
*	proposta	propustka	N-a --> N-ka	CHANGE: o -> u	
	propustit	propustka	V-it --> N-ka		
					
*	Buka	bukovský	N-a --> A-ovský		
*	boka	bukovský	N-a --> A-ovský	CHANGE: o -> u	
					
*	Bíla	bělovský	N-a --> A-ovský	CHANGE: í -> ě	
*	Běla	bělovský	N-a --> A-ovský		
					
*	Mikola	mikulovský	N-a --> A-ovský	CHANGE: o -> u	
*	Mikula	mikulovský	N-a --> A-ovský		
					
*	napouštěný	napuštění	A-ý --> N-í	CHANGE: ou -> u	
*	napouštět	napuštění	V-ět --> N-ění	CHANGE: ou -> u	
	napustit	napuštění	V-stit --> N-štění		
	napustit	napuštění	V-stit --> N-štění		LINK ALREADY PRESENT
*	napuštěný	napuštění	A-ý --> N-í		
					
*	odpouštět	odpuštění	V-ět --> N-ění	CHANGE: ou -> u	
	odpustit	odpuštění	V-stit --> N-štění		
	odpustit	odpuštění	V-stit --> N-štění		LINK ALREADY PRESENT
*	odpuštěný	odpuštění	A-ý --> N-í		
					
*	opouštěný	opuštění	A-ý --> N-í	CHANGE: ou -> u	
*	opouštět	opuštění	V-ět --> N-ění	CHANGE: ou -> u	
	opustit	opuštění	V-stit --> N-štění		
	opustit	opuštění	V-stit --> N-štění		LINK ALREADY PRESENT
*	opuštěný	opuštění	A-ý --> N-í		
					
*	popouštěný	popuštění	A-ý --> N-í	CHANGE: ou -> u	
*	popouštět	popuštění	V-ět --> N-ění	CHANGE: ou -> u	
	popustit	popuštění	V-stit --> N-štění		
	popustit	popuštění	V-stit --> N-štění		LINK ALREADY PRESENT
*	popuštěný	popuštění	A-ý --> N-í		
					
*	postit	puštění	V-stit --> N-štění	CHANGE: o -> u	
*	pouštět	puštění	V-ět --> N-ění	CHANGE: ou -> u	
	pustit	puštění	V-stit --> N-štění		
	pustit	puštění	V-stit --> N-štění		LINK ALREADY PRESENT
*	puštěný	puštění	A-ý --> N-í		
					
*	propouštěný	propuštění	A-ý --> N-í	CHANGE: ou -> u	
*	propouštět	propuštění	V-ět --> N-ění	CHANGE: ou -> u	
	propustit	propuštění	V-stit --> N-štění		
	propustit	propuštění	V-stit --> N-štění		LINK ALREADY PRESENT
*	propuštěný	propuštění	A-ý --> N-í		
					
*	přepouštěný	přepuštění	A-ý --> N-í	CHANGE: ou -> u	
*	přepouštět	přepuštění	V-ět --> N-ění	CHANGE: ou -> u	
	přepustit	přepuštění	V-stit --> N-štění		
	přepustit	přepuštění	V-stit --> N-štění		LINK ALREADY PRESENT
*	přepuštěný	přepuštění	A-ý --> N-í		
					
*	připouštěný	připuštění	A-ý --> N-í	CHANGE: ou -> u	
*	připouštět	připuštění	V-ět --> N-ění	CHANGE: ou -> u	
	připustit	připuštění	V-stit --> N-štění		
	připustit	připuštění	V-stit --> N-štění		LINK ALREADY PRESENT
*	připuštěný	připuštění	A-ý --> N-í		
					
*	rozpouštěný	rozpuštění	A-ý --> N-í	CHANGE: ou -> u	
*	rozpouštět	rozpuštění	V-ět --> N-ění	CHANGE: ou -> u	
	rozpustit	rozpuštění	V-stit --> N-štění		
	rozpustit	rozpuštění	V-stit --> N-štění		LINK ALREADY PRESENT
*	rozpuštěný	rozpuštění	A-ý --> N-í		
					
*	spouštěný	spuštění	A-ý --> N-í	CHANGE: ou -> u	
*	spouštět	spuštění	V-ět --> N-ění	CHANGE: ou -> u	
	spustit	spuštění	V-stit --> N-štění		
	spustit	spuštění	V-stit --> N-štění		LINK ALREADY PRESENT
*	spuštěný	spuštění	A-ý --> N-í		
					
*	upouštěný	upuštění	A-ý --> N-í	CHANGE: ou -> u	
*	upouštět	upuštění	V-ět --> N-ění	CHANGE: ou -> u	
	upustit	upuštění	V-stit --> N-štění		
	upustit	upuštění	V-stit --> N-štění		LINK ALREADY PRESENT
*	upuštěný	upuštění	A-ý --> N-í		
					
*	vpouštěný	vpuštění	A-ý --> N-í	CHANGE: ou -> u	
*	vpouštět	vpuštění	V-ět --> N-ění	CHANGE: ou -> u	
	vpustit	vpuštění	V-stit --> N-štění		
	vpustit	vpuštění	V-stit --> N-štění		LINK ALREADY PRESENT
*	vpuštěný	vpuštění	A-ý --> N-í		
					
*	vypouštěný	vypuštění	A-ý --> N-í	CHANGE: ou -> u	
*	vypouštět	vypuštění	V-ět --> N-ění	CHANGE: ou -> u	
	vypustit	vypuštění	V-stit --> N-štění		
	vypustit	vypuštění	V-stit --> N-štění		LINK ALREADY PRESENT
*	vypuštěný	vypuštění	A-ý --> N-í		
					
*	zapouštěný	zapuštění	A-ý --> N-í	CHANGE: ou -> u	
*	zapouštět	zapuštění	V-ět --> N-ění	CHANGE: ou -> u	
	zapustit	zapuštění	V-stit --> N-štění		
	zapustit	zapuštění	V-stit --> N-štění		LINK ALREADY PRESENT
*	zapuštěný	zapuštění	A-ý --> N-í		
					
*	bola	bulík	N-a --> N-ík	CHANGE: o -> u	
*	boulit	bulík	V-it --> N-ík	CHANGE: ou -> u	
*	bula	bulík	N-a --> N-ík		
*	bulit	bulík	V-it --> N-ík		
					
*	bouda	budík	N-a --> N-ík	CHANGE: ou -> u	
	budit	budík	V-it --> N-ík		
					
*	cola	culík	N-a --> N-ík	CHANGE: o -> u	
*	culit	culík	V-it --> N-ík		
					
*	kola	kulík	N-a --> N-ík	CHANGE: o -> u	
*	kulit	kulík	V-it --> N-ík		
					
*	toužit	tužka	V-it --> N-ka	CHANGE: ou -> u	
*	tožský	tužka	A-ský --> N-ka	CHANGE: o -> u	
*	tužit	tužka	V-it --> N-ka		
					
*	tížný	těžnice	A-ný --> N-nice	CHANGE: í -> ě	
*	tížný	těžnice	A-ý --> N-ice	CHANGE: í -> ě	
*	těžní	těžnice	A-ní --> N-nice		
*	těžný	těžnice	A-ný --> N-nice		
*	těžný	těžnice	A-ý --> N-ice		
					
*	domlouvat	domluva	V-at --> N-a	CHANGE: ou -> u	
	domluvit	domluva	V-it --> N-a		
					
*	kopat	kupa	V-at --> N-a	CHANGE: o -> u	
*	koupat	kupa	V-at --> N-a	CHANGE: ou -> u	
*	koupit	kupa	V-it --> N-a	CHANGE: ou -> u	
	kupit	kupa	V-it --> N-a		
					
*	loupat	lupa	V-at --> N-a	CHANGE: ou -> u	
*	loupit	lupa	V-it --> N-a	CHANGE: ou -> u	
*	lupat	lupa	V-at --> N-a		
					
	odmlouvat	odmluva	V-at --> N-a	CHANGE: ou -> u	
*	odmluvit	odmluva	V-it --> N-a		
					
*	pomlouvat	pomluva	V-at --> N-a	CHANGE: ou -> u	
	pomluvit	pomluva	V-it --> N-a		
					
*	potit	puta	V-it --> N-a	CHANGE: o -> u	
*	poutat	puta	V-at --> N-a	CHANGE: ou -> u	
					
*	promlouvat	promluva	V-at --> N-a	CHANGE: ou -> u	
	promluvit	promluva	V-it --> N-a		
					
	rozmlouvat	rozmluva	V-at --> N-a	CHANGE: ou -> u	
*	rozmluvit	rozmluva	V-it --> N-a		
					
*	stínat	stěna	V-at --> N-a	CHANGE: í -> ě	
*	stínit	stěna	V-it --> N-a	CHANGE: í -> ě	
					
*	tísnit	těsna	V-it --> N-a	CHANGE: í -> ě	
*	těsnat	těsna	V-at --> N-a		
*	těsnit	těsna	V-it --> N-a		
					
*	mířit	měřice	V-it --> N-ice	CHANGE: í -> ě	
*	měřit	měřice	V-it --> N-ice		
*	měřík	měřice	N-ík --> N-ice		
					
*	bloudit	bludička	V-t --> N-čka	CHANGE: ou -> u	
	bludice	bludička	N-ce --> N-čka		
					
*	dílný	dělnice	A-ný --> N-nice	CHANGE: í -> ě	
*	dílný	dělnice	A-ý --> N-ice	CHANGE: í -> ě	
*	dílový	dělnice	A-ový --> N-nice	CHANGE: í -> ě	
	dělník	dělnice	N-ík --> N-ice		LINK ALREADY PRESENT
*	dělný	dělnice	A-ný --> N-nice		
*	dělný	dělnice	A-ý --> N-ice		
*	dělový	dělnice	A-ový --> N-nice		
					
*	smírný	směrnice	A-ný --> N-nice	CHANGE: í -> ě	
*	smírný	směrnice	A-ý --> N-ice	CHANGE: í -> ě	
*	směrník	směrnice	N-ík --> N-ice		
	směrný	směrnice	A-ný --> N-nice		
	směrný	směrnice	A-ý --> N-ice		
*	směrový	směrnice	A-ový --> N-nice		
					
*	dloužit	dlužník	V-it --> N-ník	CHANGE: ou -> u	
	dlužit	dlužník	V-it --> N-ník		
*	dlužní	dlužník	A-í --> N-ík		
*	dlužný	dlužník	A-ý --> N-ík		
					
	přestoupit	přestupník	V-it --> N-ník	CHANGE: ou -> u	
*	přestupní	přestupník	A-í --> N-ík		
*	přestupný	přestupník	A-ý --> N-ík		
					
*	moučný	mučenka	A-ný --> N-enka	CHANGE: ou -> u	
*	močení	mučenka	N-í --> N-ka	CHANGE: o -> u	
*	močený	mučenka	A-ý --> N-ka	CHANGE: o -> u	
*	mučení	mučenka	N-í --> N-ka		
	mučený	mučenka	A-ý --> N-ka		
					
*	snížení	sněženka	N-í --> N-ka	CHANGE: í -> ě	
*	snížený	sněženka	A-ý --> N-ka	CHANGE: í -> ě	
*	sněžení	sněženka	N-í --> N-ka		
*	sněžený	sněženka	A-ý --> N-ka		
	sněžný	sněženka	A-ný --> N-enka		
					
*	sošný	sušenka	A-ný --> N-enka	CHANGE: o -> u	
*	sušení	sušenka	N-í --> N-ka		
	sušený	sušenka	A-ý --> N-ka		
					
	svírat	svěrák	V-at --> N-ák	CHANGE: í -> ě	
*	svěrka	svěrák	N-ka --> N-ák		
					
*	svítek	světecký	N-k --> A-cký	CHANGE: í -> ě	
	světec	světecký	N-c --> A-cký		
					
	kouřit	kuřivo	V-it --> N-ivo	CHANGE: ou -> u	
*	kouřivý	kuřivo	A-ý --> N-o	CHANGE: ou -> u	
*	kořit	kuřivo	V-it --> N-ivo	CHANGE: o -> u	
					
	přestoupit	přestupek	V-it --> N-ek	CHANGE: ou -> u	
*	přestupovat	přestupek	V-ovat --> N-ek		
					
*	dívat	děvka	V-at --> N-ka	CHANGE: í -> ě	
	děva	děvka	N-a --> N-ka		LINK ALREADY PRESENT
					
	opírat	opěrka	V-at --> N-ka	CHANGE: í -> ě	
*	opěra	opěrka	N-a --> N-ka		LINK ALREADY PRESENT
					
	podpírat	podpěrka	V-at --> N-ka	CHANGE: í -> ě	
*	podpěra	podpěrka	N-a --> N-ka		LINK ALREADY PRESENT
					
*	štípat	štěpka	V-at --> N-ka	CHANGE: í -> ě	
*	štěpit	štěpka	V-it --> N-ka		
					
*	Boba	Bubík	N-a --> N-ík	CHANGE: o -> u	
*	Buba	Bubík	N-a --> N-ík		
					
*	Doda	Dudík	N-a --> N-ík	CHANGE: o -> u	
*	Douda	Dudík	N-a --> N-ík	CHANGE: ou -> u	
*	Duda	Dudík	N-a --> N-ík		
					
*	Hola	Hulík	N-a --> N-ík	CHANGE: o -> u	
*	Hula	Hulík	N-a --> N-ík		
					
*	Jora	Jurík	N-a --> N-ík	CHANGE: o -> u	
*	Jura	Jurík	N-a --> N-ík		
					
*	Kouba	Kubík	N-a --> N-ík	CHANGE: ou -> u	
	Kuba	Kubík	N-a --> N-ík		
					
*	Koula	Kulík	N-a --> N-ík	CHANGE: ou -> u	
*	Kula	Kulík	N-a --> N-ík		
					
*	Mikola	Mikulík	N-a --> N-ík	CHANGE: o -> u	
	Mikula	Mikulík	N-a --> N-ík		
					
*	Šoula	Šulík	N-a --> N-ík	CHANGE: ou -> u	
*	Šula	Šulík	N-a --> N-ík		
					
*	tourský	turismus	A-ský --> N-ismus	CHANGE: ou -> u	
*	turista	turismus	N-ista --> N-ismus		
					
*	rouška	rušička	N-ka --> N-ička	CHANGE: ou -> u	
	rušit	rušička	V-t --> N-čka		
					
*	souška	sušička	N-ka --> N-ička	CHANGE: ou -> u	
*	soška	sušička	N-ka --> N-ička	CHANGE: o -> u	
	sušit	sušička	V-t --> N-čka		
					
*	štítit	štětička	V-t --> N-čka	CHANGE: í -> ě	
*	štětit	štětička	V-t --> N-čka		
	štětka	štětička	N-ka --> N-ička		
					
*	kotit	kutění	V-tit --> N-tění	CHANGE: o -> u	
	kutit	kutění	V-tit --> N-tění		LINK ALREADY PRESENT
					
*	podlý	pudlice	A-ý --> N-ice	CHANGE: o -> u	
*	pudlík	pudlice	N-ík --> N-ice		LINK ALREADY PRESENT
					
*	pouťový	puťák	A-ový --> N-ák	CHANGE: ou -> u	
*	puťka	puťák	N-ka --> N-ák		
					
*	pokosit	pokušení	V-sit --> N-šení	CHANGE: o -> u	
*	pokoušený	pokušení	A-ý --> N-í	CHANGE: ou -> u	
*	pokoušet	pokušení	V-et --> N-ení	CHANGE: ou -> u	
	pokusit	pokušení	V-sit --> N-šení		
	pokusit	pokušení	V-sit --> N-šení		LINK ALREADY PRESENT
*	pokušený	pokušení	A-ý --> N-í		
					
*	kopec	kupecký	N-c --> A-cký	CHANGE: o -> u	
	kupec	kupecký	N-c --> A-cký		
					
*	kopa	kupička	N-a --> N-ička	CHANGE: o -> u	
*	kopka	kupička	N-ka --> N-ička	CHANGE: o -> u	
*	koupit	kupička	V-t --> N-čka	CHANGE: ou -> u	
*	kupa	kupička	N-a --> N-ička		
*	kupit	kupička	V-t --> N-čka		
	kupka	kupička	N-ka --> N-ička		
					
*	bílit	bělice	V-it --> N-ice	CHANGE: í -> ě	
	bílý	bělice	A-ý --> N-ice	CHANGE: í -> ě	
*	bělit	bělice	V-it --> N-ice		
					
	bouřit	buřič	V-it --> N-ič	CHANGE: ou -> u	
*	bořit	buřič	V-it --> N-ič	CHANGE: o -> u	
					
*	bílit	bělič	V-it --> N-ič	CHANGE: í -> ě	
	bělit	bělič	V-it --> N-ič		
					
*	holit	hulič	V-it --> N-ič	CHANGE: o -> u	
*	houlit	hulič	V-it --> N-ič	CHANGE: ou -> u	
	hulit	hulič	V-it --> N-ič		
					
*	mínit	měnič	V-it --> N-ič	CHANGE: í -> ě	
	měnit	měnič	V-it --> N-ič		
					
*	mířit	měřič	V-it --> N-ič	CHANGE: í -> ě	
	měřit	měřič	V-it --> N-ič		
					
*	proudit	prudič	V-it --> N-ič	CHANGE: ou -> u	
	prudit	prudič	V-it --> N-ič		
					
	bloudit	bludice	V-it --> N-ice	CHANGE: ou -> u	
*	bludný	bludice	A-ný --> N-ice		
					
*	smísit	směsice	V-it --> N-ice	CHANGE: í -> ě	
*	směsný	směsice	A-ný --> N-ice		
					
*	knížka	kněžčin	N-ka --> A-čin	CHANGE: í -> ě	
	kněžka	kněžčin	N-ka --> A-čin		LINK ALREADY PRESENT
					
*	složka	služčin	N-ka --> A-čin	CHANGE: o -> u	
	služka	služčin	N-ka --> A-čin		LINK ALREADY PRESENT
					
*	bouchnout	bušení	V-chnout --> N-šení	CHANGE: ou -> u	
*	buchnout	bušení	V-chnout --> N-šení		
*	bušený	bušení	A-ý --> N-í		
					
*	rozlousknout	rozluštění	V-sknout --> N-štění	CHANGE: ou -> u	
	rozluštit	rozluštění	V-tit --> N-tění		
	rozluštit	rozluštění	V-tit --> N-tění		LINK ALREADY PRESENT
*	rozluštěný	rozluštění	A-ý --> N-í		
					
*	kosovský	kusovka	A-ský --> N-ka	CHANGE: o -> u	
*	kosový	kusovka	A-ový --> N-ovka	CHANGE: o -> u	
*	kosový	kusovka	A-ý --> N-ka	CHANGE: o -> u	
	kusový	kusovka	A-ový --> N-ovka		
	kusový	kusovka	A-ý --> N-ka		
					
*	možný	mužstvo	A-ný --> N-stvo	CHANGE: o -> u	
*	mužný	mužstvo	A-ný --> N-stvo		
	mužský	mužstvo	A-ský --> N-stvo		
					
*	hloubit	hlubina	V-it --> N-ina	CHANGE: ou -> u	
*	hlubinný	hlubina	A-ný --> N-a		
					
*	obouvat	obuvník	V-at --> N-ník	CHANGE: ou -> u	
*	obuvní	obuvník	A-í --> N-ík		
					
	zpovídat	zpovědník	V-at --> N-ník	CHANGE: í -> ě	
*	zpovědní	zpovědník	A-í --> N-ík		
					
*	borský	buřina	A-rský --> N-řina	CHANGE: o -> u	
*	bouřit	buřina	V-it --> N-ina	CHANGE: ou -> u	
*	bořit	buřina	V-it --> N-ina	CHANGE: o -> u	
*	burský	buřina	A-rský --> N-řina		
					
*	zvířit	zvěřina	V-it --> N-ina	CHANGE: í -> ě	
*	zvěrský	zvěřina	A-rský --> N-řina		
					
*	dodat	dudák	V-at --> N-ák	CHANGE: o -> u	
*	duda	dudák	N-a --> N-ák		
*	dudat	dudák	V-at --> N-ák		
					
*	loupat	lupek	V-at --> N-ek	CHANGE: ou -> u	
*	loupit	lupek	V-it --> N-ek	CHANGE: ou -> u	
*	lupat	lupek	V-at --> N-ek		
					
*	zrobit	zrubek	V-it --> N-ek	CHANGE: o -> u	
	zrubat	zrubek	V-at --> N-ek		
					
*	topit	tupitel	V-t --> N-tel	CHANGE: o -> u	
	tupit	tupitel	V-t --> N-tel		
*	tupět	tupitel	V-ět --> N-itel		
					
*	stopý	stupátko	A-ý --> N-átko	CHANGE: o -> u	
	stoupat	stupátko	V-at --> N-átko	CHANGE: ou -> u	
					
*	strohý	struhátko	A-ý --> N-átko	CHANGE: o -> u	
	strouhat	struhátko	V-at --> N-átko	CHANGE: ou -> u	
					
*	bodovat	budova	V-at --> N-a	CHANGE: o -> u	
*	budovat	budova	V-at --> N-a		
					
*	dodat	duda	V-at --> N-a	CHANGE: o -> u	
*	dudat	duda	V-at --> N-a		
					
*	louskat	luska	V-at --> N-a	CHANGE: ou -> u	
*	luskat	luska	V-at --> N-a		
					
*	šoupat	šupa	V-at --> N-a	CHANGE: ou -> u	
*	šupat	šupa	V-at --> N-a		
					
*	odštípat	odštěpek	V-at --> N-ek	CHANGE: í -> ě	
	odštěpit	odštěpek	V-it --> N-ek		
*	odštěpovat	odštěpek	V-ovat --> N-ek		
					
*	štípat	štěpek	V-at --> N-ek	CHANGE: í -> ě	
	štěpit	štěpek	V-it --> N-ek		
*	štěpovat	štěpek	V-ovat --> N-ek		
					
	kouřit	kuřba	V-it --> N-ba	CHANGE: ou -> u	
*	kořit	kuřba	V-it --> N-ba	CHANGE: o -> u	
					
	sloužit	služba	V-it --> N-ba	CHANGE: ou -> u	
*	složit	služba	V-it --> N-ba	CHANGE: o -> u	
					
	toužit	tužba	V-it --> N-ba	CHANGE: ou -> u	
*	tužit	tužba	V-it --> N-ba		
					
*	tížit	těžba	V-it --> N-ba	CHANGE: í -> ě	
	těžit	těžba	V-it --> N-ba		
					
*	poklovat	puklice	V-ovat --> N-ice	CHANGE: o -> u	
*	puklý	puklice	A-ý --> N-ice		
					
	trouba	trubka	N-a --> N-ka	CHANGE: ou -> u	
*	troubit	trubka	V-it --> N-ka	CHANGE: ou -> u	
*	trubní	trubka	A-ní --> N-ka		
					
*	kovodílna	kovodělník	N-a --> N-ík	CHANGE: í -> ě	
*	kovodělný	kovodělník	A-ý --> N-ík		
					
*	douška	dušička	N-ka --> N-ička	CHANGE: ou -> u	
	duše	dušička	N-e --> N-ička		
					
*	popouzet	popuzení	V-et --> N-ení	CHANGE: ou -> u	
	popudit	popuzení	V-dit --> N-zení		LINK ALREADY PRESENT
*	popuzený	popuzení	A-ý --> N-í		
					
*	probouzený	probuzení	A-ý --> N-í	CHANGE: ou -> u	
*	probouzet	probuzení	V-et --> N-ení	CHANGE: ou -> u	
	probudit	probuzení	V-dit --> N-zení		LINK ALREADY PRESENT
*	probuzený	probuzení	A-ý --> N-í		
					
*	vzbouzet	vzbuzení	V-et --> N-ení	CHANGE: ou -> u	
	vzbudit	vzbuzení	V-dit --> N-zení		LINK ALREADY PRESENT
*	vzbuzený	vzbuzení	A-ý --> N-í		
					
*	zostouzený	zostuzení	A-ý --> N-í	CHANGE: ou -> u	
*	zostouzet	zostuzení	V-et --> N-ení	CHANGE: ou -> u	
	zostudit	zostuzení	V-dit --> N-zení		LINK ALREADY PRESENT
*	zostuzený	zostuzení	A-ý --> N-í		
					
*	souška	sušák	N-ka --> N-ák	CHANGE: ou -> u	
*	soška	sušák	N-ka --> N-ák	CHANGE: o -> u	
	sušit	sušák	V-it --> N-ák		
					
*	bílit	bělička	V-t --> N-čka	CHANGE: í -> ě	
*	bělice	bělička	N-ce --> N-čka		
	bělit	bělička	V-t --> N-čka		
*	bělka	bělička	N-ka --> N-ička		
					
*	drožka	družička	N-ka --> N-ička	CHANGE: o -> u	
*	družice	družička	N-ce --> N-čka		
*	družit	družička	V-t --> N-čka		
	družka	družička	N-ka --> N-ička		
					
*	vížka	věžička	N-ka --> N-ička	CHANGE: í -> ě	
*	věžice	věžička	N-ce --> N-čka		
*	věžit	věžička	V-t --> N-čka		
*	věžka	věžička	N-ka --> N-ička		
					
*	skoupený	skupenství	A-ý --> N-ství	CHANGE: ou -> u	
*	skupenský	skupenství	A-ský --> N-ství		LINK ALREADY PRESENT
					
*	prohloubit	prohlubina	V-it --> N-ina	CHANGE: ou -> u	
	prohlubovat	prohlubina	V-ovat --> N-ina		
					
*	boulit	bulina	V-it --> N-ina	CHANGE: ou -> u	
*	bulit	bulina	V-it --> N-ina		
					
*	ploužit	plužina	V-it --> N-ina	CHANGE: ou -> u	
	plužit	plužina	V-it --> N-ina		
					
*	skolit	skulina	V-it --> N-ina	CHANGE: o -> u	
*	skulit	skulina	V-it --> N-ina		
					
*	štítit	štětina	V-it --> N-ina	CHANGE: í -> ě	
*	štětit	štětina	V-it --> N-ina		
					
	rozloučit	rozlučka	V-it --> N-ka	CHANGE: ou -> u	
*	rozluka	rozlučka	N-ka --> N-čka		
					
