128 GROUPS FOR RULE COMBINATION: N-e --> A-ký, N-k --> A-cký				
				
dotknout	dotknuvší	V-t --> A-vší	CHANGE: ou -> u	
				
klesnout	klesnuvší	V-out --> A-uvší		LINK ALREADY PRESENT
klesnout	klesnuvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
mihnout	mihnuvší	V-out --> A-uvší		LINK ALREADY PRESENT
mihnout	mihnuvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
minout	minuvší	V-out --> A-uvší		
minout	minuvší	V-out --> A-uvší		LINK ALREADY PRESENT
minout	minuvší	V-t --> A-vší	CHANGE: ou -> u	
minout	minuvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
mávnout	mávnuvší	V-out --> A-uvší		LINK ALREADY PRESENT
mávnout	mávnuvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
naběhnout	naběhnuvší	V-out --> A-uvší		LINK ALREADY PRESENT
naběhnout	naběhnuvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
naskytnout	naskytnuvší	V-out --> A-uvší		LINK ALREADY PRESENT
naskytnout	naskytnuvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
ocitnout	ocitnuvší	V-out --> A-uvší		LINK ALREADY PRESENT
ocitnout	ocitnuvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
octnout	octnuvší	V-out --> A-uvší		LINK ALREADY PRESENT
octnout	octnuvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
odmítnout	odmítnuvší	V-out --> A-uvší		LINK ALREADY PRESENT
odmítnout	odmítnuvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
odpadnout	odpadnuvší	V-out --> A-uvší		LINK ALREADY PRESENT
odpadnout	odpadnuvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
oslepnout	oslepnuvší	V-out --> A-uvší		LINK ALREADY PRESENT
oslepnout	oslepnuvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
padnout	padnuvší	V-out --> A-uvší		
padnout	padnuvší	V-out --> A-uvší		LINK ALREADY PRESENT
padnout	padnuvší	V-t --> A-vší	CHANGE: ou -> u	
padnout	padnuvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
plácnout	plácnuvší	V-out --> A-uvší		LINK ALREADY PRESENT
plácnout	plácnuvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
pokleknout	pokleknuvší	V-out --> A-uvší		LINK ALREADY PRESENT
pokleknout	pokleknuvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
pominout	pominuvší	V-out --> A-uvší		LINK ALREADY PRESENT
pominout	pominuvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
postihnout	postihnuvší	V-out --> A-uvší		
postihnout	postihnuvší	V-out --> A-uvší		LINK ALREADY PRESENT
postihnout	postihnuvší	V-t --> A-vší	CHANGE: ou -> u	
postihnout	postihnuvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
pozvednout	pozvednuvší	V-out --> A-uvší		LINK ALREADY PRESENT
pozvednout	pozvednuvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
proběhnout	proběhnuvší	V-out --> A-uvší		LINK ALREADY PRESENT
proběhnout	proběhnuvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
prolétnout	prolétnuvší	V-out --> A-uvší		LINK ALREADY PRESENT
prolétnout	prolétnuvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
proniknout	proniknuvší	V-out --> A-uvší		LINK ALREADY PRESENT
proniknout	proniknuvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
propadnout	propadnuvší	V-out --> A-uvší		LINK ALREADY PRESENT
propadnout	propadnuvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
přelétnout	přelétnuvší	V-out --> A-uvší		LINK ALREADY PRESENT
přelétnout	přelétnuvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
přilétnout	přilétnuvší	V-out --> A-uvší		LINK ALREADY PRESENT
přilétnout	přilétnuvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
připlout	připluvší	V-out --> A-uvší		LINK ALREADY PRESENT
připlout	připluvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
přitáhnout	přitáhnuvší	V-out --> A-uvší		
přitáhnout	přitáhnuvší	V-out --> A-uvší		LINK ALREADY PRESENT
přitáhnout	přitáhnuvší	V-t --> A-vší	CHANGE: ou -> u	
přitáhnout	přitáhnuvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
přivléknout	přivléknuvší	V-out --> A-uvší		LINK ALREADY PRESENT
přivléknout	přivléknuvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
rozlehnout	rozlehnuvší	V-out --> A-uvší		LINK ALREADY PRESENT
rozlehnout	rozlehnuvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
rozplynout	rozplynuvší	V-out --> A-uvší		LINK ALREADY PRESENT
rozplynout	rozplynuvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
scvrknout	scvrknuvší	V-out --> A-uvší		LINK ALREADY PRESENT
scvrknout	scvrknuvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
spadnout	spadnuvší	V-out --> A-uvší		LINK ALREADY PRESENT
spadnout	spadnuvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
spiknout	spiknuvší	V-out --> A-uvší		LINK ALREADY PRESENT
spiknout	spiknuvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
splynout	splynuvší	V-out --> A-uvší		LINK ALREADY PRESENT
splynout	splynuvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
spočinout	spočinuvší	V-out --> A-uvší		LINK ALREADY PRESENT
spočinout	spočinuvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
svrhnout	svrhnuvší	V-out --> A-uvší		
svrhnout	svrhnuvší	V-out --> A-uvší		LINK ALREADY PRESENT
svrhnout	svrhnuvší	V-t --> A-vší	CHANGE: ou -> u	
svrhnout	svrhnuvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
uniknout	uniknuvší	V-out --> A-uvší		LINK ALREADY PRESENT
uniknout	uniknuvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
upadnout	upadnuvší	V-out --> A-uvší		LINK ALREADY PRESENT
upadnout	upadnuvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
uplynout	uplynuvší	V-out --> A-uvší		LINK ALREADY PRESENT
uplynout	uplynuvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
uposlechnout	uposlechnuvší	V-out --> A-uvší		LINK ALREADY PRESENT
uposlechnout	uposlechnuvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
uprchnout	uprchnuvší	V-out --> A-uvší		LINK ALREADY PRESENT
uprchnout	uprchnuvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
uvíznout	uvíznuvší	V-out --> A-uvší		LINK ALREADY PRESENT
uvíznout	uvíznuvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
vyběhnout	vyběhnuvší	V-out --> A-uvší		LINK ALREADY PRESENT
vyběhnout	vyběhnuvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
vyhrnout	vyhrnuvší	V-out --> A-uvší		
vyhrnout	vyhrnuvší	V-out --> A-uvší		LINK ALREADY PRESENT
vyhrnout	vyhrnuvší	V-t --> A-vší	CHANGE: ou -> u	
vyhrnout	vyhrnuvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
vyhynout	vyhynuvší	V-out --> A-uvší		LINK ALREADY PRESENT
vyhynout	vyhynuvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
vylíhnout	vylíhnuvší	V-out --> A-uvší		LINK ALREADY PRESENT
vylíhnout	vylíhnuvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
vymknout	vymknuvší	V-out --> A-uvší		LINK ALREADY PRESENT
vymknout	vymknuvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
vyplynout	vyplynuvší	V-out --> A-uvší		LINK ALREADY PRESENT
vyplynout	vyplynuvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
vyskytnout	vyskytnuvší	V-out --> A-uvší		LINK ALREADY PRESENT
vyskytnout	vyskytnuvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
vytrysknout	vytrysknuvší	V-out --> A-uvší		LINK ALREADY PRESENT
vytrysknout	vytrysknuvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
vyvinout	vyvinuvší	V-out --> A-uvší		
vyvinout	vyvinuvší	V-out --> A-uvší		LINK ALREADY PRESENT
vyvinout	vyvinuvší	V-t --> A-vší	CHANGE: ou -> u	
vyvinout	vyvinuvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
vyšlehnout	vyšlehnuvší	V-out --> A-uvší		LINK ALREADY PRESENT
vyšlehnout	vyšlehnuvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
vzedmout	vzedmuvší	V-out --> A-uvší		
vzedmout	vzedmuvší	V-out --> A-uvší		LINK ALREADY PRESENT
vzedmout	vzedmuvší	V-t --> A-vší	CHANGE: ou -> u	
vzedmout	vzedmuvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
vzepnout	vzepnuvší	V-out --> A-uvší		LINK ALREADY PRESENT
vzepnout	vzepnuvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
vzniknout	vzniknuvší	V-out --> A-uvší		LINK ALREADY PRESENT
vzniknout	vzniknuvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
vzplanout	vzplanuvší	V-out --> A-uvší		
vzplanout	vzplanuvší	V-out --> A-uvší		LINK ALREADY PRESENT
vzplanout	vzplanuvší	V-t --> A-vší	CHANGE: ou -> u	
vzplanout	vzplanuvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
zablesknout	zablesknuvší	V-out --> A-uvší		LINK ALREADY PRESENT
zablesknout	zablesknuvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
zahynout	zahynuvší	V-out --> A-uvší		LINK ALREADY PRESENT
zahynout	zahynuvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
zaniknout	zaniknuvší	V-out --> A-uvší		LINK ALREADY PRESENT
zaniknout	zaniknuvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
zapadnout	zapadnuvší	V-out --> A-uvší		LINK ALREADY PRESENT
zapadnout	zapadnuvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
zastihnout	zastihnuvší	V-out --> A-uvší		
zastihnout	zastihnuvší	V-out --> A-uvší		LINK ALREADY PRESENT
zastihnout	zastihnuvší	V-t --> A-vší	CHANGE: ou -> u	
zastihnout	zastihnuvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
zasáhnout	zasáhnuvší	V-out --> A-uvší		
zasáhnout	zasáhnuvší	V-out --> A-uvší		LINK ALREADY PRESENT
zasáhnout	zasáhnuvší	V-t --> A-vší	CHANGE: ou -> u	
zasáhnout	zasáhnuvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
zatknout	zatknuvší	V-out --> A-uvší		
zatknout	zatknuvší	V-out --> A-uvší		LINK ALREADY PRESENT
zatknout	zatknuvší	V-t --> A-vší	CHANGE: ou -> u	
zatknout	zatknuvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
zavanout	zavanuvší	V-out --> A-uvší		LINK ALREADY PRESENT
zavanout	zavanuvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
zblednout	zblednuvší	V-out --> A-uvší		LINK ALREADY PRESENT
zblednout	zblednuvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
zesnout	zesnuvší	V-out --> A-uvší		LINK ALREADY PRESENT
zesnout	zesnuvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
zvednout	zvednuvší	V-out --> A-uvší		
zvednout	zvednuvší	V-out --> A-uvší		LINK ALREADY PRESENT
zvednout	zvednuvší	V-t --> A-vší	CHANGE: ou -> u	
zvednout	zvednuvší	V-t --> A-vší	CHANGE: ou -> u	LINK ALREADY PRESENT
				
				
---------------------------------				
62 GROUPS FOR RULE COMBINATION: V-it --> A-ený, V-sit --> A-šený				
				
brousit	broušený	V-it --> A-ený	CHANGE: s -> š	
brousit	broušený	V-it --> A-ený	CHANGE: s -> š	LINK ALREADY PRESENT
brousit	broušený	V-sit --> A-šený		
brousit	broušený	V-sit --> A-šený		LINK ALREADY PRESENT
				
donosit	donošený	V-it --> A-ený	CHANGE: s -> š	
donosit	donošený	V-it --> A-ený	CHANGE: s -> š	LINK ALREADY PRESENT
donosit	donošený	V-sit --> A-šený		
donosit	donošený	V-sit --> A-šený		LINK ALREADY PRESENT
				
děsit	děšený	V-it --> A-ený	CHANGE: s -> š	
děsit	děšený	V-it --> A-ený	CHANGE: s -> š	LINK ALREADY PRESENT
děsit	děšený	V-sit --> A-šený		
děsit	děšený	V-sit --> A-šený		LINK ALREADY PRESENT
				
hasit	hašený	V-it --> A-ený	CHANGE: s -> š	
hasit	hašený	V-it --> A-ený	CHANGE: s -> š	LINK ALREADY PRESENT
hasit	hašený	V-sit --> A-šený		
hasit	hašený	V-sit --> A-šený		LINK ALREADY PRESENT
				
hlásit	hlášený	V-it --> A-ený	CHANGE: s -> š	
hlásit	hlášený	V-it --> A-ený	CHANGE: s -> š	LINK ALREADY PRESENT
hlásit	hlášený	V-sit --> A-šený		
hlásit	hlášený	V-sit --> A-šený		LINK ALREADY PRESENT
				
kvasit	kvašený	V-it --> A-ený	CHANGE: s -> š	
kvasit	kvašený	V-it --> A-ený	CHANGE: s -> š	LINK ALREADY PRESENT
kvasit	kvašený	V-sit --> A-šený		
kvasit	kvašený	V-sit --> A-šený		LINK ALREADY PRESENT
				
křísit	kříšený	V-it --> A-ený	CHANGE: s -> š	
křísit	kříšený	V-it --> A-ený	CHANGE: s -> š	LINK ALREADY PRESENT
křísit	kříšený	V-sit --> A-šený		
křísit	kříšený	V-sit --> A-šený		LINK ALREADY PRESENT
				
mísit	míšený	V-it --> A-ený	CHANGE: s -> š	
mísit	míšený	V-it --> A-ený	CHANGE: s -> š	LINK ALREADY PRESENT
mísit	míšený	V-sit --> A-šený		
mísit	míšený	V-sit --> A-šený		LINK ALREADY PRESENT
				
nabrousit	nabroušený	V-it --> A-ený	CHANGE: s -> š	
nabrousit	nabroušený	V-it --> A-ený	CHANGE: s -> š	LINK ALREADY PRESENT
nabrousit	nabroušený	V-sit --> A-šený		
nabrousit	nabroušený	V-sit --> A-šený		LINK ALREADY PRESENT
				
nakvasit	nakvašený	V-it --> A-ený	CHANGE: s -> š	LINK ALREADY PRESENT
nakvasit	nakvašený	V-sit --> A-šený		LINK ALREADY PRESENT
				
nanosit	nanošený	V-it --> A-ený	CHANGE: s -> š	
nanosit	nanošený	V-it --> A-ený	CHANGE: s -> š	LINK ALREADY PRESENT
nanosit	nanošený	V-sit --> A-šený		
nanosit	nanošený	V-sit --> A-šený		LINK ALREADY PRESENT
				
nosit	nošený	V-it --> A-ený	CHANGE: s -> š	
nosit	nošený	V-it --> A-ený	CHANGE: s -> š	LINK ALREADY PRESENT
nosit	nošený	V-sit --> A-šený		
nosit	nošený	V-sit --> A-šený		LINK ALREADY PRESENT
				
obnosit	obnošený	V-it --> A-ený	CHANGE: s -> š	LINK ALREADY PRESENT
obnosit	obnošený	V-sit --> A-šený		LINK ALREADY PRESENT
				
obrousit	obroušený	V-it --> A-ený	CHANGE: s -> š	
obrousit	obroušený	V-it --> A-ený	CHANGE: s -> š	LINK ALREADY PRESENT
obrousit	obroušený	V-sit --> A-šený		
obrousit	obroušený	V-sit --> A-šený		LINK ALREADY PRESENT
				
oběsit	oběšený	V-it --> A-ený	CHANGE: s -> š	
oběsit	oběšený	V-it --> A-ený	CHANGE: s -> š	LINK ALREADY PRESENT
oběsit	oběšený	V-sit --> A-šený		
oběsit	oběšený	V-sit --> A-šený		LINK ALREADY PRESENT
				
odhlásit	odhlášený	V-it --> A-ený	CHANGE: s -> š	
odhlásit	odhlášený	V-it --> A-ený	CHANGE: s -> š	LINK ALREADY PRESENT
odhlásit	odhlášený	V-sit --> A-šený		
odhlásit	odhlášený	V-sit --> A-šený		LINK ALREADY PRESENT
				
oprasit	oprášený	V-sit --> A-šený	CHANGE: a -> á	
oprášit	oprášený	V-it --> A-ený		
oprášit	oprášený	V-it --> A-ený		LINK ALREADY PRESENT
				
podusit	podušený	V-it --> A-ený	CHANGE: s -> š	
podusit	podušený	V-it --> A-ený	CHANGE: s -> š	LINK ALREADY PRESENT
podusit	podušený	V-sit --> A-šený		
podusit	podušený	V-sit --> A-šený		LINK ALREADY PRESENT
				
poděsit	poděšený	V-it --> A-ený	CHANGE: s -> š	
poděsit	poděšený	V-it --> A-ený	CHANGE: s -> š	LINK ALREADY PRESENT
poděsit	poděšený	V-sit --> A-šený		
poděsit	poděšený	V-sit --> A-šený		LINK ALREADY PRESENT
				
porosit	porušený	V-sit --> A-šený	CHANGE: o -> u	
porušit	porušený	V-it --> A-ený		LINK ALREADY PRESENT
				
pověsit	pověšený	V-it --> A-ený	CHANGE: s -> š	
pověsit	pověšený	V-it --> A-ený	CHANGE: s -> š	LINK ALREADY PRESENT
pověsit	pověšený	V-sit --> A-šený		
pověsit	pověšený	V-sit --> A-šený		LINK ALREADY PRESENT
				
prasit	prášený	V-sit --> A-šený	CHANGE: a -> á	
prášit	prášený	V-it --> A-ený		
prášit	prášený	V-it --> A-ený		LINK ALREADY PRESENT
				
probrousit	probroušený	V-it --> A-ený	CHANGE: s -> š	LINK ALREADY PRESENT
probrousit	probroušený	V-sit --> A-šený		LINK ALREADY PRESENT
				
prohlásit	prohlášený	V-it --> A-ený	CHANGE: s -> š	
prohlásit	prohlášený	V-it --> A-ený	CHANGE: s -> š	LINK ALREADY PRESENT
prohlásit	prohlášený	V-sit --> A-šený		
prohlásit	prohlášený	V-sit --> A-šený		LINK ALREADY PRESENT
				
promísit	promíšený	V-it --> A-ený	CHANGE: s -> š	
promísit	promíšený	V-it --> A-ený	CHANGE: s -> š	LINK ALREADY PRESENT
promísit	promíšený	V-sit --> A-šený		
promísit	promíšený	V-sit --> A-šený		LINK ALREADY PRESENT
				
prověsit	prověšený	V-it --> A-ený	CHANGE: s -> š	LINK ALREADY PRESENT
prověsit	prověšený	V-sit --> A-šený		LINK ALREADY PRESENT
				
přebrousit	přebroušený	V-it --> A-ený	CHANGE: s -> š	LINK ALREADY PRESENT
přebrousit	přebroušený	V-sit --> A-šený		LINK ALREADY PRESENT
				
přenosit	přenošený	V-it --> A-ený	CHANGE: s -> š	
přenosit	přenošený	V-it --> A-ený	CHANGE: s -> š	LINK ALREADY PRESENT
přenosit	přenošený	V-sit --> A-šený		
přenosit	přenošený	V-sit --> A-šený		LINK ALREADY PRESENT
				
převěsit	převěšený	V-it --> A-ený	CHANGE: s -> š	LINK ALREADY PRESENT
převěsit	převěšený	V-sit --> A-šený		LINK ALREADY PRESENT
				
přibrousit	přibroušený	V-it --> A-ený	CHANGE: s -> š	LINK ALREADY PRESENT
přibrousit	přibroušený	V-sit --> A-šený		LINK ALREADY PRESENT
				
přidusit	přidušený	V-it --> A-ený	CHANGE: s -> š	
přidusit	přidušený	V-it --> A-ený	CHANGE: s -> š	LINK ALREADY PRESENT
přidusit	přidušený	V-sit --> A-šený		
přidusit	přidušený	V-sit --> A-šený		LINK ALREADY PRESENT
				
přihlásit	přihlášený	V-it --> A-ený	CHANGE: s -> š	
přihlásit	přihlášený	V-it --> A-ený	CHANGE: s -> š	LINK ALREADY PRESENT
přihlásit	přihlášený	V-sit --> A-šený		
přihlásit	přihlášený	V-sit --> A-šený		LINK ALREADY PRESENT
				
přimísit	přimíšený	V-it --> A-ený	CHANGE: s -> š	
přimísit	přimíšený	V-it --> A-ený	CHANGE: s -> š	LINK ALREADY PRESENT
přimísit	přimíšený	V-sit --> A-šený		
přimísit	přimíšený	V-sit --> A-šený		LINK ALREADY PRESENT
				
přivěsit	přivěšený	V-it --> A-ený	CHANGE: s -> š	
přivěsit	přivěšený	V-it --> A-ený	CHANGE: s -> š	LINK ALREADY PRESENT
přivěsit	přivěšený	V-sit --> A-šený		
přivěsit	přivěšený	V-sit --> A-šený		LINK ALREADY PRESENT
				
rdousit	rdoušený	V-it --> A-ený	CHANGE: s -> š	
rdousit	rdoušený	V-it --> A-ený	CHANGE: s -> š	LINK ALREADY PRESENT
rdousit	rdoušený	V-sit --> A-šený		
rdousit	rdoušený	V-sit --> A-šený		LINK ALREADY PRESENT
				
rosit	rušený	V-sit --> A-šený	CHANGE: o -> u	
rušit	rušený	V-it --> A-ený		LINK ALREADY PRESENT
				
rozhasit	rozhašený	V-it --> A-ený	CHANGE: s -> š	LINK ALREADY PRESENT
rozhasit	rozhašený	V-sit --> A-šený		LINK ALREADY PRESENT
				
rozhlásit	rozhlášený	V-it --> A-ený	CHANGE: s -> š	
rozhlásit	rozhlášený	V-it --> A-ený	CHANGE: s -> š	LINK ALREADY PRESENT
rozhlásit	rozhlášený	V-sit --> A-šený		
rozhlásit	rozhlášený	V-sit --> A-šený		LINK ALREADY PRESENT
				
roztrousit	roztroušený	V-it --> A-ený	CHANGE: s -> š	
roztrousit	roztroušený	V-it --> A-ený	CHANGE: s -> š	LINK ALREADY PRESENT
roztrousit	roztroušený	V-sit --> A-šený		
roztrousit	roztroušený	V-sit --> A-šený		LINK ALREADY PRESENT
				
smísit	smíšený	V-it --> A-ený	CHANGE: s -> š	
smísit	smíšený	V-it --> A-ený	CHANGE: s -> š	LINK ALREADY PRESENT
smísit	smíšený	V-sit --> A-šený		
smísit	smíšený	V-sit --> A-šený		LINK ALREADY PRESENT
				
svěsit	svěšený	V-it --> A-ený	CHANGE: s -> š	
svěsit	svěšený	V-it --> A-ený	CHANGE: s -> š	LINK ALREADY PRESENT
svěsit	svěšený	V-sit --> A-šený		
svěsit	svěšený	V-sit --> A-šený		LINK ALREADY PRESENT
				
udusit	udušený	V-it --> A-ený	CHANGE: s -> š	
udusit	udušený	V-it --> A-ený	CHANGE: s -> š	LINK ALREADY PRESENT
udusit	udušený	V-sit --> A-šený		
udusit	udušený	V-sit --> A-šený		LINK ALREADY PRESENT
				
uděsit	uděšený	V-it --> A-ený	CHANGE: s -> š	LINK ALREADY PRESENT
uděsit	uděšený	V-sit --> A-šený		LINK ALREADY PRESENT
				
uhasit	uhašený	V-it --> A-ený	CHANGE: s -> š	
uhasit	uhašený	V-it --> A-ený	CHANGE: s -> š	LINK ALREADY PRESENT
uhasit	uhašený	V-sit --> A-šený		
uhasit	uhašený	V-sit --> A-šený		LINK ALREADY PRESENT
				
utrousit	utroušený	V-it --> A-ený	CHANGE: s -> š	LINK ALREADY PRESENT
utrousit	utroušený	V-sit --> A-šený		LINK ALREADY PRESENT
				
vmísit	vmíšený	V-it --> A-ený	CHANGE: s -> š	LINK ALREADY PRESENT
vmísit	vmíšený	V-sit --> A-šený		LINK ALREADY PRESENT
				
vtrousit	vtroušený	V-it --> A-ený	CHANGE: s -> š	LINK ALREADY PRESENT
vtrousit	vtroušený	V-sit --> A-šený		LINK ALREADY PRESENT
				
vybrousit	vybroušený	V-it --> A-ený	CHANGE: s -> š	
vybrousit	vybroušený	V-it --> A-ený	CHANGE: s -> š	LINK ALREADY PRESENT
vybrousit	vybroušený	V-sit --> A-šený		
vybrousit	vybroušený	V-sit --> A-šený		LINK ALREADY PRESENT
				
vyděsit	vyděšený	V-it --> A-ený	CHANGE: s -> š	
vyděsit	vyděšený	V-it --> A-ený	CHANGE: s -> š	LINK ALREADY PRESENT
vyděsit	vyděšený	V-sit --> A-šený		
vyděsit	vyděšený	V-sit --> A-šený		LINK ALREADY PRESENT
				
vykvasit	vykvašený	V-it --> A-ený	CHANGE: s -> š	LINK ALREADY PRESENT
vykvasit	vykvašený	V-sit --> A-šený		LINK ALREADY PRESENT
				
vyprosit	vyprošený	V-it --> A-ený	CHANGE: s -> š	
vyprosit	vyprošený	V-it --> A-ený	CHANGE: s -> š	LINK ALREADY PRESENT
vyprosit	vyprošený	V-sit --> A-šený		
vyprosit	vyprošený	V-sit --> A-šený		LINK ALREADY PRESENT
				
vyrosit	vyrušený	V-sit --> A-šený	CHANGE: o -> u	
vyrušit	vyrušený	V-it --> A-ený		LINK ALREADY PRESENT
				
vyvěsit	vyvěšený	V-it --> A-ený	CHANGE: s -> š	
vyvěsit	vyvěšený	V-it --> A-ený	CHANGE: s -> š	LINK ALREADY PRESENT
vyvěsit	vyvěšený	V-sit --> A-šený		
vyvěsit	vyvěšený	V-sit --> A-šený		LINK ALREADY PRESENT
				
vzkřísit	vzkříšený	V-it --> A-ený	CHANGE: s -> š	
vzkřísit	vzkříšený	V-it --> A-ený	CHANGE: s -> š	LINK ALREADY PRESENT
vzkřísit	vzkříšený	V-sit --> A-šený		
vzkřísit	vzkříšený	V-sit --> A-šený		LINK ALREADY PRESENT
				
zabrousit	zabroušený	V-it --> A-ený	CHANGE: s -> š	LINK ALREADY PRESENT
zabrousit	zabroušený	V-sit --> A-šený		LINK ALREADY PRESENT
				
zadusit	zadušený	V-it --> A-ený	CHANGE: s -> š	
zadusit	zadušený	V-it --> A-ený	CHANGE: s -> š	LINK ALREADY PRESENT
zadusit	zadušený	V-sit --> A-šený		
zadusit	zadušený	V-sit --> A-šený		LINK ALREADY PRESENT
zadušit	zadušený	V-it --> A-ený		
				
zaprasit	zaprášený	V-sit --> A-šený	CHANGE: a -> á	
zaprášit	zaprášený	V-it --> A-ený		
zaprášit	zaprášený	V-it --> A-ený		LINK ALREADY PRESENT
				
zardousit	zardoušený	V-it --> A-ený	CHANGE: s -> š	
zardousit	zardoušený	V-it --> A-ený	CHANGE: s -> š	LINK ALREADY PRESENT
zardousit	zardoušený	V-sit --> A-šený		
zardousit	zardoušený	V-sit --> A-šený		LINK ALREADY PRESENT
				
zbrousit	zbroušený	V-it --> A-ený	CHANGE: s -> š	LINK ALREADY PRESENT
zbrousit	zbroušený	V-sit --> A-šený		LINK ALREADY PRESENT
				
zdusit	zdušený	V-it --> A-ený	CHANGE: s -> š	
zdusit	zdušený	V-it --> A-ený	CHANGE: s -> š	LINK ALREADY PRESENT
zdusit	zdušený	V-sit --> A-šený		
zdusit	zdušený	V-sit --> A-šený		LINK ALREADY PRESENT
				
zděsit	zděšený	V-it --> A-ený	CHANGE: s -> š	
zděsit	zděšený	V-it --> A-ený	CHANGE: s -> š	LINK ALREADY PRESENT
zděsit	zděšený	V-sit --> A-šený		
