hypotéza: pokud dáme OK a původy se liší, tak vítězí vyšší?						
OK	DIFF	sedět	selka	['stč.']	předseda	['něm.', 'lat.']
OK	DIFF	skála	skalice	['něm.', 'č.']	skála	['všesl.', 'p.', 'r.', 'psl.', 'ukr.', 'ie.', 'lit.', 'sthn.', 'angl.', 'ř.', 'chet.']
OK	DIFF	kopec	skopčák	['něm.']	kopec	['stč.']
OK	DIFF	letět	slet	['stsl.', 'psl.', 'ie.', 'lit.', 'slov.', 'av.', 'sti.', 'něm.', 'ř.', 'lat.,všesl.', 'p.', 'r.', 'ch.', 'stsl.', 'lot.', 'střhn.']	leták	['am.-angl.', 'něm.']
DISCONNECT	DIFF	ložit	sloh	['r.']	obloha	['stč.']
OK	DIFF	slout	slovo	['všesl.', 'p.', 'r.', 'sln.', 'stsl.', 'jsl.', 's.', 'b.', 'psl.', 'ř.', 'toch.', 'sti.', 'ie.']	příslovce	['lat.']
OK	DIFF	mířit	směr	['stsl.', 'psl.', 'ie.', 'lit.', 'slov.', 'av.', 'sti.', 'něm.', 'ř.', 'lat.,všesl.', 'p.', 'r.', 'ch.', 's.', 'stsl.', 'toch.', 'gót.', 'angl.', 'chet.,č.', 'slk.']	mířit	['č.', 'slk.', 'p.']
OK	DIFF	sopka	soptit	['r.', 'sln.', 'stsl.', 'psl.', 'ie.']	sopka	['r.', 'str.', 'r.']
OK	DIFF	stop	stopka	['č.', 'r.']	stop	['angl.', 'niz.', 'něm.', 'germ.', 'vlat.', 'lat.', 'ř.', 'všesl.', 'p.', 'r.', 'stsl.', 'psl.', 'lit.', 'angl.', 'ie.', 'slov.']
OK	DIFF	tvořit	stvůra	['stsl.', 'psl.', 'ie.', 'lit.', 'slov.', 'av.', 'sti.', 'něm.', 'ř.', 'lat.,všesl.', 'p.', 'r.', 'stsl.', 'lot.']	nestvůra	['r.', 'p.,č.', 'r.', 'gót.', 'stangl.', 'č.']
OK	DIFF	vědět	svědomí	['lat.']	pověst	['p.', 'r.', 'ch.', 'stsl.', 'psl.']
OK	DIFF	šlapat	šlépěj	['stč.']	šlapat	['r.', 'sln.', 'b.', 'angl.', 'něm.']
OK	DIFF	šmouha	šmouha	['p.', 'sln.', 'psl.', 'r.', 'střhn.', 'angl.', 'ir.', 'arm.', 'ie.', 'slov.']	pošmourný	['p.', 'hl.', 'r.', 'ř.']
OK	DIFF	spíž	špajz	['něm.']	spíž	['stč.', 'střhn.', 'střlat.', 'it.', 'lat.']
DISCONNECT	DIFF	štok	štůček	['všesl.', 'p.', 'r.', 'stsl.', 'psl.']	štoček	['něm.', 'ie.']
OK	DIFF	tady	tajle	['něm.', 'fr.', 'vlat.', 'lat.']	tady	['stč.', 'všesl.', 'p.', 'r.', 'stsl.', 'psl.', 'č.,p.']
OK	DIFF	tknout	tečna	['dán.', 'lat.']	důtka	['všesl.', 'psl.', 'ie.', 'něm.', 'angl.', 'ř.,stč.', 'p.', 'r.', 'csl.', 'lot.', 'sthn.']
DISCONNECT	DIFF	teč	tečovat	['angl.', 'fr.', 'vlat.']	netečný	['všesl.', 'p.', 'r.', 'csl.', 'psl.', 'lot.', 'sthn.', 'ř.', 'ie.']
COMPOUND	DIFF	tma	temný	['všesl.', 'p.', 'r.', 'stsl.', 'psl.', 'lot.', 'lit.', 'sthn.', 'stir.', 'lat.', 'sti.', 'toch.', 'ie.']	potměchuť	['slk.', 'něm.', 'lat.']
OK	DIFF	těsný	těsný	['všesl.', 'p.', 'r.', 'ch.', 's.', 'stsl.', 'psl.', 'ie.']	soutěska	['str.']
DISCONNECT	DIFF	těžký	těžký	['všesl.', 'p.', 'r.', 'stsl.', 'psl.', 'lit.', 'stisl.', 'ie.']	metateze	['ř.']
OK	DIFF	těsný	tíseň	['stč.']	soutěska	['str.']
OK	DIFF	těsný	tísnit	['všesl.', 'p.', 'r.', 'ch.', 's.', 'stsl.', 'psl.', 'ie.,stč.']	soutěska	['str.']
DISCONNECT	DIFF	těžký	tíže	['slk.', 'sln.', 'stsl.', 'psl.']	metateze	['ř.']
DISCONNECT	DIFF	tlachat	tlachat	['stč.']	potlach	['angl.', 'severoam.', 'č.']
COMPOUND	DIFF	tma	tma	['všesl.', 'p.', 'r.', 'stsl.', 'psl.', 'lot.', 'lit.', 'sthn.', 'stir.', 'lat.', 'sti.', 'toch.', 'ie.']	potměchuť	['slk.', 'něm.', 'lat.']
COMPOUND	DIFF	řiť	třasořitka	['r.', 'it.', 'něm.']	řiť	['p.', 'ch.', 'csl.', 'psl.', 'lit.', 'arm.', 'ie.']
