$	bačkora–N	bačkorka–N	FEMALE
$	krtek–N	krtina–N	FEMALE
$	autoopravář–N	autoopravna–N	FEMALE
$	cibule–N	cibulačka–N	DIMINUTIVE
$	televize–N	telka–N	DIMINUTIVE
$	síťoví–N	síťovka–N	DIMINUTIVE
$	bačkora–N	bačkůrka–N	FEMALE
$	seňora–N	seňorita–N	FEMALE
$	zbrojař–N	zbrojařina–N	FEMALE
$	senior–N	seniorita–N	FEMALE
$	brada–N	bradka–N	DIMINUTIVE
$	kormidelník–N	kormidelna–N	FEMALE
$	Lawrie–N	Lawrieová–N	FEMALE
$	darebák–N	darebačina–N	FEMALE
$	kandidát–N	kandidatura–N	FEMALE
$	suplent–N	suplentura–N	FEMALE
$	zloděj–N	zlodějčovina–N	FEMALE
$	ras–N	rasovna–N	FEMALE
$	koželuh–N	koželužna–N	FEMALE
$	hygienik–N	hygiena–N	FEMALE
$	prokurátor–N	prokuratura–N	FEMALE
$	zvěrolékař–N	zvěrolékařina–N	FEMALE
$	buržoa–N	buržoazie–N	FEMALE
$	dráb–N	drábovna–N	FEMALE
$	cihla–N	cihlovka–N	DIMINUTIVE
$	profesor–N	profesura–N	FEMALE
$	Gal–N	Galie–N	FEMALE
$	oponent–N	oponentura–N	FEMALE
$	žabař–N	žabařina–N	FEMALE
$	moskyt–N	moskytiéra–N	FEMALE
$	knihař–N	knihařina–N	FEMALE
$	krejčí–N	krejčovna–N	FEMALE
$	Amazonka–N	amazonka–N
$	Amerika–N	amerika–N
$	Barborka–N	barborka–N
$	borovička–N	Borovička–N
$	Budulínek–N	budulínek–N
$	Celestin–A	celestin–A
$	čtvrtek–N	Čtvrtek–N
$	Damašek–N	damašek–N
$	František–N	františek–N
$	Janek–N	janek–N
$	Japonka–N	japonka–N
$	ječmínek–N	Ječmínek–N
$	jedlička–N	Jedlička–N
$	Ježíšek–N	ježíšek–N
$	karkulka–N	Karkulka–N
$	koláček–N	Koláček–N
$	kovařík–N	Kovařík–N
$	křeček–N	Křeček–N
$	kuřátko–N	Kuřátko–N
$	kytka–N	Kytka–N
$	Marokánka–N	marokánka–N
$	Mílek–N	mílek–N
$	mráček–N	Mráček–N
$	otesánek–N	Otesánek–N
$	pátek–N	Pátek–N
$	písek–N	Písek–N
$	Polka–N	polka–N
$	růžička–N	Růžička–N
$	škopek–N	Škopek–N
$	sněžka–N	Sněžka–N
$	Sodoma–N	sodoma–N
$	straka–N	Straka–N
$	strejček–N	Strejček–N
$	stromovka–N	Stromovka–N
$	svátek–N	Svátek–N
$	švestka–N	Švestka–N
$	Turek–N	turek–N
$	Vašek–N	vašek–N
$	voříšek–N	Voříšek–N
$	Zuzka–N	zuzka–N
