# legenda: znak +: schválený derivát, začátek znak # komentář, auto+výroba - kompozitum, ? podívat se znova, všechno ostatní - lemma předka		
chuťovčička	chuťovka	+
kládička	kláda	+
vládička	vláda	+
Nedvedická	Nedvědický	+
rundička	runda	+
rotundička	rotunda	+
bohorodička	bohorodice	+
polozrůdička	polozrůda	+
paraplegička	paraplegik	+
lilijička	lilie	+
Radlická	Radčický	Radlice
švadlička	švadla	+
šmudlička	šmudla	+
Welická	Velický	Welický
džunglička	džungle	+
Břilická	Bilický	Břílice
fusaklička	fusak	+
ženklička	ženkle	+
roklička	rokle	+
vuklička	vukle	+
tobolička	tobolka	+
brokolička	brokolice	+
katolička	katolík	+
řeckokatolička	řeckokatolík	+
šamrlička	šamrle	+
kebulička	kebule	+
diskokulička	koulička	diskokoule
polokoulička	polokoule	+
trémička	tréma	+
mladokomička	mladokomik	+
banička	banka	?
snídanička	snídaňka	+snídaně
varhanička	varhanice	+
Blanická	blanický	Blatnický
kampanička	kampan	kampaň
kedlubnička	kedlubna	+
kvočnička	kvočna	+
déjednička	jednice	
autolednička	autolednice	+
mednička	medně	med
Auřednická	úřednický	Auřednický
odměnička	měnička	odměna
klinička	klinik	klinika
špínička	špína	+
lajnička	lajna	+
Zbrojnická	Brojnický	Zbrojnický
kazatelnička	kazatelna	+
žemnička	žemně	
paralympionička	paralympionik	+
paraolympionička	paraolympionik	+
zónička	zóna	+
snobárnička	snobárna	+
opičárnička	opičárna	+
svobodárnička	svobodárna	+
truhlárnička	truhlárna	+
sklárnička	sklárna	+
teplárnička	teplárna	+
úchylárnička	úchylárna	+
kuřárnička	kuřárna	+
kompostárnička	kompostárna	+
sprosťárnička	sprosťárna	+
křivárnička	křivárna	+
všivárnička	všivárna	+
konzervárnička	konzervárna	+
hernička	herna	+
cisternička	cisterna	+
tavernička	taverna	+
udírnička	udírna	+
dojírnička	dojírna	+
věštírnička	věštírna	+
pražírnička	pražírna	+
tornička	torna	+
dásnička	dáseň	+
klávesnička	klávesnice	+
šlajsnička	šlajsna	+
haksnička	haksna	+
loutnička	loutna	+
saunička	sauna	+
munička	munice	+
klubovnička	klubovna	+
čokoládovnička	čokoládovna	+
čajovnička	čajovna	+
hájovnička	hájovna	+
spalovnička	spalovna	+
posilovnička	posilovna	+
sokolovnička	sokolovna	+
chůvnička	chovně	chůva
polaznička	polaznice	+
babiznička	babizna	+
plznička	plzeň	+
provoznička	provoz	+
štipička	štipka	+
konopička	konopice	+
šťopička	šťopka	+
ťupička	ťupka	+
dvojhříčka	dvojhra	+
električka	elektrika	+
kukuřička	kukuřice	+
klasička	klasický	klasik
Mesická	Mesa	Mesický
Bohušická	Bohušík	Bohušický
pidichatička	pidichata	+
kloubnatička	kloubnatý	+
lunatička	lunatik	+
jachtička	jachta	+
plentička	plenta	+
autobotička	botička	auto+botička
noticka	nota	
mestička	meseta	
balistička	balista	balistik
blbostička	blbost	+
bustička	busta	+
rouštička	rouška	+
stužtička	stužka	+
menševička	menševik	+
ančovička	ovčička	
dvojvěžička	dvojvěž	+
náložička	náložka	nálož
dvounožička	dvounožka	+
propůjčka	propůjčit	+
garančka	garant	garanční
žencká	ženka	žena
šestiočka	šestioký	+
kočka	kočí	
biokočka	kočka	+
dvojskočka	dvojskok	+
velkonočka	velkonoce	+
dvouročka	dvouroční	+
Zápotocká	Zápotocký	+
zlatokrčka	zlatokrký	+
nástrčka	nastrčit	+
Hlucká	Klucký	Hlucký
tlučka	tlouci	+
rozlúčka	rozloučit	+
ztichoučka	ztichounka	+
zpomaloučka	zpomalounka	+
zvolňoučka	zvolný	+
paručka	paruka	+
minipříručka	příručka	+
běloručka	běloruký	+
štůčka	štok	štůček
autopohádka	pohádka	auto+pohádka
meziskládka	mezisklad	mezi+skládka
lampádka	lampáda	+
minizahrádka	minizahrada	+
dvojřádka	dvojřádek	+
dvouposádka	dvojposádka	+
protinabídka	nabídka	+
karbidka	karbid	+
nereidka	Nereida	+
megapřehlídka	přehlídka	+
osmitřídka	osmitřídní	+
devítitřídka	devítitřídní	+
šestitřídka	šestitřídní	+
jednotřídka	jednotřídní	+
zvídka	zvědět	+
domarodka	marodka	doma+rodit
psovodka	psovod	+
čeka	kočka	
deka	dít	
zdaleka	dolek	daleko
areka	ar	
veleřeka	velký	velký+řeka
teletéka	tele	?
koteka	kota	
diskotéka	diskotékový	?
telefonotéka	telefon	?
fototéka	foto	?
-téka-	téka	
ťafka	ťafat	ťafnout
fajfka	fajka	?
šlajfka	šlaufka	
laufka	lauf	+
laufka	lauf	+
šlaufka	šlauf	?
semigrafika	semigrafický	?
rafika	rafie	
strofika	strofa	
agogika	agogický	?
logika	logický	?
psychika	psychický	?
ethika	ethický	?
italika	italický	?
silika	silický	?
autoreplika	replika	auto+replika
suplika	sup	
hydraulika	hydraulický	?
geodynamika	geodynamický	?
biodynamika	dynamika	?
farmakodynamika	farmakodynamický	?
hydrodynamika	hydrodynamický	?
aerodynamika	dynamika	?
neurodynamika	dynamika	?
keramika	keramický	?
piezokeramika	piezokeramický	?
polemika	polemický	?
mimika	mimický	?
heroikomika	heroikomický	?
genomika	gen	+
telemechanika	tele	tele+mechanika
hydromechanika	mechanika	hydro+mechanika
aeromechanika	mechanika	aero+mechanika
botanika	botanický	
archeobotanika	archeobotanický	archeo+botanika
eugenika	eugenický	?
videotechnika	technika	video+technika
geotechnika	technika	geo+technika
energotechnika	energie	energie+technika
psychotechnika	technika	psycho+technika
sociotechnika	technika	socio+technika
audiotechnika	technika	audio+technika
ekotechnika	technika	eko+technika
nanotechnika	technika	nano+technika
hydrotechnika	technika	hydro+technika
agrotechnika	technika	agro+technika
elektrotechnika	technika	elektro+technika
polytechnika	technika	
poliklinika	poliklinický	
klinika	klinický	
nika	Nika	
geonika	-ge-	
bionika	bionický	
radionika	radio	
mnemonika	mnemonický	
veronika	Veronika	+
kronika	Kron	
bioelektronika	elektronika	bio+elektronika
autoelektronika	elektronika	auto+elektronika
psychotronika	psychotronní	?
biotronika	biotronický	?
diatonika	diatonický	?
pentatonika	pentatonický	?
cytoarchitektonika	architektonika	?
arnika	Arnika	
kvadrika	kvádr	
numerika	numerický	
aleatorika	aleatorický	
