\	Palestinec–N	Palestina–N						
\	Palestinka–N	Palestina–N						
\	sesuv–N	sutina–N						
\	suť–N	sutina–N						
\	prvý–A	prvotina–N						
\	prvý–A	prvotina–N						
\	dějiny–N	děj–N						
	dít–V	děj–N						
\	dění–N	děj–N						
	naděje–N	beznaděj–N						
\	nadějný–A	beznaděj–N						
\	klokaní–A	klokan–N						
\	klek–N	klokan–N						
\	Ján–N	Jan–N						
\	Jana–N	Jan–N						
\	vraný–A	havran–N						
\	vrána–N	havran–N						
\	Štěpánův–A	Štefan–N						
\	Štěpán–N	Štefan–N						
\	Štěpánka–N	Štefan–N						
\	vsacký–A	Vsacan–N						
\	Vsetín–N	Vsacan–N						
	Trója–N	Trójan–N						
	Trója–N	Trójan–N						
\	trójský–A	Trójan–N						
\	australský–A	Australan–N						
	Austrálie–N	Australan–N						
\	stanovat–V	stan–N						
\	stanoviště–N	stan–N						
\	šlechtična–N	šlechtic–N						
	šlechta–N	šlechtic–N						
\	děda–N	dědic–N						
\	děd–N	dědic–N						
	dědit–V	dědic–N						
\	dědička–N	dědic–N						
	ministr–N	ministerský–A						
\	ministryně–N	ministerský–A						
	Šternberk–N	šternberský–A						
\	Šternbersko–N	šternberský–A						
	škytat–V	škyt–N						
\	škytavka–N	škyt–N						
\	vyskytovat–V	výskyt–N						
\	skýtat–V	výskyt–N						
\	poštovní–A	poštmistr–N						
\	pošta–N	poštmistr–N						
\	mistr–N	rotmistr–NC						
\	rota–N	rotmistr–NC						
\	hypnotizovat–V	hypnóza–N						
\	zhypnotizovat–V	hypnóza–N						
\	fytocenóza–NC	cenóza–N						
\	zoocenóza–NC	cenóza–N						
\	geobiocenóza–NC	cenóza–N						
\	ukládat–V	úložný–A						
\	uložený–A	úložný–A						
	uložit–V	úložný–A						
\	náboženství–N	nábožný–A						
\	náboženský–A	nábožný–A						
\	zbožný–A	nábožný–A						
\	moc–N	možný–A						
\	znemožnit–V	možný–A						
\	umožnit–V	možný–A						
	moct–V	možný–A						
\	mnohý–A	množný–A						
\	mnohý–A	množný–A						
\	mnoho–D	množný–A						
\	var–N	vařič–N						
\	varný–A	vařič–N						
\	Haličan–N	Halič–N						
\	Haličanka–N	Halič–N						
	car–N	carevič–N						
\	carství–N	carevič–N						
\	carevna–N	carevič–N						
\	značný–A	znak–N						
\	znamenat–V	znak–N						
\	znamení–N	znak–N						
