	strana–N–strana-4_^(v_knize,_rukopise,...)	stranička–N	*					
								
	teror–N	terorizovat–V	*					
	styl–N	stylizovat–V	*					
	katalog–N	katalogizovat–V	*					
\	typ–N	typizovat–V	*					
								
	soustruh–N	soustružit–V						
	dluh–N	dlužit–V	*					
	trh–N	tržit–V	*					
								
	Galicie–N	Galicijec–N	*					
	Kolumbie–N	Kolumbijec–N	*					
	Núbie–N	Núbijec–N	*					
	Namibie–N	Namibijec–N	*					
	Zambie–N	Zambijec–N	*					
								
	připustit–V	připuštění–N	pustit					
	rozpustit–V	rozpuštění–N	pustit					
	pustit–V	puštění–N	*					
	propustit–V	propuštění–N	pustit					
	dopustit–V	dopuštění–N	pustit					
								
								
	apologetika–N	apologeta–N						
	religionistika–N	religionista–N						
	germanistika–N	germanista–N						
	afrikanistika–N	afrikanista–N						
	sorabistika–N	sorabista–N						
								
	raft–N	rafťák–N	*					
	byt–N	byťák–N						
	balet–N	baleťák–N	*					
	smrt–N	smrťák–N						
								
	doch–N	došek–N	*					
	hrách–N	hrášek–N	*					
	úspěch–N	úspěšek–N	uspět					
	smích–N	smíšek–N						
	padouch–N	padoušek–N						
								
								
	hadr–N	hadry–N	*					
	Děčan–N	Děčany–N	*					
	Slovan–N–Slovan-1_;E	Slovany–N	*					
	krám–N	krámy–N	*					
	anál–N	anály–N	*					
								
								
	šmrnc–N	šmrncnout–V	*					
	košt–N	koštnout–V	*					
								
	Madagaskar–N	Madagaskařan–N	*					
	Salvador–N	Salvadořan–N	*					
	Timor–N	Timořan–N	*					
	Singapur–N	Singapuřan–N	*					
	Zair–N	Zaiřan–N	*					
								
	finance–N	financ–N	*					
								
	tabák–N	tabáčník–N	*					
	klobouk–N	kloboučník–N	*					
	pátek–N	pátečník–N						
	barák–N	baráčník–N	*					
	zámek–N	zámečník–N	zamknout					
								
	špek–N	špekáček–N	*					
	mech–N	mecháček–N	*					
								
	gram–N	gramáž–N	*					
	metr–N	metráž–N	*					
	pilot–N	pilotáž–N	*					
	beton–N	betonáž–N	*					
								
	primář–N	primariát–N						
	sekretář–N	sekretariát–N						
	proletář–N	proletariát–N						
	ordinář–N	ordinariát–N						
								
	existovat–V	existence–N	*					
	asistovat–V	asistence–N	*					
	preferovat–V	preference–N						
	urgovat–V	urgence–N	*					
								
								
								
	Guatemala–N	Guatemalec–N	*					
								
	bageta–N	bagetárna–N	*					
	paštika–N	paštikárna–N	*					
								
	dlabat–V	dlabanec–N	*					
								
	hříbě–N	hříběcí–A	hřebec					
	morče–N	morčecí–A	*					
	hrabě–N	hraběcí–A	*					
	štěně–N	štěněcí–A	*					
								
	láčka–N	láčkovka–N						
	dýha–N	dýhovka–N						
	nehoda–N	nehodovka–N						
								
	Polabí–N	Polabec–N	Labe					
	Záporoží–N	Záporožec–N						
								
								
	lilek–N	lilkovitý–A	*					
	fracek–N	frackovitý–A	*					
	ježek–N	ježkovitý–A						
	paprsek–N	paprskovitý–A	*					
								
	křehký–A	křehčit–V	*					
	vlhký–A	vlhčit–V	*					
	tenký–A	tenčit–V	*					
	měkký–A	měkčit–V	*					
								
	úpět–V	úpěnlivý–A	*					
	zdržet–V	zdrženlivý–A	držet					
	snášet–V	snášenlivý–A						
	mlčet–V	mlčenlivý–A	*					
								
	pravěk–N	pravěký–A	%					
	ozim–N	ozimý–A	zima–N–zima-1					
								
								
	obr–N	obryně–N	*					
	žák–N	žákyně–N	*					
	hloh–N	hlohyně–N	*					
	sok–N	sokyně–N	*					
								
	objet–V	objezd–N	jet–V–jet-1_:T_^(pohybovat_se,_ne_však_chůzí)					
	nadjet–V	nadjezd–N	jet–V–jet-1_:T_^(pohybovat_se,_ne_však_chůzí)					
	přejet–V	přejezd–N	jet–V–jet-1_:T_^(pohybovat_se,_ne_však_chůzí)					
	rozjet–V	rozjezd–N	jet–V–jet-1_:T_^(pohybovat_se,_ne_však_chůzí)					
								
	máslo–N	máslovitý–A						
	šídlo–N	šídlovitý–A						
	železo–N	železovitý–A						
	heslo–N	heslovitý–A	*					
								
	audit–N	auditor–N	*					
								
	tvaroh–N	tvarůžek–N	*					
	roh–N	růžek–N	*					
	batoh–N	batůžek–N	*					
	paroh–N	parůžek–N						
								
								
	kostra–N	kosterní–A						
	veselohra–N	veseloherní–A	%					
	činohra–N	činoherní–A	%					
	bedra–N	bederní–A						
								
	kořalka–N	kořalinka–N						
	průduška–N	průdušinka–N						
	žežulka–N	žežulinka–N						
	matka–N–matka-2_^(maminka)	matinka–N	*					
								
								
	rebel–N	rebelant–N						
	duel–N	duelant–N						
	ministr–N	ministrant–N	*					
	azyl–N	azylant–N	*					
								
	kužel–N	kužílek–N	*					
	manžel–N	manžílek–N	*					
	popel–N	popílek–N						
	korbel–N	korbílek–N	*					
								
								
	síra–N	sířit–V	*					
	jiskra–N	jiskřit–V	*					
								
	bestie–N	bestiální–A	*					
	komedie–N	komediální–A	*					
	bakterie–N	bakteriální–A	*					
	kategorie–N	kategoriální–A	*					
								
	maso–N	masný–A	*					
	proso–N	prosný–A	*					
	žito–N	žitný–A						
								
	odpoledne–N	odpolední–A	poledne					
	dopoledne–N	dopolední–A	poledne					
	poledne–N	polední–A	%					
	zmije–N	zmijí–A	*					
								
	Litoměřice–N	Litoměřicko–N						
	Březnice–N	Březnicko–N						
	Pardubice–N	Pardubicko–N						
	Hejnice–N	Hejnicko–N						
								
	baterie–N	baterka–N	*					
	Žofie–N	Žofka–N	*					
	Natálie–N	Natálka–N	*					
	Lucie–N–Lucie-1_;Y	Lucka–N	*					
								
\	moč–N	močovod–N		%				
\	chám–N	chámovod–N	*	%				
	kouř–N	kouřovod–N		%				
	zvuk–N	zvukovod–N	*	%				
								
	golf–N	golfky–N	*					
	nůž–N	nůžky–N	*					
	tesil–N	tesilky–N	*					
								
								
	prdel–N	prdelačka–N	*					
	zub–N	zubačka–N	*					
								
								
								
	šach–N–šach-1_^(hra)	šachovnice–N	*					
	šperk–N	šperkovnice–N	*					
	dým–N	dýmovnice–N	*					
	hák–N	hákovnice–N	*					
								
	týn–N	týniště–N	*					
	rum–N	rumiště–N	*					
								
								
	byt–N	byteček–N						
	tvor–N	tvoreček–N						
	film–N	filmeček–N	*					
								
								
								
	kořalka–N	kořaleční–A						
	lebka–N	lebeční–A						
	směnka–N	směneční–A	směnit					
	památka–N	památeční–A						
								
	synonymum–N	synonymní–A						
	pejorativum–N	pejorativní–A	*					
	substantivum–N	substantivní–A						
	adjektivum–N	adjektivní–A						
								
	Žatec–N	Žatecko–N						
	Třinec–N	Třinecko–N						
	Prus–N	Prusko–N	*					
	Liberec–N	Liberecko–N	*					
								
	Žofie–N	Žofín–N	*					
	Terezie–N	Terezín–N						
								
								
§	drť–N	drtit–V						
	pečeť–N	pečetit–V	*					
	plsť–N	plstit–V	*					
								
	vlk–N	vlkouš–N	*					
	chochol–N	chocholouš–N	*					
	cukr–N	cukrouš–N	*					
								
	operace–N	operatér–N	operovat					
	restaurace–N	restauratér–N	restaurovat					
	absence–N	absentér–N						
								
	poslanec–N	poslancovat–V						
	válec–N	válcovat–V						
								
	léčba–N	léčebna–N	léčit					
	lučba–N	lučebna–N	loučit					
	platba–N	platebna–N	platit					
								
	spolehnout–V	spoleh–N						
								
	kolba–N	kolbiště–N						
								
	vzduch–N	vzdušný–A						
	ruch–N	rušný–A	*					
								
	náměstek–N	náměstkyně–N						
	pastorek–N	pastorkyně–N						
	svědek–N	svědkyně–N						
								
	kolo–N	koleso–N						
	slovo–N	sloveso–N						
	tělo–N	těleso–N	*					
								
								
								
	mlha–N	mlžit–V	*					
	touha–N	toužit–V	*					
								
	vrch–N	vršit–V	*					
	strach–N	strašit–V	*					
								
	okenice–N	okenička–N	okno					
	vichřice–N	vichřička–N	vichr					
	radlice–N	radlička–N	rádlo					
								
	voltiž–N	voltižér–N	*					
	retuš–N	retušér–N	*					
	start–N	startér–N	*					
								
								
	drát–N	drátěný–A	*					
	kost–N	kostěný–A	*					
	nit–N	nitěný–A	*					
								
	rez–N	rezavý–A						
	kadeř–N	kadeřavý–A	*					
	popel–N	popelavý–A						
								
	osel–N	oslí–A	*					
	sysel–N	syslí–A	*					
	orel–N	orlí–A	*					
								
	Dorota–N	Dorotin–N	*					
	Golda–N	Goldin–N	*					
	Hana–N	Hanin–N	*					
								
	kolize–N	kolidovat–V	*					
	abraze–N	abradovat–V	*					
	eroze–N	erodovat–V	*					
								
	etnický–A	etnicita–N						
	autentický–A	autenticita–N	*					
	autentický–A	autentika–N						
	toxický–A	toxicita–N						
								
	houba–N	houbovitý–A	*					
	cesmína–N	cesmínovitý–A	*					
	pila–N	pilovitý–A	*					
								
	distribuce–N	distribuovat–V	%					
	substituce–N	substituovat–V	%					
	restituce–N	restituovat–V	%					
								
	směnka–N	směnečný–A						
	podmínka–N	podmínečný–A						
	památka–N	památečný–A						
								
	schod–N	schůdek–N						
	obchod–N	obchůdek–N						
	plod–N	plůdek–N	*					
								
	muzeum–N	muzejní–A	*					
	stipendium–N	stipendijní–A	*					
	jubileum–N	jubilejní–A	*					
								
								
	ocas–N	ocásek–N	*					
	rozhlas–N	rozhlásek–N	rozhlásit					
	klas–N	klásek–N	*					
								
	pytlák–N	pytlačit–V	pytel					
	sedlák–N	sedlačit–V						
	mrzák–N	mrzačit–V						
								
	sublimace–N	sublimát–N	sublimovat					
	asimilace–N	asimilát–N	asimilovat					
	elaborace–N	elaborát–N						
								
								
	manko–N	mankař–N	*					
	máslo–N	máslař–N						
	hovno–N	hovnař–N	*					
								
	bordel–N	bordýlek–N	*					
	věrtel–N	věrtýlek–N	*					
	hotel–N	hotýlek–N	*					
								
								
								
	ječet–V	jek–N	*					
	brečet–V	brek–N	*					
	ryčet–V	ryk–N						
								
	kanál–N	kanalizovat–V	*					
	signál–N	signalizovat–V	*					
								
								
	Filipíny–N	Filipínec–N						
	Bahamy–N	Bahamec–N	*					
	Maledivy–N	Maledivec–N	*					
								
								
	sáhodlouhý–A	sáhodlouze–D	%					
	pouhý–A	pouze–D	*					
	strohý–A	stroze–D						
