\	chirurgický–A	chirurgyně–N						
	chirurg–N	chirurgyně–N						
\	chirurgie–N	chirurgyně–N						
\	prostředek–N	střed–N						
\	bezprostředně–D	střed–N						
\	středa–N	střed–N						
\	předem–D	vpřed–D						
\	vepředu–D	vpřed–D						
\	přední–A	vpřed–D						
\	vpředu–D	vpřed–D						
\	udávat–V	údajný–A						
\	udat–V	údajný–A						
	údaj–N	údajný–A						
	tajit–V	tajný–A						
\	tajnost–N	tajný–A						
\	taj–N	tajný–A						
\	hájovna–N	hajný–N						
	hájit–V	hajný–N						
\	obviněný–A	vina–N						
\	voj–N	vina–N						
\	obvinění–N	vina–N						
\	pastva–N	pastvina–N						
\	pastýř–N	pastvina–N						
	pást–V	pastvina–N						
\	pasák–N	pastvina–N						
	doubrava–N	doubravina–N						
\	Doubrava–N	doubravina–N						
\	kupit–V	kupka–N						
	kupa–N	kupka–N						
\	Štěpánův–A	Štěpka–N						
	Štěpán–N	Štěpka–N						
\	Štefan–N	Štěpka–N						
\	rukávník–N	ruka–N						
\	rukavice–N	ruka–N						
	zaručit–V	záruka–N						
\	ručit–V	záruka–N						
\	ruka–N	záruka–N						
\	pozáruční–A	záruka–N						
\	hodit–V	příhoda–N						
	přihodit–V	příhoda–N						
\	hodit–V	výhoda–N						
	vyhodit–V	výhoda–N						
\	dohoda–N	shoda–N						
\	shodnout–V	shoda–N						
\	výhoda–N	shoda–N						
\	shodovat–V	shoda–N						
\	hodit–V	shoda–N						
\	shodit–V	shoda–N						
\	hodit–V	náhoda–N						
	nahodit–V	náhoda–N						
\	rod–N	úroda–N						
\	rodit–V	úroda–N						
\	přirozeno–N	příroda–N						
\	rodit–V	příroda–N						
\	přirozený–A	příroda–N						
\	rod–N	příroda–N						
\	moucha–N	mucholapka–N						
\	lapat–V	mucholapka–N						
\	kapalina–N	kapka–N						
\	kapalný–A	kapka–N						
\	kapat–V	kapka–N						
\	hojně–D	rozhojnit–V						
\	hojnost–N	rozhojnit–V						
\	veřejnost–N	zveřejnit–V						
\	veřejně–D	zveřejnit–V						
	veřejný–A	zveřejnit–V						
\	projektovat–V	projekt–N						
\	projektant–N	projekt–N						
\	projektantka–N	projekt–N						
