	malovat–V	malba–N						
\	olej–N	olejomalba–NC						
\	malba–N	olejomalba–NC						
	dlažba–N	dlažební–A						
\	dláždit–V	dlažební–A						
	služba–N	služební–A						
\	sloužit–V	služební–A						
\	volební–A	volby–N						
\	povolební–A	volby–N						
\	předvolební–A	volby–N						
	volba–N	volby–N						
\	snoubit–V	zásnuby–N						
\	zasnoubení–N	zásnuby–N						
\	Ambrož–N	Brož–N						
\	Ambrožová–N	Brož–N						
\	souložit–V	soulož–N						
	lože–N	soulož–N						
\	ryba–N	rybařina–N						
	rybář–N	rybařina–N						
\	jiřina–N	Jiřina–N						
\	Jiříček–N	Jiřina–N						
	Jiří–N	Jiřina–N						
\	Jiřík–N	Jiřina–N						
\	Jůra–N	Jiřina–N						
\	kocour–N	kočka–N						
\	kotě–N	kočka–N						
\	Vánoce–N	vánočka–N						
	vánoční–A	vánočka–N						
\	Vánoce–N	vánočka–N						
\	podplukovník–N	plukovník–N						
	pluk–N	plukovník–N						
	plukovník–N	podplukovník–N						
\	pluk–N	podplukovník–N						
	tvořit–V	tvor–N						
\	tvořený–A	tvor–N						
\	výtvarný–A	výtvor–N						
\	tvořený–A	výtvor–N						
\	vytváření–N	výtvor–N						
\	vytvářet–V	výtvor–N						
	vytvořit–V	výtvor–N						
\	vytvořený–A	výtvor–N						
\	tvořit–V	výtvor–N						
\	otevřený–A	otvor–N						
	otevřít–V	otvor–N						
	tvor–N	netvor–N						
\	tvořit–V	netvor–N						
\	archivář–N	archivovat–V						
	archiv–N	archivovat–V						
\	archív–N	archivovat–V						
\	aktivita–N	aktivovat–V						
\	aktivismus–N	aktivovat–V						
\	dětinsky–D	dětinštět–V						
	dětinský–A	dětinštět–V						
\	dětinskost–N	dětinštět–V						
\	dítě–N	dětinštět–V						
\	dětinství–N	dětinštět–V						
\	dětinnost–N	dětinštět–V						
\	letadlo–N	letět–V						
\	let–N	letět–V						
\	létat–V	letět–V						
\	letec–N	letět–V						
\	letadlový–A	letět–V						
	fotrovatět–V	zfotrovatět–V						
\	fotr–N	zfotrovatět–V						
\	lucemburský–A	Lucemburk–N						
\	Lucembursko–N	Lucemburk–N						
\	krkolomný–A	krk–N						
\	krčař–N	krk–N						
\	krkat–V	krk–N						
	strkat–V	strk–N						
\	strčit–V	strk–N						
\	les–N	lesopark–N						
\	park–N	lesopark–N						
\	brkat–V	brk–N						
\	brčko–N	brk–N						
	uvědomit–V	uvědomělý–A						
\	vědomost–N	uvědomělý–A						
\	vzrostlý–A	rostlý–A						
\	prorostlý–A	rostlý–A						
\	dorostlý–A	rostlý–A						
\	růstový–A	rostlý–A						
\	porostlý–A	rostlý–A						
\	obrostlý–A	rostlý–A						
\	zarostlý–A	rostlý–A						
\	teploměr–NC	teplý–A						
\	tepláky–N	teplý–A						
\	teplo–N	teplý–A						
\	předpřítomný–A	předminulý–A						
	minulý–A	předminulý–A						
\	bílý–A	černobílý–A						
\	černý–A	černobílý–A						
\	šedý–A	našedlý–A						
\	šedivý–A	našedlý–A						
\	uspat–V	ospalý–A						
	spát–V	ospalý–A						
\	tratit–V	útrata–N						
	utratit–V	útrata–N						
\	píď–N	pata–N						
\	patolízal–NC	pata–N						
\	přikazovat–V	příkazce–N						
\	příkaz–N	příkazce–N						
\	dovoz–N	dovozce–N						
	dovézt–V	dovozce–N						
\	dobrý–A	Dobromila–N						
	Dobromil–NC	Dobromila–N						
\	jaro–N	Jarmila–N						
	Jarmil–N	Jarmila–N						
\	konverse–N	konverzní–A						
	konverze–N	konverzní–A						
	revize–N	revizní–A						
\	revidovat–V	revizní–A						
\	kolchozník–N	kolchozní–A						
	kolchoz–N	kolchozní–A						
	velebit–V	velebný–A						
\	velebníček–N	velebný–A						
\	hanět–V	hanebný–A						
\	pohanět–V	hanebný–A						
	touha–N	toužebný–A						
\	toužit–V	toužebný–A						
	ohýbat–V	ohebný–A						
\	ohýbání–N	ohebný–A						
	Sibiř–N	Sibiřan–N						
	Sibiř–N	Sibiřan–N						
	Káhira–N	Káhiřan–N						
\	káhirský–A	Káhiřan–N						
	Káhira–N	Káhiřan–N						
\	poděkovat–V	vděčný–A						
	vděk–N	vděčný–A						
\	děkovat–V	vděčný–A						
\	buněčný–A	jednobuněčný–AC						
\	buňka–N	jednobuněčný–AC						
\	profesionál–N	profese–N						
\	profesionální–A	profese–N						
\	profesní–A	profese–N						
\	praktika–N	praxe–N						
\	prakticky–D	praxe–N						
\	jiný–A	jinde–D						
\	jindy–D	jinde–D						
\	jinudy–D	jinde–D						
	Prajz–N	prajzský–A						
\	Prajzsko–N	prajzský–A						
	Malta–N	maltézský–N						
\	maltský–A	maltézský–N						
\	beznadějně–D	naděje–N						
\	beznadějný–A	naděje–N						
	nadít–V	naděje–N						
\	bajka–N	báje–N						
\	báječný–A	báje–N						
\	bájit–V	báje–N						
\	vědět–V	zpovědní–A						
	zpověď–N	zpovědní–A						
\	zpovídat–V	zpovědní–A						
\	předpovídat–V	předpovědní–A						
	předpověď–N	předpovědní–A						
	výpověď–N	výpovědní–A						
\	vědět–V	výpovědní–A						
\	znásilnit–V	násilí–N						
	síla–N	násilí–N						
\	usilovat–V	úsilí–N						
\	usilovný–A	úsilí–N						
\	kadeřnictví–N	kadeř–N						
\	kadeřník–N	kadeř–N						
\	kadeřnice–N	kadeř–N						
\	kouřmo–N	kouř–N						
\	kouřit–V	kouř–N						
	nitro–N	uvnitř–D						
\	dovnitř–D	uvnitř–D						
\	zevní–A	uvnitř–D						
\	Chomutovanka–N	Chomutov–N						
\	Chomutovan–N	Chomutov–N						
\	hřbitůvek–N	hřbitov–N						
\	pohřeb–N	hřbitov–N						
	vázat–V	provaz–N						
\	provázat–V	provaz–N						
	obvázat–V	obvaz–N						
\	vázat–V	obvaz–N						
	svázat–V	svaz–N						
\	svazek–N	svaz–N						
\	vázat–V	svaz–N						
	uvázat–V	úvaz–N						
\	vázat–V	úvaz–N						
\	zpochybnění–N	pochyba–N						
\	chyba–N	pochyba–N						
\	pochybovat–V	pochyba–N						
\	bezpochyby–D	pochyba–N						
\	rybí–A	Ryba–N						
	ryba–N	Ryba–N						
\	rybář–N	Ryba–N						
\	rybařit–V	Ryba–N						
\	indoevropský–AC	Indoevropan–N						
\	indoevropština–N	Indoevropan–N						
	Evropa–N	Evropan–N						
\	evropský–A	Evropan–N						
	Evropa–N	Evropan–N						
	zásada–N	zásaditý–A						
\	zasadit–V	zásaditý–A						
\	nápadný–A	nápaditý–A						
\	padat–V	nápaditý–A						
	nápad–N	nápaditý–A						
	sen–N	usnout–V						
\	zesnout–V	usnout–V						
\	spát–V	usnout–V						
\	pamlsek–N	smlsnout–V						
\	mls–N	smlsnout–V						
\	úžasný–A	žasnout–V						
\	úžasně–D	žasnout–V						
\	úžas–N	žasnout–V						
\	kladeč–N	kladina–N						
	klást–V	kladina–N						
\	hladit–V	hladina–N						
	hladký–A	hladina–N						
\	diskotéka–NC	diskžokej–N						
\	žokej–N	diskžokej–N						
\	Ondra–N	Ondřej–N						
	Andrej–N	Ondřej–N						
\	Ondrášek–N	Ondřej–N						
\	Ondráškův–A	Ondřej–N						
\	kráčet–V	kročej–N						
	krok–N	kročej–N						
\	vykolejený–A	kolej–N						
\	kolega–N	kolej–N						
\	Blažena–N	Blažej–N						
	blažený–A	Blažej–N						
\	znormalizovat–V	normální–A						
\	normalizace–N	normální–A						
	norma–N	normální–A						
	normální–A	abnormální–A						
\	abnormita–N	abnormální–A						
\	pitvořit–V	potvora–N						
\	tvořit–V	potvora–N						
\	zavírat–V	závora–N						
	zavřít–V	závora–N						
\	Tukleky–N	klekat–V						
\	klek–N	klekat–V						
	klečet–V	klekat–V						
\	čekárna–N	čekat–V						
\	očekávání–N	čekat–V						
\	pasáž–N	pasovat–V						
	pás–N	pasovat–V						
\	basista–N	basovat–V						
	bas–N	basovat–V						
\	basa–N	basovat–V						
\	špičkový–A	špičkovat–V						
	špička–N	špičkovat–V						
\	znak–N	značkovat–V						
\	znát–V	značkovat–V						
	značka–N	značkovat–V						
\	značit–V	značkovat–V						
\	potentát–N	potence–N						
\	potenciál–N	potence–N						
\	oslnit–V	slunce–N						
\	výsluní–N	slunce–N						
\	slunečný–A	slunce–N						
	proměřit–V	průměr–N						
\	poloměr–NC	průměr–N						
\	měřit–V	průměr–N						
\	míra–N	průměr–N						
	zaměřit–V	záměr–N						
\	mířit–V	záměr–N						
\	měřit–V	poměr–N						
\	míra–N	poměr–N						
	vyměřit–V	výměr–N						
\	měřit–V	výměr–N						
\	míra–N	výměr–N						
\	změřit–V	rozměr–N						
	měřit–V	rozměr–N						
\	míra–N	rozměr–N						
	odměřit–V	odměr–N						
\	měřit–V	odměr–N						
\	sokolovna–N	Sokol–N						
\	sokolský–A	Sokol–N						
\	mongolský–A	Mongol–N						
\	mongolština–N	Mongol–N						
\	vrchní–N	vrchol–N						
	vrch–N	vrchol–N						
\	svrchní–A	vrchol–N						
\	propadat–V	propad–N						
\	pád–N	propad–N						
\	padat–V	propad–N						
	propadnout–V	propad–N						
	dopadnout–V	dopad–N						
\	pád–N	dopad–N						
\	dopadat–V	dopad–N						
\	padat–V	dopad–N						
	odejít–V	odchod–N						
\	chodit–V	odchod–N						
\	odcházet–V	odchod–N						
\	chod–N	odchod–N						
\	chodit–V	podchod–N						
\	chod–N	podchod–N						
\	ornice–N	orba–N						
	orat–V	orba–N						
\	oráč–N	orba–N						
\	odorat–V	orba–N						
\	tvořící–A	tvorba–N						
\	tvůrkyně–N	tvorba–N						
\	tvořený–A	tvorba–N						
\	spolutvůrkyně–N	tvorba–N						
	tvořit–V	tvorba–N						
\	bojovat–V	bojiště–N						
	boj–N	bojiště–N						
\	ohnisko–N	ohniště–N						
	oheň–N	ohniště–N						
\	ukládat–V	úložiště–N						
	uložit–V	úložiště–N						
\	letenka–N	letiště–N						
\	letoun–N	letiště–N						
\	let–N	letiště–N						
\	létat–V	letiště–N						
	letět–V	letiště–N						
	hledět–V	hlediště–N						
\	hledisko–N	hlediště–N						
\	působící–A	působiště–N						
	působit–V	působiště–N						
	útočit–V	útočiště–N						
\	útok–N	útočiště–N						
\	konzerva–N	konzervatoř–N						
\	konzervátor–N	konzervatoř–N						
\	laboratorní–A	laboratoř–N						
\	laborant–N	laboratoř–N						
\	harmonický–A	harmonika–N						
\	harmonie–N	harmonika–N						
\	Korsičan–N	Korsika–N						
\	Korsičanka–N	Korsika–N						
\	mimikry–N	mimika–N						
\	mim–N	mimika–N						
\	muzicírovat–V	muzika–N						
\	muzikant–N	muzika–N						
\	muzicírování–N	muzika–N						
	kazatel–N	kazatelna–N						
\	kázat–V	kazatelna–N						
\	pozorování–N	pozorovatelna–N						
\	pozorně–D	pozorovatelna–N						
	pozorovatel–N	pozorovatelna–N						
\	chirurgický–A	chiruržka–N						
	chirurg–N	chiruržka–N						
\	chirurgie–N	chiruržka–N						
\	náhradník–N	náhražka–N						
\	náhrada–N	náhražka–N						
	soudruh–N	soudružka–N						
\	družka–N	soudružka–N						
\	pohrozit–V	výhrůžka–N						
\	pohrůžka–N	výhrůžka–N						
	váha–N	Váhy–N						
\	vážka–N	Váhy–N						
\	Česko–N	Čechy–N						
\	český–A	Čechy–N						
\	Češka–N	Čechy–N						
	Čech–N	Čechy–N						
\	Čechoameričan–NC	Čechy–N						
\	nešťastný–A	neštěstí–N						
\	naneštěstí–D	neštěstí–N						
	štěstí–N	neštěstí–N						
	neštěstí–N	naneštěstí–D						
\	naštěstí–D	naneštěstí–D						
\	štěstí–N	naneštěstí–D						
\	klást–V	proklad–N						
	prokládat–V	proklad–N						
\	klást–V	doklad–N						
	dokládat–V	doklad–N						
\	důkladně–D	doklad–N						
\	celý–A	celkem–D						
	celek–N	celkem–D						
	hon–N	honem–D						
\	honit–V	honem–D						
\	kvapit–V	kvapem–D						
	kvap–N	kvapem–D						
\	mnoho–D	mnohem–D						
\	mnoho–D	mnohem–D						
\	vepředu–D	předem–D						
\	vpředu–D	předem–D						
\	Slovan–N	Slovák–N						
\	slovenský–A	Slovák–N						
	Slovensko–N	Slovák–N						
\	Slovenka–N	Slovák–N						
	Československo–N	Čechoslovák–N						
\	československý–A	Čechoslovák–N						
\	Čech–N	Čechoslovák–N						
\	Slovák–N	Čechoslovák–N						
	kužel–N	kuželna–N						
\	kuželka–N	kuželna–N						
\	cihlář–N	cihelna–N						
	cihla–N	cihelna–N						
\	cihlový–A	cihelna–N						
\	poroba–N	robota–N						
\	robotovat–V	robota–N						
	robit–V	robota–N						
\	Sobotka–N	Sobota–N						
	sobota–N	Sobota–N						
\	imperialismus–N	impérium–N						
\	imperialista–N	impérium–N						
\	imperializmus–N	impérium–N						
\	imperialistický–A	impérium–N						
	studovat–V	studium–N						
\	studentka–N	studium–N						
\	student–N	studium–N						
\	studentský–A	studium–N						
\	šťovík–N	šťavel–N						
	šťáva–N	šťavel–N						
\	Pavlíček–N	Pavel–N						
\	Pavlína–N	Pavel–N						
\	Pavla–N	Pavel–N						
\	Pavlík–N	Pavel–N						
	dohodnout–V	dohoda–N						
\	hodit–V	dohoda–N						
\	dohodit–V	dohoda–N						
\	dohadovat–V	dohoda–N						
\	pohodlný–A	pohoda–N						
	hodit–V	pohoda–N						
\	pohodit–V	pohoda–N						
\	pít–V	napajedlo–N						
	napájet–V	napajedlo–N						
\	pájet–V	napajedlo–N						
\	pravidelně–D	pravidlo–N						
\	právo–N	pravidlo–N						
\	jídelníček–N	jídlo–N						
\	dojíst–V	jídlo–N						
	jíst–V	jídlo–N						
\	jídelna–N	jídlo–N						
\	jedení–N	jídlo–N						
\	říkadlo–N	pořekadlo–N						
	říct–V	pořekadlo–N						
\	pást–V	pasačka–N						
	pasák–N	pasačka–N						
	bramborový–A	bramboračka–N						
\	brambor–N	bramboračka–N						
\	brambořiště–N	bramboračka–N						
\	brambora–N	bramboračka–N						
\	zelí–N	zelňačka–N						
	zelný–A	zelňačka–N						
\	dudy–N	dudačka–N						
	dudák–N	dudačka–N						
\	jednoduše–D	jednoduchý–AC						
\	zjednodušit–V	jednoduchý–AC						
\	sušit–V	suchý–A						
\	souš–N	suchý–A						
\	suchoprd–NC	suchý–A						
\	namítat–V	vymítat–V						
\	mést–V	vymítat–V						
\	mýtit–V	vymítat–V						
\	namítat–V	promítat–V						
\	mést–V	promítat–V						
\	námitka–N	namítat–V						
\	námět–N	namítat–V						
\	mést–V	namítat–V						
\	namítat–V	odmítat–V						
\	mést–V	odmítat–V						
\	fenomenologie–NC	fenomén–N						
\	fenomenologický–A	fenomén–N						
\	Arménie–N	Armén–N						
\	Arménie–N	Armén–N						
\	všeumělkyně–N	umět–V						
	um–N	umět–V						
\	um–N	rozumět–V						
	umět–V	rozumět–V						
\	rozum–N	rozumět–V						
\	harmonika–N	harmonie–N						
\	harmonium–N	harmonie–N						
\	kolonizovat–V	kolonie–N						
\	kolonialismus–N	kolonie–N						
\	koloniál–N	kolonie–N						
\	kolonizace–N	kolonie–N						
\	Amazonka–N	Amazonie–N						
\	amazonský–A	Amazonie–N						
	starost–N	starostlivý–A						
\	starat–V	starostlivý–A						
\	zapomenout–V	zapomnětlivý–A						
	zapomínat–V	zapomnětlivý–A						
	podfouknout–V	podfuk–N						
\	foukat–V	podfuk–N						
\	učit–V	nedouk–N						
	doučit–V	nedouk–N						
\	samouk–NC	nedouk–N						
\	sexuoložka–N	sexuální–A						
\	sexuologie–NC	sexuální–A						
\	sexualizovat–V	sexuální–A						
\	sexy–A	sexuální–A						
\	homosexuální–A	sexuální–A						
\	sexuolog–N	sexuální–A						
	sexus–N	sexuální–A						
\	sexualizace–N	sexuální–A						
\	sex–N	sexuální–A						
\	asexuál–N	asexuální–A						
	sexuální–A	asexuální–A						
\	sudetský–A	sudeťák–N						
\	Sudety–N	sudeťák–N						
\	sudetský–A	Sudeťák–N						
	Sudety–N	Sudeťák–N						
	brousit–V	brus–N						
\	bruska–N	brus–N						
\	Běloruska–N	Bělorus–N						
	Bělorusko–N	Bělorus–N						
	Bělorusko–N	Bělorus–N						
\	Rus–N	Bělorus–N						
\	pokožka–N	předkožka–N						
	kůže–N	předkožka–N						
\	sto–N	stonožka–N						
\	noha–N	stonožka–N						
\	ředit–V	zřídka–D						
	řídký–A	zřídka–D						
	nabídnout–V	nabídka–N						
\	nabízeč–N	nabídka–N						
\	nabízet–V	nabídka–N						
	clo–N	clít–V						
\	celní–A	clít–V						
\	omílat–V	mlít–V						
\	mlýn–N	mlít–V						
\	plevel–N	plít–V						
\	plečka–N	plít–V						
\	plíva–N	plít–V						
\	měřit–V	úměra–N						
\	míra–N	úměra–N						
\	Věruška–N	Věra–N						
\	víra–N	Věra–N						
\	Věrka–N	Věra–N						
	Děčín–N	Děčíňan–N						
\	děčínský–A	Děčíňan–N						
	Děčín–N	Děčíňan–N						
\	Děčínsko–N	Děčíňan–N						
	Těšín–N	Těšíňan–N						
	Těšín–N	Těšíňan–N						
\	těšínský–A	Těšíňan–N						
	Vsetín–N	Vsetíňan–N						
	Vsetín–N	Vsetíňan–N						
\	čínský–A	Číňan–N						
\	čínsky–D	Číňan–N						
	Čína–N	Číňan–N						
\	čínština–N	Číňan–N						
	Čína–N	Číňan–N						
	Turín–N	Turíňan–N						
	Turín–N	Turíňan–N						
	Anglie–N	anglický–A						
\	anglista–N	anglický–A						
\	Angličan–N	anglický–A						
\	Angličanka–N	anglický–A						
	Anglie–N	anglický–A						
\	anglistka–N	anglický–A						
\	evangelík–N	evangelický–A						
	evangelium–N	evangelický–A						
\	recyklace–N	cyklický–A						
\	cyklón–N	cyklický–A						
	cyklus–N	cyklický–A						
\	recyklovat–V	cyklický–A						
	hledět–V	hledisko–N						
\	hlediště–N	hledisko–N						
\	rašeliniště–N	rašelinisko–N						
	rašelina–N	rašelinisko–N						
\	psík–N	psisko–N						
	pes–N	psisko–N						
\	psovitý–A	psisko–N						
\	psíček–N	psisko–N						
\	nájem–N	nájemce–N						
\	nájemný–A	nájemce–N						
\	přijímač–N	příjemce–N						
\	přijímat–V	příjemce–N						
	přijmout–V	příjemce–N						
\	příjem–N	příjemce–N						
\	kombinace–N	kombinéza–N						
\	kombinovat–V	kombinéza–N						
\	syntetický–A	syntéza–N						
\	teze–N	syntéza–N						
\	div–N	obdiv–N						
\	obdivovat–V	obdiv–N						
\	div–N	podiv–N						
\	podivit–V	podiv–N						
\	podivín–N	podiv–N						
\	div–N	údiv–N						
\	udivit–V	údiv–N						
\	zkalit–V	kal–N						
	kalit–V	kal–N						
\	zákal–N	kal–N						
\	zápalka–N	zápal–N						
\	zapálit–V	zápal–N						
	hora–N	horal–N						
\	pohoří–N	horal–N						
\	žalovat–V	žal–N						
\	oželet–V	žal–N						
	Itálie–N	Ital–N						
	Itálie–N	Ital–N						
\	Michaela–N	Michal–N						
\	Michálek–N	Michal–N						
\	nebožka–N	nebožtík–N						
	nebohý–A	nebožtík–N						
	tlustý–A	tlouštík–N						
\	tloušťka–N	tlouštík–N						
	tma–N	temný–A						
\	zatmění–N	temný–A						
\	psát–V	písemný–A						
	písmo–N	písemný–A						
\	písmeno–N	písemný–A						
\	Turkyně–N	Turecko–N						
\	turecký–A	Turecko–N						
\	turecky–D	Turecko–N						
\	turečtina–N	Turecko–N						
	Turek–N	Turecko–N						
\	Němec–N	Německo–N						
\	německý–A	Německo–N						
	Písek–N	Písecko–N						
	Písek–N	Písecko–N						
\	řečtina–N	Řecko–N						
\	řecký–A	Řecko–N						
	Řek–N	Řecko–N						
\	Řekyně–N	Řecko–N						
\	cementový–A	cementovat–V						
	cement–N	cementovat–V						
\	cementárna–N	cementovat–V						
	dementi–N	dementovat–V						
\	demence–N	dementovat–V						
\	mateří–A	mateřídouška–N						
\	matka–N	mateřídouška–N						
\	letenka–N	letuška–N						
\	letucha–N	letuška–N						
	letět–V	letuška–N						
\	jaký–P	jak–N						
\	jaksi–D	jak–N						
\	jako–J	jak–N						
\	bůhvíkdy–D	bůhvíjak–D						
\	bůh–N	bůhvíjak–D						
\	bůhvíproč–D	bůhvíjak–D						
\	bůhvíkde–D	bůhvíjak–D						
	hrát–V	herec–N						
\	hra–N	herec–N						
\	herec–N	loutkoherec–NC						
\	loutka–N	loutkoherec–NC						
	správce–N	správcovat–V						
\	správcová–N	správcovat–V						
	noc–N	nocovat–V						
\	nočník–N	nocovat–V						
\	noční–A	nocovat–V						
\	noclehárna–N	nocovat–V						
\	nocleh–N	nocovat–V						
\	soud–N	soudcovat–V						
	soudce–N	soudcovat–V						
\	spolupráce–N	pracovat–V						
	práce–N	pracovat–V						
\	pracant–N	pracovat–V						
\	pracoviště–N	pracovat–V						
\	pracovní–A	pracovat–V						
\	pracovitý–A	pracovat–V						
\	hřímat–V	hřmět–V						
	hrom–N	hřmět–V						
\	námitka–N	námět–N						
\	namést–V	námět–N						
\	kov–N	kovář–N						
\	kování–N	kovář–N						
\	podkova–N	kovář–N						
	kovat–V	kovář–N						
	tvar–N	tvář–N						
\	přetvářka–N	tvář–N						
\	poradit–V	rada–N						
\	porada–N	rada–N						
\	poradkyně–N	rada–N						
\	radit–V	rada–N						
\	hradit–V	zahrada–N						
	zahradit–V	zahrada–N						
\	hrad–N	zahrada–N						
\	ohrada–N	zahrada–N						
\	rozumět–V	rozumbrada–N						
\	rozumný–A	rozumbrada–N						
\	rozum–N	rozumbrada–N						
\	hnilička–N	hnít–V						
\	zanítit–V	hnít–V						
	sen–N	snít–V						
\	snář–N	snít–V						
\	snílek–N	snít–V						
\	zesnout–V	snít–V						
	faleš–N	falešný–A						
\	falšovat–V	falešný–A						
\	fešanda–N	fešný–A						
\	fešák–N	fešný–A						
\	železničář–N	železo–N						
\	železný–A	železo–N						
\	železo–N	lamželezo–N						
\	lámat–V	lamželezo–N						
	řehole–N	řeholní–A						
\	řeholnice–N	řeholní–A						
	pole–N	přespolní–A						
\	polní–A	přespolní–A						
	peníze–N	peněžník–N						
\	peníz–N	peněžník–N						
	vápno–N	vápník–N						
\	vápenec–N	vápník–N						
	čaj–N	čajník–N						
\	čajový–A	čajník–N						
\	čajovna–N	čajník–N						
\	chlebíček–N	chlebník–N						
	chléb–N	chlebník–N						
	hlína–N	hliník–N						
\	hlinka–N	hliník–N						
\	dvouplošník–N	jednoplošník–NC						
\	hornoplošník–NC	jednoplošník–NC						
\	dvojplošník–N	jednoplošník–NC						
\	středoplošník–NC	jednoplošník–NC						
\	dolnoplošník–NC	jednoplošník–NC						
\	tratit–V	potrat–N						
	potratit–V	potrat–N						
\	brát–V	obrat–N						
\	obratný–A	obrat–N						
\	obratnost–N	obrat–N						
	obrátit–V	obrat–N						
\	obratlovec–N	obrat–N						
