\	heliosféra–NC	sféra–N						
\	ionosféra–NC	sféra–N						
\	exosféra–NC	sféra–N						
\	iont–N	ionosféra–NC						
\	ion–N	ionosféra–NC						
\	žít–V	prožitek–N						
	prožít–V	prožitek–N						
\	žít–V	požitek–N						
\	požitkářka–N	požitek–N						
\	požitkář–N	požitek–N						
	požít–V	požitek–N						
\	slezský–A	Slezan–N						
	Slezsko–N	Slezan–N						
	Slezsko–N	Slezan–N						
	Kavkaz–N	Kavkazan–N						
	Kavkaz–N	Kavkazan–N						
	Petr–N	Petra–N						
\	Petrová–N	Petra–N						
\	zítřek–N	zítra–D						
\	nazítří–D	zítra–D						
\	popozítří–D	zítra–D						
\	jitro–N	zítra–D						
\	pozítří–D	zítra–D						
\	kosterní–A	kostra–N						
\	kostrbatý–A	kostra–N						
	kost–N	kostra–N						
	kmotr–N	kmotra–N						
\	kmotřenka–N	kmotra–N						
	smrad–N	smradlavý–A						
\	smrdět–V	smradlavý–A						
	bolet–V	bolavý–A						
\	bolest–N	bolavý–A						
\	bolení–N	bolavý–A						
\	bolestný–A	bolavý–A						
	píchat–V	pichlavý–A						
\	píchnout–V	pichlavý–A						
	kopeček–N	kopečkář–N						
\	kopec–N	kopečkář–N						
\	slunce–N	sluníčkář–N						
	sluníčko–N	sluníčkář–N						
	Jordánsko–N	Zajordánsko–N						
	Jordánsko–N	Zajordánsko–N						
	Jordánsko–N	Transjordánsko–N						
	Jordánsko–N	Transjordánsko–N						
\	Marathon–N	Marathón–N						
\	maraton–N	Marathón–N						
\	Marathon–N	maratón–N						
	Marathón–N	maratón–N						
\	maraton–N	maratón–N						
\	špionáž–N	špión–N						
\	špionážní–A	špión–N						
\	bědovat–V	běda–N						
\	bída–N	běda–N						
\	dědeček–N	děda–N						
	děd–N	děda–N						
\	dědit–V	děda–N						
\	Lev–N	lvíček–N						
	lev–N	lvíček–N						
	Kubík–N	Kubíček–N						
\	Jakub–N	Kubíček–N						
\	úrokový–A	úročit–V						
	úrok–N	úročit–V						
\	skrčka–N	krčit–V						
\	krk–N	krčit–V						
\	mučedník–N	mučit–V						
	muka–N	mučit–V						
\	znamenat–V	značit–V						
\	znát–V	značit–V						
\	bezpečí–N	zabezpečit–V						
\	bezpečnost–N	zabezpečit–V						
	kde–D	někde–D						
	kde–D	někde–D						
\	někam–D	někde–D						
\	někam–D	někde–D						
\	leckdy–DC	leckde–D						
\	lecjak–D	leckde–D						
	kde–D	leckde–D						
	kde–D	nikde–D						
	kde–D	nikde–D						
\	nikdy–D	nikde–D						
\	žít–V	přežitek–N						
	přežít–V	přežitek–N						
\	používat–V	užitek–N						
\	využívat–V	užitek–N						
	užít–V	užitek–N						
\	poplatek–N	nedoplatek–N						
\	platba–N	nedoplatek–N						
\	poplatek–N	stornopoplatek–NC						
\	storno–N	stornopoplatek–NC						
	Nymburk–N	Nymburčan–N						
	Nymburk–N	Nymburčan–N						
\	Lucembursko–N	Lucemburčan–N						
\	lucemburský–A	Lucemburčan–N						
	Lucemburk–N	Lucemburčan–N						
	Hamburk–N	Hamburčan–N						
	Hamburk–N	Hamburčan–N						
\	vykřiknout–V	křik–N						
\	křičet–V	křik–N						
\	pokřik–N	křik–N						
\	vykřičník–N	křik–N						
\	vykřičník–N	pokřik–N						
	křičet–V	pokřik–N						
\	křik–N	pokřik–N						
\	vykřičník–N	výkřik–N						
	vykřiknout–V	výkřik–N						
\	křik–N	výkřik–N						
\	let–N	létat–V						
	letět–V	létat–V						
\	nálet–N	nalétat–V						
\	letět–V	nalétat–V						
	Semily–N	Semilan–N						
	Semily–N	Semilan–N						
	Sicílie–N	Sicilan–N						
	Sicílie–N	Sicilan–N						
	mykat–V	smýkat–V						
\	smyk–N	smýkat–V						
\	dotyk–N	dotýkat–V						
\	tknout–V	dotýkat–V						
\	týkat–V	dotýkat–V						
\	slout–V	slýchat–V						
	slyšet–V	slýchat–V						
\	sluch–N	slýchat–V						
\	výslech–N	vyslýchat–V						
\	slýchat–V	vyslýchat–V						
\	rozednění–N	den–N						
\	každodenní–AC	den–N						
	led–N	leden–N						
\	Polednová–N	leden–N						
	zvlášť–D	obzvlášť–D						
\	zvláště–D	obzvlášť–D						
\	plášť–N	pršiplášť–N						
\	pršet–V	pršiplášť–N						
\	hodit–V	výhoz–N						
	vyhodit–V	výhoz–N						
\	hodit–V	přehoz–N						
	přehodit–V	přehoz–N						
\	hodit–V	úhoz–N						
	uhodit–V	úhoz–N						
\	absolvent–N	absolutorium–N						
	absolvovat–V	absolutorium–N						
\	absolventský–A	absolutorium–N						
\	direktorka–N	direktorium–N						
	direktor–N	direktorium–N						
\	kladeč–N	poklad–N						
\	klást–V	poklad–N						
	pokládat–V	poklad–N						
\	předpokládaný–A	předpoklad–N						
\	předpokládat–V	předpoklad–N						
	slevit–V	sleva–N						
\	levný–A	sleva–N						
\	plevel–N	pleva–N						
\	Plevová–N	pleva–N						
\	plíva–N	pleva–N						
\	tesklivý–A	ošklivý–A						
\	stýskat–V	ošklivý–A						
\	trvalý–A	trvanlivý–A						
	trvat–V	trvanlivý–A						
\	filantropický–A	filantrop–N						
	filantropie–NC	filantrop–N						
\	štěpka–N	štěp–N						
\	oštěp–N	štěp–N						
	štěpit–V	štěp–N						
\	Šíp–N	šíp–N						
\	šípek–N	šíp–N						
\	šipka–N	šíp–N						
\	prototyp–NC	typ–N						
\	typický–A	typ–N						
\	pít–V	napájet–V						
\	pájet–V	napájet–V						
\	pití–N	napájet–V						
\	krajíc–N	krájet–V						
\	kraj–N	krájet–V						
\	ukrojit–V	krájet–V						
\	ukrajovat–V	krájet–V						
\	savčí–A	savec–N						
\	sát–V	savec–N						
	savý–A	savec–N						
\	krása–N	krasavec–N						
	krásný–A	krasavec–N						
	kopie–N	kopírovat–V						
\	kopírka–N	kopírovat–V						
\	fotokopírka–N	kopírovat–V						
\	masér–N	masírovat–V						
\	masérský–A	masírovat–V						
\	masérka–N	masírovat–V						
	masáž–N	masírovat–V						
\	jablko–N	Jablunkov–N						
\	Jablunkovsko–N	Jablunkov–N						
\	Ján–N	Jankov–N						
	Jan–N	Jankov–N						
	venku–D	venkov–N						
\	ven–D	venkov–N						
\	zvenku–D	venkov–N						
\	venkovský–A	venkov–N						
\	opora–N	podpora–N						
\	přít–V	podpora–N						
\	podporovat–V	podpora–N						
\	přít–V	opora–N						
\	opírat–V	opora–N						
\	zmocněnkyně–N	zmocnit–V						
\	zmoct–V	zmocnit–V						
\	mocnit–V	zmocnit–V						
\	moct–V	zmocnit–V						
	obecný–A	zobecnit–V						
\	obec–N	zobecnit–V						
\	srdeční–A	srdečný–A						
	srdce–N	srdečný–A						
\	písčitý–A	písečný–A						
\	pískoviště–N	písečný–A						
	písek–N	písečný–A						
	pivovar–NC	pivovárečný–A						
\	pivo–N	pivovárečný–A						
\	Československo–N	Slovensko–N						
\	Slovák–N	Slovensko–N						
\	Česko–N	Československo–N						
\	Česko–N	Československo–N						
\	Slovensko–N	Československo–N						
\	solární–A	sluneční–A						
	slunce–N	sluneční–A						
\	tancovat–V	taneční–A						
	tanec–N	taneční–A						
\	tanečnice–N	taneční–A						
\	tanečník–N	taneční–A						
\	tančit–V	taneční–A						
\	žárovčička–N	žár–N						
\	žárlivý–A	žár–N						
\	hořet–V	žár–N						
\	hořet–V	požár–N						
\	žár–N	požár–N						
\	horký–A	horkovod–N						
\	horko–N	horkovod–N						
	doprovázet–V	doprovod–N						
\	vést–V	doprovod–N						
\	vést–V	psovod–N						
\	vodítko–N	psovod–N						
\	Turecko–N	Turkyně–N						
\	turecký–A	Turkyně–N						
\	Turecko–N	Turkyně–N						
	Turek–N	Turkyně–N						
	potomek–N	potomkyně–N						
\	potomstvo–N	potomkyně–N						
\	otrokářství–N	otrokyně–N						
\	otroctví–N	otrokyně–N						
\	otročit–V	otrokyně–N						
\	otrocký–A	otrokyně–N						
	otrok–N	otrokyně–N						
	voják–N	vojákyně–N						
\	vojačka–N	vojákyně–N						
	poslouchat–V	poslušný–A						
\	slušný–A	poslušný–A						
\	vybuchnout–V	výbušný–A						
	výbuch–N	výbušný–A						
\	padák–N	pád–N						
\	upadnout–V	pád–N						
	padat–V	pád–N						
\	držka–N	držkopád–N						
\	pád–N	držkopád–N						
\	spadnout–V	spád–N						
\	padat–V	spád–N						
	spadat–V	spád–N						
\	pět–V	pětipodlažní–AC						
\	pětipatrový–AC	pětipodlažní–AC						
\	podlaha–N	dvoupodlažní–AC						
\	podlaží–N	dvoupodlažní–AC						
\	podlaha–N	jednopodlažní–AC						
\	podlaží–N	jednopodlažní–AC						
	důchod–N	důchodce–N						
\	důchoďák–N	důchodce–N						
\	převádět–V	převodce–N						
\	převoditelnost–N	převodce–N						
	lobby–N	lobbista–N						
\	lobbovat–V	lobbista–N						
\	arabeska–N	arabista–N						
	arabština–N	arabista–N						
\	Arabka–N	arabista–N						
\	Arab–N	arabista–N						
\	arabský–A	arabista–N						
\	nakladatelství–N	náklad–N						
\	klást–V	náklad–N						
	naložit–V	náklad–N						
\	nakládat–V	náklad–N						
\	založení–N	základ–N						
\	zakládat–V	základ–N						
\	klást–V	základ–N						
\	nastupovat–V	nástup–N						
\	stoupat–V	nástup–N						
\	zástupce–N	zástup–N						
	zastoupit–V	zástup–N						
	naklonit–V	náklon–N						
\	náklonnost–N	náklon–N						
\	klonit–V	záklon–N						
	zaklonit–V	záklon–N						
	občas–D	občasný–A						
	občas–D	občasný–A						
	čas–N	předčasný–A						
\	časně–D	předčasný–A						
	svědčit–V	svědečné–N						
\	svědek–N	svědečné–N						
	stočit–V	stočné–N						
\	stoka–N	stočné–N						
\	točit–V	stočné–N						
\	fotopřístroj–NC	fotit–V						
\	fotoaparát–NC	fotit–V						
\	fotograf–N	fotit–V						
\	fotografie–NC	fotit–V						
	hodnota–N	hodnotit–V						
\	hodnotný–A	hodnotit–V						
\	Bělorusko–N	Běloruska–N						
\	Bělorusko–N	Běloruska–N						
	Bělorus–N	Běloruska–N						
\	Rus–N	Běloruska–N						
\	ztroskotanec–N	troska–N						
\	ztroskotat–V	troska–N						
\	trosečník–N	troska–N						
\	psát–V	propiska–N						
\	propisovat–V	propiska–N						
\	laskat–V	láska–N						
\	laskavost–N	láska–N						
\	laskání–N	láska–N						
\	laskavý–A	láska–N						
\	náves–N	víska–N						
	ves–N	víska–N						
	defilé–N	defilovat–V						
\	defilírka–N	defilovat–V						
\	milenec–N	milovat–V						
\	miláček–N	milovat–V						
\	milec–N	milovat–V						
	milý–A	milovat–V						
\	milenka–N	milovat–V						
\	síla–N	usilovat–V						
	úsilí–N	usilovat–V						
\	pilový–A	pilovat–V						
\	pilník–N	pilovat–V						
	pila–N	pilovat–V						
\	dělit–V	rozdíl–N						
	rozdělit–V	rozdíl–N						
\	díl–N	rozdíl–N						
\	dělení–N	podíl–N						
\	dělit–V	podíl–N						
\	díl–N	podíl–N						
	podělit–V	podíl–N						
\	škvarek–N	škvára–N						
	škvařit–V	škvára–N						
	šťárat–V	šťára–N						
\	šťourat–V	šťára–N						
\	roubík–N	rubat–V						
\	rubáš–N	rubat–V						
	hloub–N	hloubat–V						
\	hloubka–N	hloubat–V						
	debutovat–V	debutant–N						
\	debut–N	debutant–N						
\	projekt–N	projektant–N						
	projektovat–V	projektant–N						
\	pochybný–A	pochybovat–V						
\	pochybnost–N	pochybovat–V						
\	chyba–N	pochybovat–V						
	pochyba–N	pochybovat–V						
\	zpochybnění–N	pochybovat–V						
\	chybovat–V	pochybovat–V						
	lobby–N	lobbovat–V						
\	lobbista–N	lobbovat–V						
\	potřeba–N	potřebovat–V						
\	potřebný–A	potřebovat–V						
\	patnáctka–N	šestnáctka–N						
\	sedmnáctka–N	šestnáctka–N						
\	šestnáctka–N	patnáctka–N						
\	čtrnáctka–N	patnáctka–N						
\	Vlach–N	Valach–N						
\	Valašsko–N	Valach–N						
\	valaština–N	Valach–N						
\	valašský–A	Valach–N						
\	Kazachstán–N	Kazach–N						
\	kazachstánský–A	Kazach–N						
\	Kazachstán–N	Kazach–N						
\	kazaština–N	Kazach–N						
\	páchnout–V	zápach–N						
	pach–N	zápach–N						
	český–A	češství–N						
\	Čech–N	češství–N						
\	hajný–N	hájemství–N						
	hájit–V	hájemství–N						
\	podoba–N	podobenství–N						
	podobný–A	podobenství–N						
\	podobnost–N	podobenství–N						
	zpráva–N	zpravodaj–N						
\	zpravit–V	zpravodaj–N						
\	údajný–A	údaj–N						
\	udávat–V	údaj–N						
	udat–V	údaj–N						
\	údajně–D	údaj–N						
	žid–N	židovka–N						
\	židovstvo–N	židovka–N						
\	židovství–N	židovka–N						
\	Žid–N	židovka–N						
	Tatra–N	tatrovka–N						
	Tatra–N	tatrovka–N						
\	brojit–V	zbrojovka–N						
	zbrojit–V	zbrojovka–N						
\	úvazek–N	vázat–V						
\	vaz–N	vázat–V						
\	závazek–N	vázat–V						
\	vězet–V	vázat–V						
\	liz–N	lízat–V						
\	patolízal–NC	lízat–V						
\	třináctka–N	dvanáctka–N						
\	dvanáctník–N	dvanáctka–N						
\	třináctka–N	čtrnáctka–N						
\	patnáctka–N	čtrnáctka–N						
\	brojit–V	zbroj–N						
\	ozbrojený–A	zbroj–N						
\	zbrojit–V	zbroj–N						
\	vyzbrojit–V	výzbroj–N						
\	zbrojit–V	výzbroj–N						
\	zbrojit–V	rozbroj–N						
\	brojit–V	rozbroj–N						
\	párat–V	pramen–N						
\	pramenit–V	pramen–N						
\	ukamenovat–V	kámen–N						
\	lomikámen–NC	kámen–N						
	váha–N	vážit–V						
\	vaz–N	vážit–V						
\	Váhy–N	vážit–V						
\	dražební–A	dražit–V						
	drahý–A	dražit–V						
	soutěž–N	soutěžit–V						
\	těžit–V	soutěžit–V						
\	maturantka–N	maturovat–V						
\	maturant–N	maturovat–V						
\	maturita–N	maturovat–V						
\	maturitní–A	maturovat–V						
\	konkurence–N	konkurovat–V						
\	konkurenceschopný–AC	konkurovat–V						
						
