	projímat–V	průjem–N						
\	jímat–V	průjem–N						
\	přijímat–V	příjem–N						
\	jímat–V	příjem–N						
	přijmout–V	příjem–N						
\	přijímač–N	příjem–N						
\	zájemkyně–N	zájem–N						
	zajímat–V	zájem–N						
\	jímat–V	zájem–N						
\	exportní–A	exportovat–V						
	export–N	exportovat–V						
\	sportovní–A	sportovat–V						
\	sportovně–D	sportovat–V						
	sport–N	sportovat–V						
\	importér–N	importovat–V						
	import–N	importovat–V						
\	vodit–V	vůdce–N						
	vést–V	vůdce–N						
\	voj–N	vojevůdce–N						
\	vůdce–N	vojevůdce–N						
\	vést–V	vojevůdce–N						
	svést–V	svůdce–N						
\	vůdce–N	svůdce–N						
\	zítřejší–A	zítřek–N						
	zítra–D	zítřek–N						
\	jitro–N	zítřek–N						
	zítra–D	zítřek–N						
\	dovnitř–D	vnitřek–N						
\	vnitro–N	vnitřek–N						
	uvnitř–D	vnitřek–N						
\	vnitřnost–N	vnitřek–N						
\	vnitřní–A	vnitřek–N						
\	měření–N	měřice–N						
	měřit–V	měřice–N						
\	lítý–A	Litoměřice–N						
\	Litoměřicko–N	Litoměřice–N						
\	přespříliš–D	příliš–D						
\	lišit–V	příliš–D						
\	fetišista–N	fetiš–N						
\	fetišismus–N	fetiš–N						
	šedý–A	šeď–N						
\	šedivý–A	šeď–N						
\	zedník–N	zeď–N						
\	zazdít–V	zeď–N						
\	zdít–V	zeď–N						
\	zděný–A	zeď–N						
\	čeledín–N	čeleď–N						
\	čeledník–N	čeleď–N						
\	vážený–A	váha–N						
\	povaha–N	váha–N						
\	Váhy–N	váha–N						
\	vlažný–A	vláha–N						
\	vlhký–A	vláha–N						
\	vlhko–N	vláha–N						
	Karviná–N	Karvinsko–N						
\	karvinský–A	Karvinsko–N						
\	lounský–A	Lounsko–N						
	Louny–N	Lounsko–N						
	Kladno–N	Kladensko–N						
\	Kladeňák–N	Kladensko–N						
\	instrumentál–N	instrument–N						
\	instrumentální–A	instrument–N						
\	dokumentární–A	dokument–N						
\	dokumentace–N	dokument–N						
	iont–N	kationt–N						
\	ion–N	kationt–N						
	iont–N	aniont–N						
\	ion–N	aniont–N						
\	vyvratitelný–A	vývrat–N						
\	vyvracet–V	vývrat–N						
	vyvrátit–V	vývrat–N						
\	převratný–A	převrat–N						
	převrátit–V	převrat–N						
\	vrtět–V	kolovrat–N						
\	kolo–N	kolovrat–N						
\	vratný–A	návrat–N						
\	vrátit–V	návrat–N						
	navrátit–V	návrat–N						
	túra–N	turistika–N						
\	turista–N	turistika–N						
\	kanoistka–N	kanoistika–N						
\	kanoista–N	kanoistika–N						
	kánoe–N	kanoistika–N						
\	Urban–N	urbanistika–N						
\	urbanismus–N	urbanistika–N						
\	lingvista–N	lingvistika–N						
\	lingvistka–N	lingvistika–N						
\	žravý–A	hmyzožravý–A						
\	hmyz–N	hmyzožravý–A						
\	maso–N	masožravý–A						
\	žravý–A	masožravý–A						
\	levobok–NC	bok–N						
\	boční–A	bok–N						
\	pravobok–NC	bok–N						
\	cvokhaus–N	cvok–N						
\	zcvoknout–V	cvok–N						
\	mechanika–N	mechanička–N						
\	mechanický–A	mechanička–N						
	mechanik–N	mechanička–N						
	spodní–A	spodnička–N						
\	pod–A	spodnička–N						
\	žrout–N	mrchožrout–N						
\	mrchožravý–A	mrchožrout–N						
\	mrcha–N	mrchožrout–N						
\	mršina–N	mrchožrout–N						
\	žrout–N	žabožrout–N						
\	žába–N	žabožrout–N						
	radikální–A	radikalizovat–V						
\	radikál–N	radikalizovat–V						
\	lokalita–N	lokalizovat–V						
	lokální–A	lokalizovat–V						
\	půlit–V	polovina–N						
	půl–N	polovina–N						
\	nadpoloviční–A	polovina–N						
	rak–N	rakovina–N						
\	rakovinotvorný–AC	rakovina–N						
\	vrchol–N	vrchovina–N						
	vrch–N	vrchovina–N						
\	plavání–N	plavčík–N						
	plavat–V	plavčík–N						
\	plavba–N	plavčík–N						
\	poručík–N	generálporučík–N						
\	generál–N	generálporučík–N						
\	řadit–V	řada–N						
\	řád–N	řada–N						
\	zařadit–V	řada–N						
\	řadící–A	řada–N						
\	vadit–V	závada–N						
\	vadný–A	závada–N						
\	pohromadě–D	hromada–N						
\	dohromady–D	hromada–N						
\	shromažďovat–V	hromada–N						
\	Kanaďanka–N	Kanada–N						
\	Kanaďan–N	Kanada–N						
\	bojovat–V	boj–N						
\	bojiště–N	boj–N						
	nabít–V	náboj–N						
\	nabíjet–V	náboj–N						
\	hradubický–A	Pardubice–N						
\	Pardubicko–N	Pardubice–N						
