	psát–V	písař–N						
\	písanka–N	písař–N						
\	stoper–N	stopař–N						
	stopovat–V	stopař–N						
\	stopa–N	stopař–N						
\	stop–N	stopař–N						
	víno–N	vinař–N						
\	vinice–N	vinař–N						
	brusle–N	bruslař–N						
\	bruslit–V	bruslař–N						
\	bruslení–N	bruslař–N						
	koblih–N	koblížek–N						
\	kobliha–N	koblížek–N						
	kříž–N	křížek–N						
\	křižovatka–N	křížek–N						
\	křížovka–N	křížek–N						
\	sněhový–A	snížek–N						
	sníh–N	snížek–N						
	kožich–N	kožešina–N						
\	kůže–N	kožešina–N						
\	sobol–N	kožešina–N						
	starý–A	stařešina–N						
\	starosta–N	stařešina–N						
\	starý–N	stařešina–N						
\	darovat–V	zdarma–D						
\	darmožrout–NC	zdarma–D						
	darmo–D	zdarma–D						
\	parmezán–N	Parma–N						
\	parmazán–N	Parma–N						
\	kouzelný–A	kouzlit–V						
	kouzlo–N	kouzlit–V						
	půl–N	půlit–V						
\	půlka–N	půlit–V						
\	půle–N	půlit–V						
	půl–N	půlit–V						
\	polovina–N	půlit–V						
\	vysvětlit–V	osvětlit–V						
	světlo–N	osvětlit–V						
\	krása–N	krášlit–V						
	krásný–A	krášlit–V						
\	Okrouhlice–N	zaokrouhlit–V						
\	okrouhlice–N	zaokrouhlit–V						
\	kruh–N	zaokrouhlit–V						
	okrouhlý–A	zaokrouhlit–V						
\	Valašsko–N	Valaška–N						
\	valašský–A	Valaška–N						
	Valach–N	Valaška–N						
\	Kazachstán–N	Kazaška–N						
	Kazach–N	Kazaška–N						
\	Kazachstán–N	Kazaška–N						
\	kazaština–N	Kazaška–N						
\	pohraničí–N	zahraničí–N						
	hranice–N	zahraničí–N						
\	hrana–N	zahraničí–N						
\	zahraničí–N	pohraničí–N						
\	hraničit–V	pohraničí–N						
	hranice–N	pohraničí–N						
\	pohraniční–A	pohraničí–N						
\	hrana–N	pohraničí–N						
\	zahraničí–N	příhraničí–N						
\	hraničit–V	příhraničí–N						
	hranice–N	příhraničí–N						
\	váha–N	úvaha–N						
\	uvažovat–V	úvaha–N						
	uvážit–V	úvaha–N						
\	váha–N	odvaha–N						
\	odvážlivkyně–N	odvaha–N						
\	váha–N	převaha–N						
	převážit–V	převaha–N						
	považovat–V	povaha–N						
\	váha–N	povaha–N						
\	váha–N	rozvaha–N						
\	rozvážnost–N	rozvaha–N						
	poradna–N	poradenský–A						
\	rada–N	poradenský–A						
\	radit–V	poradenský–A						
	panna–N	panenský–A						
\	panenka–N	panenský–A						
\	duch–N	duchovenský–A						
	duchovní–N	duchovenský–A						
\	živnostník–N	živnostenský–A						
	živnost–N	živnostenský–A						
\	živnostnice–N	živnostenský–A						
	moc–N	mocenský–A						
\	moc–D	mocenský–A						
\	společný–A	společenský–A						
	společnost–N	společenský–A						
\	spolu–D	společenský–A						
\	zplynovat–V	plyn–N						
\	plynout–V	plyn–N						
\	plyn–N	svítiplyn–N						
\	světlo–N	svítiplyn–N						
