6564	nebezpečí	N
6547	tenkrát	D
6545	moment	N
6544	turnaj	N
6524	větev	N
6506	cigareta	N
6500	mobil	N
6471	sůl	N
6450	předem	D
6442	blok	N
6427	kamera	N
6412	dáma	N
6410	klíč	N
6399	nutit	V
6393	design	N
6385	diskuse	N
6382	suchý	A
6378	pár	N
6372	strategie	N
6363	hnědý	A
6359	soused	N
6318	kopec	N
6317	trasa	N
6215	kdykoli	D
6201	díra	N
6174	břicho	N
6171	komora	N
6163	váha	N
6161	podpořit	V
6151	planeta	N
6143	symbol	N
6127	náhodou	D
6102	košile	N
6094	prach	N
6092	volit	V
6090	šedý	A
6067	interiér	N
6062	údolí	N
6054	strop	N
6028	jezero	N
6021	míč	N
5988	skála	N
5969	bolet	V
5953	střed	N
5952	konference	N
5949	hrůza	N
5949	svědek	N
5941	chytrý	A
5923	nůž	N
5903	koukat	V
5894	gen	N
5886	mířit	V
5884	mír	N
5854	teda	D
5854	oběd	N
5851	tenký	A
5850	rovný	A
5841	dvojice	N
5837	chléb	N
5835	houba	N
5834	mlčet	V
5828	oficiální	A
5825	dole	D
5822	vzhůru	D
5822	kouč	N
5817	dluh	N
5809	stoupat	V
5807	kino	N
5797	efekt	N
5781	trávit	V
5763	vzácný	A
5762	trápit	V
5708	kalhoty	N
5705	rudý	A
5702	galerie	N
5683	málem	D
5675	motiv	N
5673	povinný	A
5660	kov	N
5656	ihned	D
5652	zóna	N
5642	konstatovat	V
5609	budoucno	N
5602	rys	N
5577	kampaň	N
5544	prostý	A
5542	písek	N
5536	bar	N
5524	smutný	A
5505	top	A
5503	taška	N
5461	negativní	A
5429	jih	N
5421	kořen	N
5417	hustý	A
5394	finále	N
5383	kmen	N
5382	chudý	A
5378	dopředu	D
5372	sever	N
5344	hodný	A
5343	úloha	N
5326	revoluce	N
5316	linie	N
5304	disk	N
5296	kritika	N
5256	jeskyně	N
5243	server	N
5226	sex	N
5218	start	N
5206	měkký	A
5194	pás	N
5181	úhel	N
5179	následný	A
5162	dav	N
5160	zírat	V
5140	najevo	D
5110	kanál	N
5095	ovoce	N
5069	fronta	N
5066	měřit	V
5054	kandidát	N
5034	úsilí	N
5032	sval	N
5027	letět	V
5025	bazén	N
5011	říše	N
5005	konflikt	N
5000	reklama	N
4974	pusa	N
4964	emoce	N
4958	vejce	N
4950	plakat	V
4945	populární	A
4938	panel	N
4937	znamení	N
4935	vedoucí	N
4920	varovat	V
4909	pořad	N
4899	brýle	N
4891	hrubý	A
4886	skříň	N
4886	socha	N
4868	zdaleka	D
4868	klesat	V
4844	láhev	N
4833	sezóna	N
4830	cyklus	N
4828	parlament	N
4823	premiéra	N
4818	stěžovat	V
4801	hospoda	N
4788	reforma	N
4777	sladký	A
4773	nemovitost	N
4773	dýchat	V
4757	kněz	N
4748	čtvrtek	N
4729	terén	N
4719	zázrak	N
4712	hromada	N
4711	zásoba	N
4706	jevit	V
4705	zpočátku	D
4698	palác	N
4696	tunel	N
4691	osa	N
4683	plášť	N
4652	tlustý	A
4650	odvaha	N
4641	dohodnout	V
4637	minimální	A
4630	agent	N
4616	dík	N
4607	báseň	N
4604	mohutný	A
4604	prospěch	N
4579	pláž	N
4570	lid	N
4568	soudit	V
4567	stadión	N
4553	tip	N
4548	slavit	V
4545	přísný	A
4542	zvedat	V
4541	droga	N
4540	kříž	N
4535	hovor	N
4529	pohár	N
4507	hlad	N
4506	gesto	N
4481	investovat	V
4451	teta	N
4438	talíř	N
4425	hřbitov	N
4412	maska	N
4384	krabice	N
4384	cestující	N
4378	pošta	N
4377	heslo	N
4369	kabát	N
4357	standard	N
4354	profil	N
4353	podobat	V
4338	tvářit	V
4330	hluk	N
4323	kout	N
4315	svítit	V
4315	koberec	N
4300	intenzívní	A
4292	tuna	N
4287	akademie	N
4269	pomalý	A
4258	šetřit	V
4251	rádio	N
4225	tanec	N
4214	odstín	N
4212	litr	N
4210	čtvrt	N
4207	pas	N
4185	skočit	V
4180	nahý	A
4177	kritérium	N
4176	generál	N
4174	souhlas	N
4168	žaludek	N
4168	akcie	N
4166	náměstek	N
4166	album	N
4153	definovat	V
4143	lžíce	N
4142	paprsek	N
4139	experiment	N
4136	lákat	V
4135	terasa	N
4125	klobouk	N
4124	pauza	N
4107	etapa	N
4092	klášter	N
4086	písmeno	N
4081	požár	N
4076	pruh	N
4066	podezření	N
4059	příbuzný	N
4057	tempo	N
4047	medaile	N
4046	tuk	N
4041	absolvovat	V
4039	kolej	N
4033	stabilní	A
4024	máslo	N
4017	software	N
4015	archiv	N
4012	louka	N
4004	debata	N
4003	kapka	N
3991	koncept	N
3989	čára	N
3987	jakoby	D
3987	úterý	N
3985	laboratoř	N
3980	publikum	N
3977	nula	N
3973	skvrna	N
3969	legenda	N
3949	líto	D
3935	takřka	D
3933	talent	N
3932	koalice	N
3923	frekvence	N
3921	absolutní	A
3915	argument	N
3912	důraz	N
3899	lampa	N
3899	chrám	N
3894	nádoba	N
3890	video	N
3890	přimět	V
3881	veselý	A
3874	expert	N
3865	roztok	N
3861	aspekt	N
3861	duel	N
3859	hloupý	A
3857	lahev	N
3857	kabina	N
3846	intenzita	N
3846	živit	V
3845	vila	N
3839	lídr	N
3828	dotýkat	V
3825	strčit	V
3825	disciplína	N
3822	hlídat	V
3807	hokej	N
3794	kontext	N
3788	včela	N
3776	kauza	N
3760	poměry	N
3753	základna	N
3739	pilot	N
3734	tendence	N
3711	kouzlo	N
3708	pozoruhodný	A
3706	pleť	N
3706	výrok	N
3697	oceán	N
3694	baterie	N
3692	doopravdy	D
3676	pěst	N
3664	bezpečí	N
3663	koule	N
3654	útvar	N
3643	senior	N
3638	podzemní	A
3635	vrah	N
3629	inspirovat	V
3617	trocha	N
3616	hruď	N
3615	zapomínat	V
3612	komplex	N
3610	kufr	N
3602	nerv	N
3595	recept	N
3594	rekord	N
3585	hornina	N
3584	mínit	V
3573	brada	N
3566	anděl	N
3564	mlha	N
3550	myš	N
3546	stezka	N
3545	provázet	V
3539	komentovat	V
3538	sklep	N
3538	statistika	N
3529	vítat	V
3524	sýr	N
3509	předek	N
3506	mrak	N
3504	mráz	N
3504	třást	V
3499	trefit	V
3481	kouř	N
3479	papež	N
3471	růže	N
3471	fórum	N
3467	primátor	N
3466	peklo	N
3464	komunita	N
3447	pistole	N
3446	polévka	N
3435	gymnázium	N
3435	plátno	N
3433	pytel	N
3431	shoda	N
3430	sloup	N
3428	mizet	V
3425	kloub	N
3423	posléze	D
3419	pánev	N
3417	medicína	N
3416	strýc	N
3411	všímat	V
3394	plíce	N
3392	post	N
3387	mzda	N
3387	trénovat	V
3387	atom	N
3384	daleký	A
3379	respektive	D
3376	vztek	N
3376	šťáva	N
3374	kód	N
3369	beton	N
3364	císař	N
3359	lavice	N
3359	koza	N
3350	lokální	A
3349	hrana	N
3347	chalupa	N
3340	mrzet	V
3339	koš	N
3332	téci	V
3326	sahat	V
3326	důl	N
3319	molekula	N
3318	sekunda	N
3315	stres	N
3308	kabel	N
3304	ráj	N
3302	nápoj	N
3301	klín	N
3295	pult	N
3294	prezentovat	V
3293	zákoník	N
3292	pero	N
3292	hádat	V
3290	pata	N
3285	nato	D
3283	kráva	N
3277	úcta	N
3276	drama	N
3276	management	N
3275	báze	N
3265	vlákno	N
3262	polštář	N
3261	limit	N
3254	kaple	N
3252	šok	N
3252	hlína	N
3250	palec	N
3239	fantazie	N
3236	ropa	N
3231	korupce	N
3230	štíhlý	A
3227	lež	N
3224	střídat	V
3222	podnět	N
3221	obočí	N
3209	hřbet	N
3204	katastrofa	N
3204	paluba	N
3201	náhlý	A
3200	humor	N
3199	pohovka	N
3182	vize	N
3180	drsný	A
3177	samota	N
3173	rám	N
3172	síň	N
3167	nehet	N
3161	pot	N
3159	mouka	N
3151	volant	N
3150	tyč	N
3140	jednička	N
3137	hrdlo	N
3129	móda	N
3127	komedie	N
3123	modul	N
3121	blesk	N
3116	keř	N
3105	blázen	N
3103	jablko	N
3101	bouře	N
3101	meč	N
3097	spravedlivý	A
3096	těsný	A
3092	med	N
3085	bledý	A
3077	holý	A
3075	budovat	V
3072	priorita	N
3071	fasáda	N
3067	terapie	N
3065	uplatnit	V
3062	ložisko	N
3060	vojsko	N
3055	modlit	V
3054	novela	N
3049	žánr	N
3046	slepý	A
3044	neustálý	A
3044	hnát	V
3039	odstup	N
3033	profese	N
3027	pátrat	V
3019	medvěd	N
3016	těsto	N
3015	stehno	N
3013	krystal	N
3010	štít	N
3007	vášeň	N
3006	protest	N
3002	poezie	N
2998	monitor	N
2996	hmyz	N
2996	sféra	N
2994	portrét	N
2990	mince	N
2984	žíla	N
2981	raný	A
2981	odhadnout	V
2979	tragedie	N
2978	salát	N
2969	krutý	A
2969	divize	N
2968	zvát	V
2966	pach	N
2959	železo	N
2958	trouba	N
2951	spěchat	V
2937	had	N
2935	kůra	N
2934	éra	N
2933	křižovatka	N
2932	pestrý	A
2932	vtip	N
2931	kolekce	N
2927	vázat	V
2923	pálit	V
2910	dbát	V
2903	vlk	N
2898	disponovat	V
2896	garáž	N
2896	ateliér	N
2896	biskup	N
2895	seminář	N
2894	rozhraní	N
2893	legrace	N
2883	tramvaj	N
2877	inteligence	N
2868	půlnoc	N
2865	lézt	V
2859	institut	N
2853	radovat	V
2851	cibule	N
2851	drát	N
2850	vtom	D
2849	senát	N
2847	autorita	N
2843	spektrum	N
2840	dozadu	D
2832	spoléhat	V
2828	komunikovat	V
2826	advokát	N
2825	akorát	D
2823	rozhodčí	N
2822	hrabě	N
2807	emise	N
2805	fenomén	N
2799	čokoláda	N
2795	křehký	A
2795	show	N
2791	vana	N
2791	plavat	V
2790	postupný	A
2788	schéma	N
2784	mlčky	D
2771	dres	N
2771	loket	N
2768	deprese	N
2765	režie	N
2762	kotel	N
2759	prevence	N
2758	vrch	N
2758	prvý	A
2755	vonět	V
2746	bomba	N
2743	náruč	N
2737	alternativa	N
2735	vlast	N
2730	okres	N
2723	kopie	N
2718	půjčit	V
2713	oxid	N
2698	platforma	N
2694	zhluboka	D
2690	nezaměstnanost	N
2689	práh	N
2683	rodit	V
2668	farma	N
2665	stříbro	N
2659	udeřit	V
2658	čert	N
2656	šperk	N
2654	ves	N
2654	opora	N
2653	tabule	N
2646	mýlit	V
2640	odvětví	N
2639	plést	V
2636	inženýr	N
2632	horizont	N
2631	chata	N
2629	hnízdo	N
2627	česnek	N
2627	matematika	N
2626	lev	N
2623	idea	N
2619	tableta	N
2615	prase	N
2615	nadace	N
2608	verš	N
2607	chlad	N
2604	tuhý	A
2599	maximum	N
2597	foto	N
2588	čerpat	V
2581	hůl	N
2574	minerál	N
2574	okamžitý	A
2573	kontinent	N
2571	ulevit	V
2568	pronikat	V
2567	kladný	A
2566	hoch	N
2565	záhy	D
2564	šeptat	V
2564	personál	N
2564	mez	N
2561	odsud	D
2558	naplno	D
2554	vitamín	N
2553	klima	N
2552	box	N
2552	malovat	V
2549	muzika	N
2547	ignorovat	V
2546	salón	N
2544	suma	N
2542	vedle	D
2541	balík	N
2537	lov	N
2532	nejistota	N
2531	člun	N
2530	bakterie	N
2527	detektiv	N
2526	bunda	N
2526	zmocnit	V
2525	matčin	A
2524	univerzální	A
2519	slušet	V
2517	tajemný	A
2516	princ	N
2510	kilo	N
2503	logika	N
2501	vyslat	V
2500	krém	N
2498	perspektiva	N
2496	křik	N
2492	respekt	N
2484	jednota	N
2480	obřad	N
2476	hřích	N
2475	identifikovat	V
2472	rezerva	N
2472	tiskárna	N
2469	faktum	N
2468	pára	N
2466	krb	N
2465	pódium	N
2463	škála	N
2463	akt	N
2459	končetina	N
2458	zdobit	V
2454	plast	N
2453	komín	N
2449	vektor	N
2447	iniciativa	N
2441	hrnec	N
2439	trojice	N
2438	deka	N
2436	sako	N
2434	rytíř	N
2427	kompetence	N
2426	pasivní	A
2425	klinika	N
2424	zakládat	V
2423	aplikovat	V
2422	uprostřed	D
2418	ocel	N
2416	respondent	N
2412	solární	A
2412	hit	N
2412	lhůta	N
2410	metro	N
2410	pláč	N
2408	pochyba	N
2406	zábradlí	N
2404	sekvence	N
2401	zvolna	D
2396	znova	D
2394	cvičit	V
2394	organizovat	V
2393	partie	N
2392	šikovný	A
2386	karlovarský	A
2386	pilíř	N
2383	ruch	N
2379	řetěz	N
2377	chaos	N
2375	primární	A
2364	iluze	N
2363	tahat	V
2360	android	N
2359	ikona	N
2358	řvát	V
2350	plech	N
2348	favorit	N
2347	odvětit	V
2346	sekce	N
2344	mříž	N
2344	past	N
2335	průvod	N
2335	líbat	V
2332	externí	A
2331	bít	V
2331	nevýhoda	N
2330	oblak	N
2326	stadium	N
2324	nitro	N
2324	absence	N
2319	super	A
2319	nezávislost	N
2318	cela	N
2316	orchestr	N
2315	drak	N
2311	mýtus	N
2310	hrdý	A
2309	stáj	N
2308	všední	A
2307	skromný	A
2305	vyhlídka	N
2305	samec	N
2302	ideál	N
2302	hladit	V
2301	mezera	N
2300	filtr	N
2299	ambice	N
2298	publikovat	V
2297	parta	N
2297	opak	N
2295	radní	N
2295	licence	N
2293	prkno	N
2288	napřed	D
2287	jed	N
2281	protokol	N
2280	štědrý	A
2280	pouto	N
2280	anketa	N
2279	jinam	D
2274	vinný	A
2269	kombinovat	V
2264	jakkoli	D
2263	brečet	V
2256	tank	N
2253	protein	N
2252	uzel	N
2249	nouze	N
2249	kořist	N
2246	ubohý	A
2246	mávat	V
2243	posvátný	A
2236	stěží	D
2232	klika	N
2231	popel	N
2227	konto	N
2225	pepř	N
2215	bezprostřední	A
2214	sídlit	V
2212	štáb	N
2211	pouť	N
2209	vrhat	V
2205	krást	V
2203	moudrý	A
2202	dimenze	N
2202	odpovědný	A
2201	trik	N
2200	mise	N
2199	infekce	N
2198	barák	N
2198	index	N
2194	batoh	N
2192	orientovat	V
2192	porce	N
2191	koláč	N
2190	lano	N
2189	ošklivý	A
2188	vézt	V
2185	pouzdro	N
2185	lineární	A
2184	hnout	V
2181	evoluce	N
2181	ničit	V
2177	segment	N
2172	kapitál	N
2162	robot	N
2159	sourozenec	N
2155	míjet	V
2151	klec	N
2151	police	N
2151	sankce	N
2150	vrata	N
2150	ocas	N
2148	mil	N
2135	rozpaky	N
2129	cihla	N
2129	ovce	N
2125	impuls	N
2124	odpočívat	V
2122	mše	N
2121	místy	D
2116	citovat	V
2113	kroutit	V
2110	řasa	N
2107	sběr	N
2106	hájit	V
2106	raketa	N
2106	plus	N
2105	těžit	V
2104	fólie	N
2088	obývák	N
2080	vykročit	V
2078	kostým	N
2074	soudruh	N
2072	balkón	N
2067	semeno	N
2066	kopat	V
2058	libra	N
2056	graf	N
2055	granát	N
2054	kamna	N
2050	péci	V
2049	dokládat	V
2049	puška	N
2048	triumf	N
2048	benzín	N
2046	vpřed	D
2045	vir	N
2045	dioda	N
2044	řemeslo	N
2044	úkon	N
2042	mnich	N
2041	pěna	N
2039	klavír	N
2037	rakev	N
2036	cup	N
2036	skandál	N
2033	motýl	N
2032	konzervativní	A
2029	burza	N
2028	prát	V
2023	smůla	N
2021	podnikat	V
2019	menu	N
2014	chvět	V
2013	zčásti	D
2013	vcelku	D
2004	legislativa	N
2004	těhotný	A
2003	kotník	N
2002	ala	N
1996	rázem	D
1995	panika	N
1990	originál	N
1988	oltář	N
1986	svetr	N
1986	nanejvýš	D
1985	rýže	N
1982	nepříliš	D
1979	legální	A
1976	jáma	N
1972	absurdní	A
1967	bilance	N
1964	blbý	A
1955	plakát	N
1955	porota	N
1951	šátek	N
1951	polní	A
1949	proudit	V
1945	dort	N
1944	zvon	N
1941	tenis	N
1935	elita	N
1934	smetana	N
1932	rozpad	N
1922	hráz	N
1921	ojedinělý	A
1921	námět	N
1921	šňůra	N
1918	pásek	N
1918	chemie	N
1914	vkus	N
1913	racionální	A
1908	záře	N
1903	načež	D
1903	kupodivu	D
1902	kompromis	N
1901	kontrast	N
1897	kolonie	N
1897	míle	N
1897	instalovat	V
