+	glyptický A	0.540753067022928	NEW: glyptika N	OLD:  
	Brusáček_;S N	0.539347121381134	NEW: Brusák_;S N	OLD:  
	Hnaníček_;S N	0.539347121381134	NEW: Hnaník_;S N	OLD:  
	Juklíček_;S N	0.539347121381134	NEW: Juklík_;S N	OLD:  
	Lojzíček_;Y N	0.539347121381134	NEW: Lojzík_;Y N	OLD:  
	Sládeček-1_;S N	0.539347121381134	NEW: Sládek_;S N	OLD:  
	Sládeček-1_;S N	0.539347121381134	NEW: Sládek_;S N	OLD:  
	Štefeček_;S N	0.539347121381134	NEW: Štefek_;S N	OLD:  
	šantavý_,n A	0.537818637921378	NEW: šanta_;L N	OLD:  
+	pianový A	0.537818637921378	NEW: piano N	OLD:  
+	spětí N	0.537790648687347	NEW: spět_:T V	OLD:  
	Balujevský_;S N	0.536529819259032	NEW: Balujev_;S N	OLD:  
	Bojanovský_;S N	0.536529819259032	NEW: Bojanov_;G N	OLD:  
	Bujanovský_;S N	0.536529819259032	NEW: Bujanov_;G N	OLD:  
	Hlavňovský_;S N	0.536529819259032	NEW: Hlavňov_;G N	OLD:  
	Hněvkovský_;S N	0.536529819259032	NEW: Hněvkov_;G N	OLD:  
	Hodějovský_;S N	0.536529819259032	NEW: Hodějov_;G N	OLD:  
	Chrenovský_;S N	0.536529819259032	NEW: Chrenov_;S N	OLD:  
	Chvalovský_;S N	0.536529819259032	NEW: Chvalov_;G N	OLD:  
	Šilhartský_;S N	0.536529819259032	NEW: Šilhart_;S N	OLD:  
	Karasinský_;S N	0.536529819259032	NEW: Karasin_;S N	OLD:  
	Kovalovský_;S N	0.536529819259032	NEW: Kovalov_;S N	OLD:  
	Libotovský_;S N	0.536529819259032	NEW: Libotov_;G N	OLD:  
	Lichnovský_;S N	0.536529819259032	NEW: Lichnov_;G N	OLD:  
	Lobanovský_;S N	0.536529819259032	NEW: Lobanov_;S N	OLD:  
	Malejovský_;S N	0.536529819259032	NEW: Malejov_;G N	OLD:  
	Milenovský_;S N	0.536529819259032	NEW: Milenov_;G N	OLD:  
	Nazaretský_;S N	0.536529819259032	NEW: Nazaret_;G N	OLD:  
	Nikolovský_;S N	0.536529819259032	NEW: Nikolov_;S N	OLD:  
	Podivínský_;S N	0.536529819259032	NEW: Podivín_;G N	OLD:  
	Rogozinský_;S N	0.536529819259032	NEW: Rogozin_;S N	OLD:  
	Sklenovský_;S N	0.536529819259032	NEW: Sklenov_;G N	OLD:  
	Skorkovský_;S N	0.536529819259032	NEW: Skorkov_;G N	OLD:  
	Stranovský_;S N	0.536529819259032	NEW: Stranov_;G N	OLD:  
	Štěchovský_;S N	0.536529819259032	NEW: Štěchov_;G N	OLD:  
	Tovačovský_;S N	0.536529819259032	NEW: Tovačov_;G N	OLD:  
	Všechovský_;S N	0.536529819259032	NEW: Všechov_;G N	OLD:  
	Velešovský_;S N	0.536529819259032	NEW: Velešov_;G N	OLD:  
	Veletovský_;S N	0.536529819259032	NEW: Veletov_;G N	OLD:  
	Velikovský_;S N	0.536529819259032	NEW: Velikov_;S N	OLD:  
	Volchovský_;S N	0.536529819259032	NEW: Volchov_;S N	OLD:  
+	boulderista_,t_,l_^(lezec) N	0.536438469941512	NEW: boulder_,t_,l_^(lezecká_stěna) N	OLD:  
	ortopedista N	0.536438469941512	NEW: ortoped N	OLD:  
+	hnětačka N	0.535982816106550	NEW: hnětat A	OLD:  
+	grafický A	0.534825905042801	NEW: grafika N	OLD:  
+	italický A	0.534825905042801	NEW: italika N	OLD:  
+	klinický A	0.534825905042801	NEW: klinika_^(nemocnice) N	OLD:  
+	statický A	0.534825905042801	NEW: statika N	OLD:  
	šestikolový A	0.534658724998093	NEW: šestikolo N	OLD:  
	Cibíček_;S N	0.533417470535112	NEW: Cibík_;S N	OLD:  
	Daníček_;S N	0.533417470535112	NEW: Daník_;S N	OLD:  
	Fujáček_;S N	0.533417470535112	NEW: Fuják_;S N	OLD:  
	Harýček_;Y_,e_^(zdrobnělina_od_Haryk) N	0.533417470535112	NEW: Harýk_;Y N	OLD:  
	Jíleček_;S N	0.533417470535112	NEW: Jílek_;S N	OLD:  
	Mireček_;Y N	0.533417470535112	NEW: Mirek_;Y N	OLD:  
	Tomíček_;S N	0.533417470535112	NEW: Tomík_;Y_,h N	OLD:  
	Toníček_;Y N	0.533417470535112	NEW: Toník_;Y N	OLD:  
	Blažkovec_;S N	0.532593480803599	NEW: Blažkov_;G N	OLD:  
+	odpopílkovač N	0.530608729615271	NEW: odpopílkovat_:W V	OLD:  
+	odstruskovač N	0.530608729615271	NEW: odstruskovat_:W V	OLD:  
	Botkinský_;S N	0.530595465552681	NEW: Botkin_;S N	OLD:  
	Dachovský_;S N	0.530595465552681	NEW: Dachov_;G N	OLD:  
	Ždanovský_;S N	0.530595465552681	NEW: Ždanov_;G N	OLD:  
	Drahovský_;S N	0.530595465552681	NEW: Drahov_;G N	OLD:  
	Gersonský_;S N	0.530595465552681	NEW: Gerson_;S N	OLD:  
	Gračevský_;S N	0.530595465552681	NEW: Gračev_;S N	OLD:  
	Harcovský_;S N	0.530595465552681	NEW: Harcov_;G N	OLD:  
	Hlučínský_;S N	0.530595465552681	NEW: Hlučín_;G N	OLD:  
	Hronovský_;S N	0.530595465552681	NEW: Hronov_;G N	OLD:  
	Šidlovský_;S N	0.530595465552681	NEW: Šidlov_;G N	OLD:  
	Kaňkovský_;S N	0.530595465552681	NEW: Kaňkov_;G N	OLD:  
	Čkalovský_;S N	0.530595465552681	NEW: Čkalov_;S N	OLD:  
	Klačanský_;S N	0.530595465552681	NEW: Klačan_;S N	OLD:  
	Konkolský_;S N	0.530595465552681	NEW: Konkol_;S N	OLD:  
	Kounovský-1_;S N	0.530595465552681	NEW: Kounov_;G N	OLD:  
	Křížovský_;S N	0.530595465552681	NEW: Křížov_;G N	OLD:  
	Krasinský_;S N	0.530595465552681	NEW: Krasin_;R_^(ledoborec) N	OLD:  
	Lagronský_;S N	0.530595465552681	NEW: Lagron_;S N	OLD:  
	Leskowský_;S N	0.530595465552681	NEW: Leskow_;S N	OLD:  
	Lindovský_;S N	0.530595465552681	NEW: Lindov_;G N	OLD:  
	Lokšanský_;S N	0.530595465552681	NEW: Lokšan_;S N	OLD:  
	Majkovský_;S N	0.530595465552681	NEW: Majkov_;S N	OLD:  
	Mostarský_;S N	0.530595465552681	NEW: Mostar_;G N	OLD:  
	Mostarský_;S N	0.530595465552681	NEW: Mostar_;G N	OLD:  
	Náhlovský_;S N	0.530595465552681	NEW: Náhlov_;G N	OLD:  
	Nížkovský_;S N	0.530595465552681	NEW: Nížkov_;G N	OLD:  
	Oujezdský_;S N	0.530595465552681	NEW: Oujezd_;G N	OLD:  
	Pavlánský_;S N	0.530595465552681	NEW: Pavlán_;S N	OLD:  
	Platovský_;S N	0.530595465552681	NEW: Platov_;S N	OLD:  
	Rostowský_;S N	0.530595465552681	NEW: Rostow_;S N	OLD:  
	Salmovský_;S N	0.530595465552681	NEW: Salmov_;G N	OLD:  
	Satranský_;S N	0.530595465552681	NEW: Satran_;S N	OLD:  
	Skočovský_;S N	0.530595465552681	NEW: Skočov_;G N	OLD:  
	Slavínský_;S N	0.530595465552681	NEW: Slavín_;G N	OLD:  
	Slivenský_;S N	0.530595465552681	NEW: Sliven_;G N	OLD:  
	Svárovský_;S N	0.530595465552681	NEW: Svárov_;G N	OLD:  
	Toužimský_;S N	0.530595465552681	NEW: Toužim_;G N	OLD:  
	Turčinský_;S N	0.530595465552681	NEW: Turčin_;S N	OLD:  
	Valdovský_;S N	0.530595465552681	NEW: Valdov_;G N	OLD:  
	Vonšovský_;S N	0.530595465552681	NEW: Vonšov_;G N	OLD:  
	Zájezdský_;S N	0.530595465552681	NEW: Zájezd_;G N	OLD:  
	orebita N	0.530518821804986	NEW: orební A	OLD:  
+	nervnost N	0.530413832843691	NEW: nervní A	OLD:  
	fyzický A	0.528888891178207	NEW: fyzika N	OLD:  
+	mimický A	0.528888891178207	NEW: mimika N	OLD:  
+	dvoueurový A	0.528721457607749	NEW: dvoueuro N	OLD:  
	dvoulanový A	0.528721457607749	NEW: dvoulano N	OLD:  
	trojkolový A	0.528721457607749	NEW: trojkolo N	OLD:  
	čtyřkolový A	0.528721457607749	NEW: čtyřkolo N	OLD:  
+	nedělňátko N	0.528601826033093	NEW: nedělní A	OLD:  
	Ivanovec_;S N	0.526653191690068	NEW: Ivanov_;S N	OLD:  
	Kostinec_;S N	0.526653191690068	NEW: Kostin_;S N	OLD:  
	Leskovec_;G N	0.526653191690068	NEW: Leskov_;S N	OLD:  
	Peloponéský A	0.525654018605366	NEW: Peloponés_;G N	OLD:  
	dvanáctikolový A	0.525554215816365	NEW: dvanáctikolo N	OLD:  
	čtyřtlačítkový A	0.525554215816365	NEW: čtyřtlačítko N	OLD:  
+	konzervovač N	0.524665728634723	NEW: konzervovat_:T_:W V	OLD:  
+	přicmrdovač N	0.524665728634723	NEW: přicmrdovat_:W V	OLD:  
+	rozpoznávač-1_^(člověk) N	0.524665728634723	NEW: rozpoznávat_:T_^(*4at) V	OLD:  
+	rozpoznávač-1_^(člověk) N	0.524665728634723	NEW: rozpoznávat_:T_^(*4at) V	OLD:  
+	rozpoznávač-1_^(člověk) N	0.524665728634723	NEW: rozpoznávat_:T_^(*4at) V	OLD:  
+	vyspravovač N	0.524665728634723	NEW: vyspravovat_:W V	OLD:  
	Bačovský_;S N	0.524652447082000	NEW: Bačov_;G N	OLD:  
	Bilanský_;S N	0.524652447082000	NEW: Bilan_;S N	OLD:  
	Bičovský_;S N	0.524652447082000	NEW: Bičov_;G N	OLD:  
	Bánovský_;S N	0.524652447082000	NEW: Bánov_;G N	OLD:  
	Bolomský_;S N	0.524652447082000	NEW: Bolom_;S N	OLD:  
	Šenovský_;S N	0.524652447082000	NEW: Šenov_;G N	OLD:  
	Hájovský_;S N	0.524652447082000	NEW: Hájov_;G N	OLD:  
	Hořanský-1_;S N	0.524652447082000	NEW: Hořan_;S N	OLD:  
	Hodovský_;S N	0.524652447082000	NEW: Hodov_;G N	OLD:  
	Hokovský_;S N	0.524652447082000	NEW: Hokov_;G N	OLD:  
	Čižinský_;S N	0.524652447082000	NEW: Čižin_;G_^(řeka) N	OLD:  
	Janevský_;S N	0.524652447082000	NEW: Janev_;S N	OLD:  
	Jiřínský_;S N	0.524652447082000	NEW: Jiřín_;G N	OLD:  
	Kerenský_;S N	0.524652447082000	NEW: Keren_;Y N	OLD:  
	Kusovský_;S N	0.524652447082000	NEW: Kusov_;G N	OLD:  
	Lebowský_;S N	0.524652447082000	NEW: Lebow_;S N	OLD:  
	Lužanský_;S N	0.524652447082000	NEW: Lužan_;E N	OLD:  
	Nořínský_;S N	0.524652447082000	NEW: Nořín_;G N	OLD:  
	Orlowský_;S N	0.524652447082000	NEW: Orlow_;S N	OLD:  
	Pitínský_;S N	0.524652447082000	NEW: Pitín_;G N	OLD:  
	Ralevský_;S N	0.524652447082000	NEW: Ralev_;S N	OLD:  
	Ronovský_;S N	0.524652447082000	NEW: Ronov_;G N	OLD:  
	Rudinský_;S N	0.524652447082000	NEW: Rudin_;S N	OLD:  
	Sulovský_;S N	0.524652447082000	NEW: Sulov_;G N	OLD:  
	Tajovský_;S N	0.524652447082000	NEW: Tajov_;G N	OLD:  
	Tasovský_;S N	0.524652447082000	NEW: Tasov_;G N	OLD:  
	Tolarský_;S N	0.524652447082000	NEW: Tolar_;S N	OLD:  
	Tužínský_;S N	0.524652447082000	NEW: Tužín_;G N	OLD:  
	Šubinský_;S N	0.524652447082000	NEW: Šubin_;S N	OLD:  
	Šujanský_;S N	0.524652447082000	NEW: Šujan_;S N	OLD:  
	Šuranský_;S N	0.524652447082000	NEW: Šuran_;S N	OLD:  
	Volešský_;S N	0.524652447082000	NEW: Voleš_;S N	OLD:  
	Vyšínský_;S N	0.524652447082000	NEW: Vyšín_;S N	OLD:  
	Wolinský_;S N	0.524652447082000	NEW: Wolin_;G N	OLD:  
	předmýtný A	0.524483909122819	NEW: předmýt_:W V	OLD:  
	zelenkavý_,n A	0.522776052550186	NEW: zelenka-1_^(houba_zelánka) N	OLD:  
+	sebeuspokojovač N	0.521495898038083	NEW: sebeuspokojovat_:T V	OLD:  
	Hasištejnský_;S N	0.521482608694971	NEW: Hasištejn_;G N	OLD:  
	Humprechtský_;S N	0.521482608694971	NEW: Humprecht_;Y N	OLD:  
	Meiningenský_;S N	0.521482608694971	NEW: Meiningen_;G N	OLD:  
	Neustupovský_;S N	0.521482608694971	NEW: Neustupov_;G N	OLD:  
	Senetářovský_;S N	0.521482608694971	NEW: Senetářov_;G N	OLD:  
	Stroganovský_;S N	0.521482608694971	NEW: Stroganov_;S N	OLD:  
	Cesarec_;S N	0.520705347441782	NEW: Cesar_;Y N	OLD:  
	Gabalec_;S N	0.520705347441782	NEW: Gabal_;S N	OLD:  
	Kamenec_;S N	0.520705347441782	NEW: Kamen_;S N	OLD:  
	Mišinec_;S N	0.520705347441782	NEW: Mišin_;S N	OLD:  
	Zuberec_;G N	0.520705347441782	NEW: Zuber_;S N	OLD:  
+	dvoucédéčkový A	0.519605158643734	NEW: dvoucédéčko N	OLD:  
	osmikolečkový A	0.519605158643734	NEW: osmikolečko N	OLD:  
	pětisedadlový A	0.519605158643734	NEW: pětisedadlo N	OLD:  
+	trojcédéčkový A	0.519605158643734	NEW: trojcédéčko N	OLD:  
	trojpísmenový A	0.519605158643734	NEW: trojpísmeno N	OLD:  
	trojsedadlový A	0.519605158643734	NEW: trojsedadlo N	OLD:  
	čtyřkolečkový A	0.519605158643734	NEW: čtyřkolečko N	OLD:  
	čtyřsedadlový A	0.519605158643734	NEW: čtyřsedadlo N	OLD:  
	tordovaný A	0.518920348308313	NEW: torda_;L_,t A	OLD:  
+	odpeckovač N	0.518715733027057	NEW: odpeckovat_:W V	OLD:  
+	odvápňovač N	0.518715733027057	NEW: odvápňovat_:W V	OLD:  
+	vydrolovač N	0.518715733027057	NEW: vydrolovat_:W V	OLD:  
+	vykartovač N	0.518715733027057	NEW: vykartovat_:W V	OLD:  
	Štýrský_;S N	0.518702437732182	NEW: Štýr_;S N	OLD:  
+	kordista N	0.518610727297381	NEW: kord N	OLD:  
	Holubáček_;K N	0.518359922369828	NEW: Holubák_;G N	OLD:  
	Čtvrteček_;S N	0.518359922369828	NEW: Čtvrtek_;S N	OLD:  
	endurový_,l A	0.516824186412284	NEW: enduro N	OLD:  
+	řezivový A	0.516824186412284	NEW: řezivo N	OLD:  
+	studiový A	0.516824186412284	NEW: studio N	OLD:  
	ultimový_,s A	0.516824186412284	NEW: ultimo_,s N	OLD:  
+	velkonákupní A	0.515679998109600	NEW: velkonákup N	OLD:  
+	defragmentovač N	0.515542861617369	NEW: defragmentovat_:T V	OLD:  
+	sebepochybovač N	0.515542861617369	NEW: sebepochybovat_:T V	OLD:  
+	sebepoškozovač N	0.515542861617369	NEW: sebepoškozovat_:T V	OLD:  
	Blahoňovský_;S N	0.515529560535937	NEW: Blahoňov_;G N	OLD:  
	Drahonínský_;S N	0.515529560535937	NEW: Drahonín_;G N	OLD:  
	Chlistovský_;S N	0.515529560535937	NEW: Chlistov_;G N	OLD:  
	Kajdanovský_;S N	0.515529560535937	NEW: Kajdanov_;S N	OLD:  
	Korsakovský_;S N	0.515529560535937	NEW: Korsakov_;S N	OLD:  
	Malachovský_;S N	0.515529560535937	NEW: Malachov_;S N	OLD:  
	Mouřínovský_;S N	0.515529560535937	NEW: Mouřínov_;G N	OLD:  
	Pustějovský_;S N	0.515529560535937	NEW: Pustějov_;G N	OLD:  
	Radechovský_;S N	0.515529560535937	NEW: Radechov_;G N	OLD:  
	Sedličanský_;S N	0.515529560535937	NEW: Sedličan_;E N	OLD:  
	Slavětínský_;S N	0.515529560535937	NEW: Slavětín_;G N	OLD:  
	Svojanovský_;S N	0.515529560535937	NEW: Svojanov_;G N	OLD:  
	Varvažovský_;S N	0.515529560535937	NEW: Varvažov_;G N	OLD:  
	Vyšehradský_;S N	0.515529560535937	NEW: Vyšehrad N	OLD:  
	Hnilec_;G N	0.514751627408542	NEW: Hnil_;S N	OLD:  
	Hradec_;S N	0.514751627408542	NEW: Hrad-1_;S N	OLD:  
	Hradec_;S N	0.514751627408542	NEW: Hrad-1_;S N	OLD:  
	Hradec_;S N	0.514751627408542	NEW: Hrad-1_;S N	OLD:  
	Škopec_;S N	0.514751627408542	NEW: Škop_;S N	OLD:  
	desetikolový A	0.513650536910353	NEW: desetikolo N	OLD:  
	dvojvláknový A	0.513650536910353	NEW: dvojvlákno N	OLD:  
	dvoukřeslový A	0.513650536910353	NEW: dvoukřeslo N	OLD:  
+	intermezzový A	0.513650536910353	NEW: intermezzo N	OLD:  
+	palmojádrový A	0.513650536910353	NEW: palmojádro N	OLD:  
	tříkolečkový A	0.513650536910353	NEW: tříkolečko N	OLD:  
+	odlakovač N	0.512760424580373	NEW: odlakovat_:W V	OLD:  
+	vystřídač_,s N	0.512760424580373	NEW: vystřídat_:W V	OLD:  
+	zauhlovač N	0.512760424580373	NEW: zauhlovat_:T_:W V	OLD:  
+	zkratovač N	0.512760424580373	NEW: zkratovat_:T_:W V	OLD:  
+	zplynovač N	0.512760424580373	NEW: zplynovat_:W V	OLD:  
	obmýtný A	0.512578281805771	NEW: obmýt_:W V	OLD:  
+	antisexualismus N	0.512565478769760	NEW: antisexuální A	OLD:  
	Fulneček_;S N	0.512404349783936	NEW: Fulnek_;G N	OLD:  
	Helpíček_;K N	0.512404349783936	NEW: Helpík_;K N	OLD:  
	Hládeček_;S N	0.512404349783936	NEW: Hládek_;S N	OLD:  
	Hromeček_;S N	0.512404349783936	NEW: Hromek_;S N	OLD:  
+	česnový A	0.510867543103231	NEW: česno N	OLD:  
	univerzální A	0.509722630258602	NEW: univerzál-1 N	OLD:  
	Božetínský_;S N	0.509572102070886	NEW: Božetín_;G N	OLD:  
	Brančovský_;S N	0.509572102070886	NEW: Brančov_;G N	OLD:  
	Cetenovský_;S N	0.509572102070886	NEW: Cetenov_;G N	OLD:  
	Hluchovský_;S N	0.509572102070886	NEW: Hluchov_;G N	OLD:  
	Hubálovský_;S N	0.509572102070886	NEW: Hubálov_;G N	OLD:  
	Kirejevský_;S N	0.509572102070886	NEW: Kirejev_;S N	OLD:  
	Kolibovský_;S N	0.509572102070886	NEW: Kolibov_;G_^(osada) N	OLD:  
	Kolomanský_;S N	0.509572102070886	NEW: Koloman_;Y N	OLD:  
	Kryštovský_;S N	0.509572102070886	NEW: Kryštov_;S N	OLD:  
	Kuželovský_;S N	0.509572102070886	NEW: Kuželov_;G N	OLD:  
	Lovětínský_;S N	0.509572102070886	NEW: Lovětín_;G N	OLD:  
	Malakovský_;S N	0.509572102070886	NEW: Malakov_;S N	OLD:  
	Medicejský_;S N	0.509572102070886	NEW: Medicej_;S N	OLD:  
	Mukařovský_;S N	0.509572102070886	NEW: Mukařov_;G N	OLD:  
	Navarovský_;S N	0.509572102070886	NEW: Navarov_;S N	OLD:  
	Oblomovský_;S N	0.509572102070886	NEW: Oblomov_;S N	OLD:  
	Padařovský_;S N	0.509572102070886	NEW: Padařov_;G N	OLD:  
	Perknovský_;S N	0.509572102070886	NEW: Perknov_;G N	OLD:  
	Pisarevský_;S N	0.509572102070886	NEW: Pisarev_;S N	OLD:  
	Podhradský_;S N	0.509572102070886	NEW: Podhrad_;G N	OLD:  
	Pugwashský_;S N	0.509572102070886	NEW: Pugwash_;G N	OLD:  
	Ratiborský_;S N	0.509572102070886	NEW: Ratibor_;Y N	OLD:  
	Stachowský_;S N	0.509572102070886	NEW: Stachow_;S N	OLD:  
	Stráňovský_;S N	0.509572102070886	NEW: Stráňov_;G N	OLD:  
	Velemínský_;S N	0.509572102070886	NEW: Velemín_;G N	OLD:  
	Velenovský_;S N	0.509572102070886	NEW: Velenov_;G N	OLD:  
	Vřešťovský_;S N	0.509572102070886	NEW: Vřešťov_;G N	OLD:  
	Vysokovský_;S N	0.509572102070886	NEW: Vysokov_;G N	OLD:  
	Srbec_;S N	0.508793717602749	NEW: Srb_;S N	OLD:  
	Lichtenštejnec_;E N	0.508401898144066	NEW: Lichtenštejn_;G_^(osada) N	OLD:  
+	biopalivový A	0.507692037651940	NEW: biopalivo N	OLD:  
+	downtempový A	0.507692037651940	NEW: downtempo_,l_,t_^(hudební_styl) N	OLD:  
	dvoujádrový A	0.507692037651940	NEW: dvoujádro N	OLD:  
	osmijádrový A	0.507692037651940	NEW: osmijádro N	OLD:  
	čtyřjádrový A	0.507692037651940	NEW: čtyřjádro N	OLD:  
	čtyřlůžkový A	0.507692037651940	NEW: čtyřlůžko N	OLD:  
+	eskymáčtina N	0.507572039641962	NEW: eskymácký A	OLD:  
+	vykládač-3_^(vykládací_stroj) N	0.506801491109883	NEW: vykládat_:T V	OLD:  
+	vykládač-3_^(vykládací_stroj) N	0.506801491109883	NEW: vykládat_:T V	OLD:  
+	zakládač-1_^(stroj) N	0.506801491109883	NEW: zakládat_:T V	OLD:  
+	zakládač-1_^(stroj) N	0.506801491109883	NEW: zakládat_:T V	OLD:  
+	zakládač-1_^(stroj) N	0.506801491109883	NEW: zakládat_:T V	OLD:  
	Hrachovec_;G N	0.505617777693575	NEW: Hrachov_;G N	OLD:  
	Chlebovec_;S N	0.505617777693575	NEW: Chlebov_;G N	OLD:  
	Otradovec_;S N	0.505617777693575	NEW: Otradov_;G N	OLD:  
	Skuhrovec_;S N	0.505617777693575	NEW: Skuhrov_;G N	OLD:  
	enkový_,l_^(třídy_N) A	0.504907811953834	NEW: enko_,h_^(písmeno_N) N	OLD:  
+	mlhavý A	0.504907811953834	NEW: mlha N	OLD:  
	zelový_,n A	0.504907811953834	NEW: zelo_,h N	OLD:  
+	morfogenní A	0.503762499615540	NEW: morfogen N	OLD:  
+	odpeckovávač N	0.503625236795040	NEW: odpeckovávat_:T_^(*4at) V	OLD:  
+	přicmrndávač N	0.503625236795040	NEW: přicmrndávat_:T_,h V	OLD:  
+	přistřihovač N	0.503625236795040	NEW: přistřihovat_:T V	OLD:  
+	rozlouskávač N	0.503625236795040	NEW: rozlouskávat_:T_^(*4at) V	OLD:  
+	rozvlákňovač_;g N	0.503625236795040	NEW: rozvlákňovat_:T V	OLD:  
+	rychloupínač N	0.503625236795040	NEW: rychloupínat_:T V	OLD:  
+	vystěhovávač N	0.503625236795040	NEW: vystěhovávat_:T_^(*4at) V	OLD:  
+	zavzdušňovač N	0.503625236795040	NEW: zavzdušňovat_:T V	OLD:  
	Šachovský_;S N	0.503611923556402	NEW: Šachov_;G N	OLD:  
	Šarkovský_;S N	0.503611923556402	NEW: Šarkov_;S N	OLD:  
	Drukovský-1_;S N	0.503611923556402	NEW: Drukov_;K N	OLD:  
	Čerňanský_;S N	0.503611923556402	NEW: Čerňan_;S N	OLD:  
	Granovský_;S N	0.503611923556402	NEW: Granov_;S N	OLD:  
	Jaškovský_;S N	0.503611923556402	NEW: Jaškov_;S N	OLD:  
	Jenčovský_;S N	0.503611923556402	NEW: Jenčov_;G N	OLD:  
	Keřkovský_;S N	0.503611923556402	NEW: Keřkov_;G N	OLD:  
	Křešínský_;S N	0.503611923556402	NEW: Křešín_;G N	OLD:  
	Křesínský_;S N	0.503611923556402	NEW: Křesín_;G N	OLD:  
	Koldínský_;S N	0.503611923556402	NEW: Koldín_;G N	OLD:  
	Krasovský_;S N	0.503611923556402	NEW: Krasov_;G N	OLD:  
	Krutovský_;S N	0.503611923556402	NEW: Krutov_;S N	OLD:  
	Laskovský_;S N	0.503611923556402	NEW: Laskov_;S N	OLD:  
	Líchovský_;S N	0.503611923556402	NEW: Líchov_;G N	OLD:  
	Lidmaňský_;S N	0.503611923556402	NEW: Lidmaň_;G N	OLD:  
	Liškovský_;S N	0.503611923556402	NEW: Liškov_;G N	OLD:  
	Marlinský_;S N	0.503611923556402	NEW: Marlin_;S N	OLD:  
	Milčínský_;S N	0.503611923556402	NEW: Milčín_;G N	OLD:  
	Mořkovský_;S N	0.503611923556402	NEW: Mořkov_;G N	OLD:  
	Mrklovský-1_;S N	0.503611923556402	NEW: Mrklov_;G N	OLD:  
	Paskovský_;S N	0.503611923556402	NEW: Paskov_;S N	OLD:  
	Příborský_;S N	0.503611923556402	NEW: Příbor-2_;G N	OLD:  
	Rodkovský_;S N	0.503611923556402	NEW: Rodkov_;G N	OLD:  
	Svákovský_;S N	0.503611923556402	NEW: Svákov_;S N	OLD:  
	Třebízský_;S N	0.503611923556402	NEW: Třebíz_;G N	OLD:  
	Tichovský_;S N	0.503611923556402	NEW: Tichov_;G N	OLD:  
	Trčkovský_;S N	0.503611923556402	NEW: Trčkov_;G N	OLD:  
	Vorlovský_;S N	0.503611923556402	NEW: Vorlov_;S N	OLD:  
	Zbudovský_;S N	0.503611923556402	NEW: Zbudov_;G N	OLD:  
	dialogista N	0.503520089929094	NEW: dialog N	OLD:  
	morganista N	0.503520089929094	NEW: morgan-2_;L N	OLD:  
+	talmudista N	0.503520089929094	NEW: talmud N	OLD:  
	Žatecký_;G A	0.501831416225499	NEW: Žatec_;G N	OLD:  
	belcantový A	0.501731352307385	NEW: belcanto N	OLD:  
+	klíčidlový A	0.501731352307385	NEW: klíčidlo N	OLD:  
+	šlapadlový A	0.501731352307385	NEW: šlapadlo N	OLD:  
+	prasátkový A	0.501731352307385	NEW: prasátko N	OLD:  
	pětidekový A	0.501731352307385	NEW: pětideko N	OLD:  
	pětikolový A	0.501731352307385	NEW: pětikolo N	OLD:  
+	romanetový A	0.501731352307385	NEW: romaneto N	OLD:  
+	rovnátkový A	0.501731352307385	NEW: rovnátko N	OLD:  
+	slovíčkový A	0.501731352307385	NEW: slovíčko N	OLD:  
+	sluníčkový A	0.501731352307385	NEW: sluníčko N	OLD:  
	tříjádrový A	0.501731352307385	NEW: tříjádro N	OLD:  
+	umývadlový A	0.501731352307385	NEW: umývadlo N	OLD:  
+	umyvadlový A	0.501731352307385	NEW: umyvadlo N	OLD:  
+	viržinkový A	0.501731352307385	NEW: viržinko N	OLD:  
+	vratidlový A	0.501731352307385	NEW: vratidlo N	OLD:  
+	zábradlový A	0.501731352307385	NEW: zábradlo_,a N	OLD:  
+	znamínkový A	0.501731352307385	NEW: znamínko_,e N	OLD:  
+	zkoumatelství_,s A	0.501619368679137	NEW: zkoumatelný_^(*4) A	OLD:  
+	vkládač-1_^(člověk) N	0.500840624547819	NEW: vkládat_:T V	OLD:  
+	vkládač-1_^(člověk) N	0.500840624547819	NEW: vkládat_:T V	OLD:  
	Bořkovec_;S N	0.499656728822069	NEW: Bořkov_;G N	OLD:  
	Doupovec_;S N	0.499656728822069	NEW: Doupov_;G N	OLD:  
	Haškovec_;S N	0.499656728822069	NEW: Haškov_;K N	OLD:  
	Chodovec_;G N	0.499656728822069	NEW: Chodov_;G N	OLD:  
	Chovanec_;S N	0.499656728822069	NEW: Chovan_;S N	OLD:  
	Ištvanec_;S N	0.499656728822069	NEW: Ištvan_;S N	OLD:  
	Jankovec_;S N	0.499656728822069	NEW: Jankov_;G N	OLD:  
	Královec_;G N	0.499656728822069	NEW: Králov_;G N	OLD:  
	Machovec_;S N	0.499656728822069	NEW: Machov_;G N	OLD:  
	Markovec_;S N	0.499656728822069	NEW: Markov_;S N	OLD:  
	Pechanec_;S N	0.499656728822069	NEW: Pechan_;S N	OLD:  
	Václavec_;S N	0.499656728822069	NEW: Václav_;Y N	OLD:  
	anaerobní A	0.497801299473124	NEW: anaerob N	OLD:  
+	komparsní A	0.497801299473124	NEW: kompars N	OLD:  
	neutrální A	0.497801299473124	NEW: neutrál-1_^(člověk) N	OLD:  
	xenofobní A	0.497801299473124	NEW: xenofob N	OLD:  
+	dochlazovač N	0.497664031983316	NEW: dochlazovat_:T V	OLD:  
