245334	kanálie	kanálie_,a_,v_^(mrcha;;lůza)	N	245366	kanál
245920	kanonie	kanonie	N	245962	kánon
246482	kapie	kapie	N		
247109	kapsulotomie	kapsulotomie	N		
247950	kardie	kardie_;U	N		
248521	karnálie	karnálie_,v	N		
248660	karosérie	karosérie	N		
249009	kartomancie	kartomancie	N		
249373	kasie	kasie_;L	N		
250131	katalepsie	katalepsie	N		
250314	katatonie	katatonie_;U	N		
250340	kategorie	kategorie	N		
250839	kauliflorie	kauliflorie	N		
250962	kavalerie	kavalerie	N		
253395	ketonémie	ketonémie_;U	N		
255771	klaunerie	klaunerie	N		
256613	klérúchie	klérúchie	N		
257893	klívie	klívie	N		
258554	klostridie	klostridie	N		
261749	koinonie	koinonie	N		
261918	koketerie	koketerie	N		
261919	koketérie	koketérie	N		
262097	koksochemie	koksochemie	N		
263119	kolie	kolie	N		
263567	kolokázie	kolokázie_;L	N		
263666	kolonie	kolonie	N		
263804	kolostomie	kolostomie	N		
264070	kolyrie	kolyrie	N		
264328	komedie	komedie	N		
264848	kompanie	kompanie	N		
265448	komturie	komturie	N		
266894	konidie	konidie	N		
266949	koniotomie	koniotomie_;U	N		
268469	konulárie	konulárie_;L	N		
269380	kopie	kopie	N		
269652	koprofagie	koprofagie	N		
269658	koprolalie	koprolalie_;U	N		
273219	kotérie	kotérie	N		
277795	kreatininemie	kreatininemie	N		
281560	krystalerie	krystalerie	N	281601	krystal
281611	krystalochemie	krystalochemie_;H	NC		
283439	ktazie	ktazie	N		
285696	kumpanie	kumpanie	N		
286156	kunsthistorie	kunsthistorie	NC		
286815	kurie	kurie	N		
287041	kurtoazie	kurtoazie	N		
287345	kustodie	kustodie	N		
288111	kvadruplegie	kvadruplegie	N		
288802	kvestie	kvestie	N		
289708	kyklopie	kyklopie_;U	N		
291080	lagenárie	lagenárie_;L	N		
292060	lamaserie	lamaserie	N		
292995	lapálie	lapálie	N		
293005	laparotomie	laparotomie	N		
293779	latifundie	latifundie	N		
293792	latimerie	latimerie_;L_^(živočich)	N		
293888	latomie	latomie_^(lom)	N		
295510	legie	legie	N		
297240	leproserie	leproserie	N	297238	lepra
297845	letargie	letargie	N		
298187	leukemie	leukemie	N		
298188	leukémie	leukémie	N		
300669	lilie	lilie	N		
301230	linie	linie	N		
302347	litanie	litanie	N		
302729	liturgie	liturgie	N		
303258	lobektomie	lobektomie_;U	N		
303343	lobotomie	lobotomie_;U	N		
303541	lodžie	lodžie	N		
303664	loggie	loggie	N		
303834	lochie	lochie_;U	N		
304017	lokalie	lokalie	N	304079	lokální
305019	loterie	loterie	N		
307341	lunárie	lunárie	N	307343	lunární
307530	luperkálie	luperkálie_,a_,t_^(slavnost_ve_starém_Římě)	N	307527	Lupercus
307986	lutrie	lutrie_^(loterie)	N		
309103	macchie	macchie_;L_^(rostlina)	N		
309817	mafie	mafie	N		
309950	magie	magie	N		
310178	magnézie	magnézie	N	310031	Magnésie
310209	magnolie	magnolie	N		
310210	magnólie	magnólie	N		
310495	mahonie	mahonie	N		
311573	makedonie	makedonie	N	311572	Makedonie
311755	makrocie	makrocie_;U	N		
312176	malarie	malarie	N		
312177	malárie	malárie	N		
314351	mánie	mánie	N		
315982	marketerie	marketerie	N	315996	market
316613	marškumpanie	marškumpanie_,l_,s	NC		
316943	martyrie	martyrie	N		
318079	mašinérie	mašinérie	N	318074	mašina
318535	materialie	materialie	N	318573	materiální
318536	materiálie	materiálie	N	318573	materiální
318581	materie	materie	N		
318582	matérie	matérie	N		
323225	memorabilie	memorabilie	N		
323230	memorebilie	memorebilie	N		
323300	menažerie	menažerie	N		
323301	menažérie	menažérie	N		
324012	merkantilie	merkantilie	N		
325503	metonymie	metonymie	N		
325522	metrarchie	metrarchie	N		
325532	metrie	metrie	N		
330571	mineralie	mineralie	N	330606	minerál
331153	ministerie	ministerie	N	331169	ministr
331880	misantropie	misantropie	N		
331932	misie	misie	N		
332007	misogynie	misogynie_;U	N		
332582	mitochondrie	mitochondrie	N		
332822	mizerie	mizerie_,h	N		
332823	mizérie	mizérie	N		
334582	mobilie	mobilie	N	334622	mobilní
336435	mombrécie	mombrécie_;L_^(květina)	N		
336508	monandrie	monandrie	N		
336516	monarchie	monarchie	N		
342208	mumie	mumie	N		
342366	municipie	municipie	N		
343184	muzeálie	muzeálie	N	343186	muzeální
343360	myastenie	myastenie	N		
343701	myopie	myopie_;U	N		
343888	mysterie	mysterie	N		
343889	mystérie	mystérie	N		
346355	nacionálie	nacionálie	N		
347683	nadbestie	nadbestie	N	36959	bestie
368039	nastie	nastie	N		
372789	nauplie	nauplie_;L	N		
376841	necesárie	necesárie	N		
377328	nefrektomie	nefrektomie_;U	N		
377739	neisserie	neisserie	N		
378852	nénie	nénie_,a_^(pláč_nad_zemřelým;;básnický_útvar)	N		
380301	nesymetrie	nesymetrie	N	696924	symetrie
380304	nesympatie	nesympatie	N	697006	sympatie
380796	neurastenie	neurastenie	N		
382060	nidifugie	nidifugie	N		
382063	nidikolie	nidikolie	N		
382246	nigromancie	nigromancie	N		
383911	nokardie	nokardie_;L	N		
384272	normálie	normálie	N	384318	normální
386530	nutrie	nutrie	N		
386688	nyktalopie	nyktalopie_;U	N		
393966	octavie	octavie_^(auto)	N	393963	Octavia
417081	ofiomancie	ofiomancie	N		
417395	oftalmoplegie	oftalmoplegie_;U	N		
421931	oktávie	oktávie_;R	N	393963	Octavia
422828	oligarchie	oligarchie	N		
424034	omfalomancie	omfalomancie	N		
424651	onanie	onanie	N	424675	Onan
425046	onomatopoie	onomatopoie	N		
428980	opuncie	opuncie_;L	N		
429318	oranžerie	oranžerie	N	429324	oranž
429319	oranžérie	oranžérie	N	429324	oranž
429495	ordálie	ordálie	N		
429875	orgie	orgie	N		
429933	orchidektomie	orchidektomie_;U	N		
434444	ostie	ostie	N		
439064	ovarektomie	ovarektomie	N		
439067	ovariektomie	ovariektomie_;U	N		
439068	ovariotomie	ovariotomie_;U	N		
439519	oviparie	oviparie_;L	N		
443690	palestézie	palestézie	N		
446236	paradoxie	paradoxie	N	446239	paradox
446253	paraepilepsie	paraepilepsie_;U	N	155324	epilepsie
446256	parafázie	parafázie_;U	N	446337	parafráze
446359	parafrenie	parafrenie_;U	N		
446446	parakuzie	parakuzie_;U	N		
446714	parapatrie	parapatrie	N		
446722	paraplegie	paraplegie	N		
447059	parestezie	parestezie_;U	N		
447060	parestézie	parestézie_;U	N		
447150	parfumerie	parfumerie	N	447081	parfém
447878	partenokarpie	partenokarpie	N		
447921	particie	particie	N		
447975	partie	partie	N		
449324	patálie	patálie	N		
450337	paulovnie	paulovnie_;L	N		
450607	pávie	pávie_;L	N		
451058	pazilalie	pazilalie	N		
451589	pedagogie	pedagogie_,s	N		
451605	pedanterie	pedanterie	N	451611	pedant
451625	pederastie	pederastie	N		
451643	pediatrie	pediatrie	N		
452372	pelargonie	pelargonie	N		
452373	pelargónie	pelargónie	N		
453886	perfidie	perfidie	N		
455012	personálie	personálie	N	455046	personální
456537	petechie	petechie_;U	N		
458349	petunie	petunie_^(květina)	N		
459773	pikanterie	pikanterie	N	459776	pikantní
459774	pikantérie	pikantérie	N	459776	pikantní
460668	pinie	pinie	N		
461664	pistacie	pistacie	N		
461665	pistácie	pistácie	N		
464129	plazmatomie	plazmatomie	N		
464171	plebánie	plebánie	N		
464268	plegie	plegie	N		
464334	pleiotaxie	pleiotaxie	N		
464335	pleiotropie	pleiotropie	N		
464564	plesiomorfie	plesiomorfie	N		
466673	pneumonie	pneumonie	N		
466674	pneumónie	pneumónie	N		
469536	podécie	podécie	N		
470750	podkategorie	podkategorie	N	250340	kategorie
475407	poezie	poezie	N		
477970	poinsetie	poinsetie_;L	N		
481515	policie	policie	N		
487004	pontifikálie	pontifikálie	N	487006	pontifikální
490362	porcie	porcie-2_,a_^(daň)	N		
490470	porfyrie	porfyrie_;U	N		
504300	praguerie	praguerie	N	504168	Praga
506247	preeklampsie	preeklampsie	N	151545	eklampsie
506421	prehistorie	prehistorie	N	199121	historie
506739	prémie	prémie	N		
506882	preparandie	preparandie_,t	N		
506960	prérie	prérie	N		
506976	presbyakuzie	presbyakuzie_;U	N		
506977	presbyopie	presbyopie	N		
507831	principie	principie_,t	N	507832	princip
510627	prodoncie	prodoncie_;U	N		
511751	progerie	progerie_;U	N		
511757	prognácie	prognácie	N		
522992	prostatektomie	prostatektomie	N		
523003	prostatodynie	prostatodynie_;U	N		
525368	proteinurie	proteinurie	N		
525572	proterandrie	proterandrie	N		
525593	proterogynie	proterogynie	N		
530652	prozódie	prozódie	N		
579286	psalmodie	psalmodie_;u	N		
580238	psychastenie	psychastenie_;U	N		
580243	psychedelie	psychedelie	N		
582708	pupiparie	pupiparie	N		
586242	rafie	rafie	N		
586255	rafinerie	rafinerie	N		
586256	rafinérie	rafinérie	N		
586290	raflézie	raflézie_;L	N		
586494	rachiotomie	rachiotomie_;U	N		
587532	ramie	ramie	N		
588279	rapsodie	rapsodie	N		
588280	rapsódie	rapsódie	N		
588282	rapsódomancie	rapsódomancie_;u	N		
589110	razie	razie	N		
589399	reagencie	reagencie	N		
589477	reálie	reálie	N	589554	reálný
589746	rebelie	rebelie	N		
590318	redie	redie	N		
590764	refakcie	refakcie	N		
591084	regálie	regálie	N		
593548	religie	religie_,a	N		
593575	relikvie	relikvie	N		
596353	reunie	reunie_;p	N	758140	unie
597368	režie	režie	N		
597653	rickettsie	rickettsie_;L	N		
598082	riketsie	riketsie_;L	N		
623710	rudbekie	rudbekie_;L	N		
624719	rupie	rupie	N		
624828	rusalie	rusalie	N		
630859	sakristie	sakristie	N		
631427	salpingektomie	salpingektomie	N		
631429	salpingrostomie	salpingrostomie	N		
634545	santpaulie	santpaulie_;L	N		
634724	saprotrofie	saprotrofie	N		
635323	satorie	satorie_,h	N		
635340	satrapie	satrapie	N		
635362	saturnálie	saturnálie	N	635380	Saturn–N–Saturn-1_;G_;K_;R
636576	scenerie	scenerie	N	636556	scéna
636900	scrapie	scrapie	N		
644717	seizmomastie	seizmomastie	N		
646364	sensarie	sensarie	N		
646652	sépie	sépie	N		
646753	septémie	septémie_;U	N		
646765	septikemie	septikemie_,x	N		
646782	septokopyemie	septokopyemie_;U	N		
646984	série	série	N		
647046	serobakterie	serobakterie	N		
653184	scholasterie	scholasterie	N		
654323	sibérie	sibérie_,h	N	654346	Sibiř
654782	signorie	signorie	N		
655555	simonie	simonie	N		
657426	skapulomancie	skapulomancie	N		
667389	sodomie	sodomie	N	667387	Sodoma–N–Sodoma-2_;G
668889	soredie	soredie	N		
670544	spagyrie	spagyrie_;U	N		
670942	sparterie	sparterie	N		
671273	specie	specie_,s_^(druh;;bylinná_směs)	N		
671600	spermatogonie	spermatogonie	N		
671607	spermie	spermie	N		
672567	splenoktomie	splenoktomie_;U	N		
672571	splenomegalie	splenomegalie	N		
675882	sporangie	sporangie_,t	N		
675896	sporidie	sporidie	N		
675909	sporogonie	sporogonie	N		
678436	stampilie	stampilie_,a	N		
680552	steatopygie	steatopygie_;U	N		
682125	stimulancie	stimulancie	N		
683701	stomie	stomie	N		
685165	strangurie	strangurie_;U	N		
685407	strategie	strategie	N		
686009	streptostylie	streptostylie	N		
686141	strie	strie_;U	N		
688710	studie	studie	N	688793	studovat
689480	subbaterie	subbaterie	N	30823	baterie
689564	subfebrilie	subfebrilie	N	<<<febrilie>>>	
689677	subkategorie	subkategorie	N	250340	kategorie
689894	subprovincie	subprovincie	N	529576	provincie
689972	subspecie	subspecie	N	671273	specie
