105129	dobrotivský	dobrotivský	A	<<<Dobrotiv>>>		
105370	dobřenský	dobřenský	A	105368	Dobřenice	Dobřenice_;G
105434	dobšinský	dobšinský	A	105431	Dobšiná	Dobšiná_;G
106865	dodekaneský	dodekaneský	A	106869	Dodekanesos	Dodekanesos_;G
106866	dodekanéský	dodekanéský	A	106869	Dodekanesos	Dodekanesos_;G
107450	dodrechtský	dodrechtský	A	<<<Dodrecht>>>		
116039	domácenský	domácenský	A	116042	domácí	domácí-2
116575	domečkářský	domečkářský	A	116567	domeček	domeček
117032	domingovský	domingovský	A	117028	Domingo	Domingo_;G
118320	dongsonský	dongsonský	AC			
118513	donquijotský	donquijotský	AC			
119201	doopravdovský	doopravdovský	A	119204	doopravdy	doopravdy
119289	doorsovský	doorsovský	A	<<<Doors>>>		
120838	doplňkářský	doplňkářský	A	120823	doplněk	doplněk
126378	dosovský	dosovský	A	<<<dos>>>		
137291	drahaňský	drahaňský	A	137297	Drahany	Drahany_;G
137313	drahelský	drahelský_,h_^(drahelický)	A	137306	Drahelice	Drahelice_;G
137338	drahobyčský	drahobyčský	A	<<<Drahobyč>>>		
137451	drachovský	drachovský	A	137448	Dráchov	Dráchov_;G
137504	drakónský	drakónský	A	<<<Drakón>>>		
138045	drátovenský	drátovenský	A	138053	drátovna	drátovna
138086	dravidský	dravidský	A	138083	Drávid	Drávid_;E
138201	dražinovský	dražinovský	A	<<<Dražinov>>>		
138416	drčský	drčský	A	<<<?>>>		
139563	dročkářský	dročkářský	A	<<<preklep>>>		
139732	drottningholmský	drottningholmský	A	139730	Drottningholm	Drottningholm_;G
139791	drožďářský	drožďářský	A	139795	droždí	droždí
139983	drůběžářský	drůběžářský	A	139994	drůbež	drůbež
140189	druženářský	druženářský	A	<<<druženář>>>		
140446	držovský	držovský	A	140441	Držovice	Držovice_;G
141799	duchampovský	duchampovský	A	141804	Duchamp	Duchamp-1_;S
141922	duchovenský	duchovenský	A	141934	duchovní	duchovní-2
142037	dukljanský	dukljanský	A	142035	Duklja	Duklja_;G
142130	důlněměřičský	důlněměřičský	AC			
142282	dunajský	dunajský	A	142271	Dunaj	Dunaj_;G
142945	dürrenmattovský	dürrenmattovský	A	142947	Dürrenmatt	Dürrenmatt_;S
143254	dušmanský	dušmanský	A	<<<?>>>		
145249	dvojčátkovský	dvojčátkovský	A	145247	dvojčátko	dvojčátko
148816	dwarský	dwarský	A	148814	Dwarka	Dwarka_;G
149249	dynamovský	dynamovský	A	149244	dynamo	dynamo
149456	dyvedský	dyvedský	A	<<<Dyfed>>>		
149481	dzeržinský	dzeržinský	A	149478	Dzeržinsk	Dzeržinsk_;G
149640	džambulský	džambulský	A	149643	Džambul	Džambul-1_;G
149758	džeholský	džeholský	A	<<<?>>>		
149772	džemdetnasrský	džemdetnasrský	AC			
150024	džungarský	džungarský	A	<<<Džungarie>>>		
150394	edesský	edesský	A	150392	Edessa	Edessa_;G
150418	ediakarský	ediakarský	A	<<<Ediakara>>>		
150613	edwardiánský	edwardiánský	A	150621	Edward	Edward_;Y
150825	egejský	egejský	A	<<<?>>>		
151507	ekavský	ekavský	A	<<<?>>>		
153296	ellingtonovský	ellingtonovský	A	153299	Ellington	Ellington-1_;S
153530	elysejský	elysejský	A	153527	Elysées	Elysées_;G
153803	emerovský	emerovský	A	<<<?>>>		
154168	emšerský	emšerský	A	<<<?>>>		
154312	endemouský	endemouský	A	<<<?>>>		
155124	eolský	eolský	A	155126	Eolus	Eolus_;S_^(řecky_Aiolos)
155159	epeirský	epeirský	A	155156	Épeiros	Épeiros_;G
155160	épeirský	épeirský	A	155156	Épeiros	Épeiros_;G
155400	epirský	epirský	A	155402	Epirus	Epirus_;G
155596	erasmovský	erasmovský	A	155598	Erasmus	Erasmus_;Y
155852	eridský	eridský	A	155854	Eridu	Eridu_;G
155863	erijský	erijský	A	155855	Erie	Erie-1_;G
156027	ernstbrunnský	ernstbrunnský	A	<<<Ernstbrunn>>>		
156754	essexský	essexský	A	156757	Essex	Essex-1_;G
156815	esterházovský	esterházovský	A	156821	Esterházy	Esterházy_;S
158464	evenkijský	evenkijský	A	<<<?>>>		
159184	exfunkcionářský	exfunkcionářský	A	159182	exfunkcionář	
159992	exploatátorský	exploatátorský	A	<<<exploatátor>>>		
161497	faerský	faerský_;G	A	<<<?>>>		
162169	falesánský	falesánský	A	<<<?>>>		
162219	faliský	faliský	A	<<<?>>>		
162467	familiantský	familiantský	A	<<<familiant>>>		
163618	fatranský	fatranský	A	163621	Fatra	Fatra_;Y
163963	fažanský	fažanský	A	<<<Fažana>>>		
163992	febiovský	febiovský	A	163990	Febio	Febio_;K
164463	felbabský	felbabský	A	<<<?>>>		
164774	fenianský	fenianský	A	167559	Finn	Finn_;S
164775	feniánský	feniánský	A	167559	Finn	Finn_;S
164891	fenosarmatský	fenosarmatský	AC			
165477	ferský	ferský	A	165517	Fery	Fery-1_;G
166256	fierlingerovský	fierlingerovský	A	166258	Fierlinger	Fierlinger_;S
166764	filhelénský	filhelénský	A	<<<filhelén>>>		
166856	filipojakubský	filipojakubský	AC			
167136	filosofský	filosofský	A	167115	filosofos	filosofos
167573	finskošvédský	finskošvédský	AC			
167978	fitzgeraldovský	fitzgeraldovský	A	167981	Fitzgerald	Fitzgerald_;Y
168641	flaviovský	flaviovský	A	168644	Flavius	Flavius_;S
169350	floriánský	floriánský	A	<<<Florián>>>		
169902	fogazzarovský	fogazzarovský	A	169900	Fogazzaro	Fogazzaro_;S
170300	folsomský	folsomský	A	<<<Folsom>>>		
170507	fontainebleauský	fontainebleauský	A	170505	Fontainebleau	Fontainebleau_;G
170617	fordhamský	fordhamský	A	<<<Fordham>>>		
170823	formanovský	formanovský	A	170834	Forman	Forman-1_;S
171391	fótiovský	fótiovský	A	171389	Fótios	Fótios_;S
172519	francouzštinářský	francouzštinářský	A	172517	francouzštinář	
172568	franchardský	franchardský	A	<<<Franchard>>>		
172607	frankenský	frankenský	A	172624	Franke	Franke_;S
172611	frankensteinovský	frankensteinovský	A	172613	Frankenstein	Frankenstein_;S
172716	frankovlámský	frankovlámský	AC			
172965	frazérský	frazérský	A	<<<frazér>>>		
173765	frisinský	frisinský	A	173195	Freising	Freising_;G
175294	fúrský	fúrský	A	88317	Darfúr	Darfúr_;G
175894	gabinovský	gabinovský	A	175898	Gabin	Gabin-2_;S
176028	gaderský	gaderský	A	<<<Gader>>>		
176108	gagauzský	gagauzský	A	<<<Gagauzsko>>>		
176185	gailtalský	gailtalský	AC			
176607	galikánský	galikánský	A	176603	Galie	Galie_;G
