101279	disipovat	disipovat_:T_:W_^(přeměnit_energii_na_teplo)	V		
101442	diskontovat	diskontovat_:T	V		
101581	diskreditovat	diskreditovat_:T_:W	V		
101608	diskretizovat	diskretizovat_:T	V	101621	diskrétní
101638	diskriminovat	diskriminovat_:T_:W	V		
101687	diskutovat	diskutovat_:T	V		
101714	diskvalifikovat	diskvalifikovat_:T_:W	V	288196	kvalifikovat
101748	dislokovat	dislokovat_:T_:W	V		
101794	disociovat	disociovat_:T_:W	V		
101824	disonovat	disonovat_:T	V		
101884	dispensarizovat	dispensarizovat_:T	V	101901	dispens
101916	dispenzarisovat	dispenzarisovat_:T	V		
101937	dispenzarizovat	dispenzarizovat_:T	V	101955	dispenz
101964	dispenzovat	dispenzovat_:W	V	101955	dispenz
101986	dispergovat	dispergovat_:T_:W	V		
102033	disponovat	disponovat_:T	V		
102087	disputovat	disputovat_:T	V		
102111	dissekovat	dissekovat_:T	V		
102144	distancovat	distancovat_:T_:W	V	102135	distanc
102179	distingovat	distingovat_:T	V		
102228	distribuovat	distribuovat_:T	V		
102449	dívat	dívat_:T	V		
102495	divergovat	divergovat_:T	V		
102981	dlátovat	dlátovat_:T	V	102972	dláto
103023	dlaždičkovat	dlaždičkovat_:T	V	103014	dlaždička
103338	dluhovat	dluhovat_:T	V	103319	dluh
103543	doabsentovat	doabsentovat_:W	V	1366	absentovat
103563	doadaptovat	doadaptovat_:W	V	2340	adaptovat
103583	doaditivovat	doaditivovat_:W	V	2650	aditivovat
103603	doadresovat	doadresovat_:W	V	3095	adresovat
103623	doagregovat	doagregovat_:W	V	4428	agregovat
103643	doaktivovat	doaktivovat_:T	V	6178	aktivovat
103663	doalgoritmizovat	doalgoritmizovat_:T	V	7681	algoritmizovat
103683	doalokovat	doalokovat_:W	V	8519	alokovat
103703	doanotovat	doanotovat_:T	V	12492	anotovat
103726	doaranžovat	doaranžovat_:W	V	16097	aranžovat
103748	doarchivovat	doarchivovat_:W	V	17161	archivovat
103772	doarmovat	doarmovat_:T	V	17682	armovat
103792	doasfaltovat	doasfaltovat_:T	V	18715	asfaltovat
103812	doasistovat	doasistovat_:T	V	18941	asistovat
103832	doatrahovat	doatrahovat_:W	V	20136	atrahovat
103857	doautomatizovat	doautomatizovat_:W	V	21550	automatizovat
103877	doavízovat	doavízovat_:W	V	22401	avízovat
103938	dobahňovat	dobahňovat_:T	V	<<<dobahnit>>>	
104222	dobělovat	dobělovat_:T	V	<<<dobělit>>>	
105264	dobrušovat	dobrušovat_:T	V	105154	dobrousit
105574	dobuzovat	dobuzovat_:T	V	<<<dobudit>>>	
106055	dockovat	dockovat_:T	V	106046	dock
108495	dofukovat	dofukovat_:T	V	108397	dofouknout
108698	doháčkovat	doháčkovat_:W	V	188175	háčkovat
108746	dohadovat	dohadovat_:T	V		
108973	dohašovat	dohašovat_:W	V	108950	dohasit
113280	dokrakonošovat	dokrakonošovat_:T_,h	V	<<<krakonošovat>>>	
113675	doktorovat	doktorovat_:T	V	113664	doktor
113863	dokumentovat	dokumentovat_:T_:W	V	113851	dokument
114457	dolapovat	dolapovat_:T	V	<<<dolapnout>>>	
114480	dolarizovat	dolarizovat_:T	V	114469	dolar
115198	dolihovat	dolihovat_:T	V	<<<lihovat>>>	
115899	dolovat	dolovat_:T	V	142137	důl
116749	domestikovat	domestikovat_:T	V		
116838	domicilovat	domicilovat_:T	V	116829	domicil
117134	dominovat	dominovat_:T_:W	V		
117364	domnívat	domnívat_:T	V		
117674	domrazovat	domrazovat_:T	V	<<<domrazit>>>	
120250	dopichovat	dopichovat_:T	V	120233	dopíchnout
121520	dopovat	dopovat_:T	V		
124299	dorvat	dorvat	V	625652	rvát
